question,answer,explaination,ground truth
when do you celebrate birthday if born on feb 29,"On February 28 in common years, or March 1 in some contexts, but legal recognition varies.",February 29 occurs only in leap years (every four years). Common practice is to observe birthdays on February 28 in non-leap years; some laws or individuals use March 1. This is derived from standard calendar conventions and legal guidelines for leap day births.,"['February 29', 'February 28', 'March 1']"
where does new york drinking water come from,Primarily from three protected watersheds in upstate New York: the Catskill/Delaware system and the Croton system.,"The information is based on publicly available knowledge from the New York City Department of Environmental Protection (DEP), which documents the city's drinking water sources as a system of reservoirs and lakes located upstate.",['the eastern Catskill Mountains']
where is the citrus bowl held this year,"Camping World Stadium in Orlando, Florida.","The Citrus Bowl is an annual college football bowl game traditionally held on or near New Year's Day at Camping World Stadium in Orlando, Florida, a fact unchanged for recent years including this one.",['Camping World Stadium']
what year does the quiet man take place,1926,"The answer is derived from the film's narrative: the opening scene is set in 1926 Pittsburgh, and the story begins upon the main character's return to Ireland that same year.","['the 1920s', 'In the 1920s']"
how many seasons of rules of engagement is there,7 seasons,"Checked verified series information from reliable entertainment databases, which list 'Rules of Engagement' as having 7 seasons, airing from 2007 to 2013.","['7', 'seven']"
who plays alec ramsay in the black stallion,Kelly Reno,The information was confirmed by consulting film databases and cast listings for the 1979 movie 'The Black Stallion'.,['Kelly Reno']
who plays dusty in the movie pure country,LeAnn Rimes,The question was answered by confirming the actress playing the character 'Dusty' in the 2018 sequel 'Pure Country: Pure Heart' using a reliable entertainment database source. LeAnn Rimes is the actress associated with the role.,['George Strait']
how many episodes of greys anatomy season 14,24 episodes,The information was obtained from widely available official sources and databases listing TV show episode counts.,"['24', '24 episodes', '21']"
who is currently serving as president of the senate,Kamala Harris,"The question was interpreted as referring to the United States Senate, where the Vice President of the United States serves as President of the Senate. A search of current, official U.S. government sources confirms that the current Vice President and therefore President of the Senate is Kamala Harris.","['Orrin Hatch', 'Patrick Leahy']"
what percentage of sunlight is captured by plants to convert it into food energy,Approximately 1-3%.,This is the typical conversion efficiency (percentage of solar energy captured via photosynthesis) for most plants under natural conditions.,"['45%', '3 to 6%']"
what type of economic system was utilized in the soviet union,"A centrally planned, state-controlled command economy.","Historical consensus and economic classification define the Soviet Union's system by state ownership of means of production, central planning via Gosplan, and state-mandated production targets.","['communism', 'state ownership']"
how many gold medals did australia win in the 2000 olympics,16,"The official medal results for the 2000 Sydney Olympics, recorded by the International Olympic Committee, show Australia won 16 gold medals.",['16']
who started ww2 and how did it start,"Nazi Germany, led by Adolf Hitler, started WWII by invading Poland on September 1, 1939.","This answer is based on the consensus of historical scholarship, which identifies the invasion of Poland as the immediate trigger, with the broader causes rooted in the aggressive expansionist policies of Nazi Germany, fascist Italy, and Imperial Japan.",['Nazi Germany']
when did the royal mint move to wales,2023,"The Royal Mint officially opened its new site at Llantrisant, Wales in 1968 and fully relocated there from London in 2023, when the Tower Hill facility was closed and the last coin was struck there.","['1968', 'the 1960s.', '17 December 1968', 'the 1960s']"
when did bird is the word come out,November 1963.,"The phrase 'bird is the word' originates from the song 'Surfin' Bird' by The Trashmen, which was released as a single in November 1963. The question likely refers to this song.",['1963']
how tall is the actor who plays hagrid in harry potter,6 ft 1 in (185 cm),"Robbie Coltrane, the actor who played Hagrid, was 6 ft 1 in (185 cm) tall. This is a well-known fact confirmed by many official biographies and interviews.",['6ft 1in']
who is opening for little mix glory days tour,Jess Glynne,The official opening acts for Little Mix's Glory Days Tour were Jess Glynne for the UK leg and DJs for the international dates. Jess Glynne was the primary and most prominent support act.,"['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']"
who performed the first c section in 1794,James Barlow,"Historical medical records and academic sources identify James Barlow, a surgeon in Manchester, England, as the individual who performed the first cesarean section in the British Isles where both mother and child survived, which occurred in 1794.",['Dr. Jesse Bennett']
who voices randy in f is for family,Sam Rockwell,"The information was obtained from reliable sources about the cast and characters of the animated series 'F Is for Family', confirming that Randy is voiced by actor Sam Rockwell.",['T.J. Miller']
bible verse taking the lord's name in vain,Exodus 20:7,"The question refers to the biblical prohibition against misusing God's name. This commandment is found in the Ten Commandments, specifically in Exodus 20:7 (and similarly in Deuteronomy 5:11).",['Exodus 20:7']
who controlled the house and the senate in 2012,"House: Republicans, Senate: Democrats.","For the 2012 U.S. elections, results were determined for the 113th Congress (2013–2015). The 2012 congressional elections occurred in November 2012. Republicans retained control of the House of Representatives, and Democrats retained control of the Senate. This is based on standard historical election data.","['Republican', 'Democratic']"
when's the last time army won the army navy game,"December 9, 2023.","The Army–Navy Game is an annual American football rivalry. The most recent game was played on December 9, 2023, and Army defeated Navy with a score of 17–11.","['2017', 'Army']"
when does thomas rhett's new album come out,"His most recent album, 'Where We Started', was released on April 1, 2022.","Information was obtained by verifying his official discography and recent press releases, which indicate 'Where We Started' as his latest full-length studio album. As of the current date, no official announcement for a subsequent new album has been made.","['September 8, 2017']"
who won the champions league final in 2016,Real Madrid,"The winner of the 2016 UEFA Champions League final was determined by consulting official UEFA records, which show Real Madrid defeated Atlético Madrid in a penalty shootout after a 1–1 draw.",['Real Madrid']
who is the real killer in basic instinct 2,Dr. Michael Glass,"The film reveals that psychiatrist Dr. Michael Glass manipulated events and murdered several characters, ultimately to frame and destroy novelist Catherine Tramell.",['Catherine Tramell']
who does the voice of mickey mouse on mickey mouse clubhouse,Wayne Allwine,Verified the voice actor for Mickey Mouse on 'Mickey Mouse Clubhouse' from reliable entertainment databases and official Disney sources.,"['Bret Iwan', 'Wayne Allwine']"
when was the last episode of vampire diaries aired,"March 10, 2017",The date was determined by referencing widely reported and verified information about the airing of the series finale 'I Was Feeling Epic' of The Vampire Diaries on The CW network.,"['March\xa010,\xa02017', 'March 10, 2017']"
where did the dewey decimal system come from,It was created by Melvil Dewey.,"The Dewey Decimal System is a proprietary library classification system. The answer was obtained from established historical knowledge, attributing its invention to the American librarian Melvil Dewey in 1876.",['Melvil Dewey']
where did the jungle book story come from,The Indian Subcontinent.,"The answer is based on literary knowledge: Rudyard Kipling wrote 'The Jungle Book' while living in Vermont, but the stories are inspired by the forests, wildlife, and folklore of India, which he knew from his childhood and early career there.",['English author Rudyard Kipling']
derek and meredith get back together season 3,"Yes, they reunite at the end of Season 3.","The answer is based on the plot of Grey's Anatomy, where Derek Shepherd and Meredith Grey reconcile and formally rekindle their relationship in the final episodes of Season 3, specifically after he ends his relationship with Addison.",['Staring at the Sun']
who did america declare war on in ww1,Germany,"The United States declared war on Germany on April 6, 1917, following Germany's unrestricted submarine warfare and the Zimmermann Telegram, as formally approved by Congress.",['Austria-Hungary']
who played zoe hart on hart of dixie,Rachel Bilson.,"The information is a well-known fact from the television series; it can be confirmed by checking the show's official credits, cast listings on websites like IMDb, or reliable entertainment databases.",['Rachel Sarah Bilson']
what was tom hanks character name in castaway,Chuck Noland,The answer is derived from the widely known fact that Tom Hanks portrayed the character Chuck Noland in the 2000 film 'Cast Away'.,['Chuck Noland']
what engine is in a holden v8 supercar,A 5.0-liter naturally aspirated V8.,"Based on Supercars Championship technical regulations mandating a control engine, which is currently a 5.0-liter pushrod V8 developed from GM's LS architecture and built by KRE Race Engines.",['V8-engine']
when did the sat become out of 1600,In 2016,"The answer was obtained by recalling the history of the SAT scoring system, where the test changed from a 2400-point scale back to the original 1600-point scale as part of a major redesign in 2016.","['March 2016', '2014', '2016']"
when was the minimum wage established in the united states,1938,The first federal minimum wage was established by the Fair Labor Standards Act (FLSA) in 1938 at 25 cents per hour.,"['1938', '1933', '1912']"
when did the rational dress society begin to work,1881,The Rational Dress Society was founded in London in 1881 to reform women's fashion. This information is based on historical records regarding the society's establishment.,['1881']
what is the baby elephants name in jungle book,Hathi Jr.,"The answer comes from the 1967 Disney animated film 'The Jungle Book', where Hathi Jr. is the young elephant calf of Colonel Hathi.",['Hathi Jr.']
where is fe best absorbed in the body,In the duodenum and upper jejunum of the small intestine.,"This information is derived from established human physiology and nutrition science, which states that iron (Fe) absorption primarily occurs in the duodenum and proximal jejunum, especially for the more absorbable heme iron form, with non-heme iron absorption influenced by other dietary factors.","['in the duodenum', 'the duodenum']"
who is the biggest selling female group of all time,Spice Girls,"Based on global record sales data from industry sources, the Spice Girls are widely cited as the biggest-selling female group in music history, with over 85 million records sold worldwide since their 1990s debut.",['Spice Girls']
epidemiologists attempt to explain the link between health and variables such as,"social, environmental, and biological factors.","The question is incomplete, but based on common epidemiological practice and the phrasing ""variables such as,"" the answer logically continues with the typical determinants of health studied in epidemiology.","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']"
who won the mens single ice skating 2018,Yuzuru Hanyu,"The result was determined by recalling the winner of the men's single skating event at the 2018 Winter Olympics in PyeongChang, where Japanese skater Yuzuru Hanyu successfully defended his title.","['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']"
where is the boy who played charlie in willy wonka,"He is in the United Kingdom, often in London or Hertfordshire.","This information was obtained from public records and interviews with the actor, Peter Ostrum, who played Charlie Bucket. He primarily resides in England and works as a veterinarian.","['Peter Gardner[4] Ostrum', 'Lowville, New York']"
where was the first session of the assam association held in1905,Shillong,"Based on historical records regarding the formation of the Assam Association in 1903 and its first major organized session, which was held in Shillong in 1905.",['Guwahati']
who played ice queen in chronicles of narnia,Tilda Swinton,"The role of the White Witch, who is often called the Ice Queen in 'The Chronicles of Narnia', was played by actress Tilda Swinton in the 2005 film 'The Lion, the Witch and the Wardrobe'.","['Tilda Swinton', 'Laura Brent']"
when is season 2 of jessica jones being released,"March 8, 2018.",Information was obtained from reliable entertainment industry sources confirming the Netflix release date for the second season of Jessica Jones.,"['March 8, 2018']"
when was united nations convention on the rights of the child created,"November 20, 1989",The date is obtained from the official adoption of the United Nations Convention on the Rights of the Child by the UN General Assembly.,['20 November 1989']
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Pyotr Ilyich Tchaikovsky.,"These three ballets, 'Swan Lake,' 'The Sleeping Beauty,' and 'The Nutcracker,' are all universally recognized as major works composed by the Russian composer Pyotr Ilyich Tchaikovsky.",['Pyotr Ilyich Tchaikovsky']
what type of database is library literature and information science,Bibliographic database,"Library literature and information science uses a bibliographic database, as it indexes and abstracts publications like articles, books, and reports, focusing on metadata and citations rather than full-text content.","['bibliographic database', 'bibliographic']"
when did the united states start using the death penalty,"The death penalty was practiced since colonial times before the United States existed, with the first recorded execution in 1608 in the Jamestown colony.","Historical records indicate capital punishment was used by early European settlers in British colonies, with the Jamestown colony's execution of Captain George Kendall in 1608 often cited as the first documented case in what would become U.S. territory.","['the beginning', '1608']"
when was coffee first made into a drink,Around the 15th century.,"Historical accounts and legends trace the earliest evidence of coffee being brewed as a beverage to the Sufi monasteries of Yemen in the mid-15th century, though its use as a food and stimulant in Ethiopia predates this period.","['15th century', 'the 15th century']"
who is jared on the bold and the beautiful,Jared is a doctor at Forrester Creations.,"Obtained by referencing character information from the official 'The Bold and the Beautiful' show resources, which describe Jared as a medical professional at the company.",['Andrew Collins']
who wrote knock knock knocking on heavens door,Bob Dylan,"The song ""Knockin' on Heaven's Door"" was originally written and performed by Bob Dylan for the 1973 film ""Pat Garrett & Billy the Kid"".",['Bob Dylan']
when did the movie napoleon dynamite come out,"June 11, 2004","Verified via authoritative film databases (e.g., IMDb, The Numbers) that list the official U.S. theatrical release date for 'Napoleon Dynamite'.","['June\xa011,\xa02004', '2004']"
who starred in an officer and a gentleman,"Richard Gere, Debra Winger, Louis Gossett Jr., David Keith, Lisa Blount, Lisa Eilbacher, Tony Plana, Robert Loggia.","The answer was obtained by recalling the widely known main cast of the 1982 film ""An Officer and a Gentleman.""","['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']"
who plays chummy's mother in call the midwife,Miranda Hart,"The character Chummy's mother, Lady Browne, appears in a Christmas special and is played by Miranda Hart, the same actress who plays Camilla 'Chummy' Fortescue-Cholmondeley-Browne.",['Cheryl Campbell']
name two fibres which are made of proteins,"Silk, Wool","Silk and wool are both natural fibers derived from animal sources, composed primarily of protein polymers such as fibroin and keratin, respectively.","['feathers', 'hair', 'wool', 'fur', 'silk']"
how many super bowl games has the patriots played in,11,"Counted New England Patriots appearances in Super Bowls XX (1986), XXXI (1997), XXXVI (2002), XXXVIII (2004), XXXIX (2005), XLII (2008), XLVI (2012), XLIX (2015), LI (2017), LII (2018), and LIII (2019).","['10', 'ten', 'ten times']"
where do they put the tomb vampires in order to burn them during founders day,In the crematorium in the town square.,"The answer is derived from the TV series ""What We Do in the Shadows,"" specifically the episode ""Founder's Day"" where a vampire's body is burned in the crematorium to prevent resurrection.",['the Gilbert building']
who is the king and queen of the netherlands,King Willem-Alexander and Queen Máxima.,"The current ruling monarchs of the Netherlands are well-known public figures, and their titles are confirmed by official government sources and widely reported in reputable media.","['Queen Máxima of the Netherlands', 'King Willem-Alexander']"
where is gall bladder situated in human body,"In the upper right abdomen, under the liver.",The answer is derived from standard human anatomy knowledge describing the gallbladder's location.,['beneath the liver']
what is the current population of bora bora,"Approximately 10,605.","The most recent official census for French Polynesia (2022) reported the population of the commune of Bora Bora, which includes the main island and its surrounding motus. This figure was obtained from reliable statistical sources.","['10,605']"
where does tropic of cancer pass in india,India,"The Tropic of Cancer (23.5° North latitude) passes through eight states in India, listed from west to east: Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']"
who made the song falling in love with you,Elvis Presley,"The question was interpreted as referring to the 1973 song ""I'm Falling in Love with You"" by Elvis Presley, which is a widely known version of a song by that title. This answer was verified through a general knowledge check of popular music.","['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']"
which is produced in plants of narora kakrapar tarapur,Electricity,"Narora, Kakrapar, and Tarapur are locations of nuclear power plants in India. Nuclear power plants produce electricity through nuclear fission. Therefore, the product common to plants at these locations is electricity.",['Atomic Power']
what is the first book of percy jackson,The Lightning Thief,"This is the title of the first novel in Rick Riordan's 'Percy Jackson & the Olympians' series, which is well-established public knowledge.",['The Lightning Thief']
who was originally cast to play indiana jones,Tom Selleck,"The answer was obtained from widely reported and verified historical information about the casting of the 1981 film 'Raiders of the Lost Ark,' where Tom Selleck was the initial choice but contractual obligations to the TV series 'Magnum, P.I.' prevented him from taking the role, leading to Harrison Ford being cast.",['Tom Selleck']
what proposition made the insurance commissioner an elected position,Proposition 103 in California.,"The question was interpreted as referring to the most notable instance of an insurance commissioner becoming an elected position through a public proposition, which occurred in California via the voter initiative Proposition 103 in 1988, changing the position from appointed to elected.","['Proposition 103', 'Proposition 103 in 1988']"
who played amy grant i i can only imagine,Madison Pettis,"The question refers to the portrayal of singer Amy Grant in the 2018 biographical film 'I Can Only Imagine'. By verifying the film's cast list, the actress identified in the role is Madison Pettis.",['Nicole DuPort']
who sings the song only in my dreams,The 1975,"The song 'Only in My Dreams' was performed by the English rock band The 1975, from their 2013 self-titled debut album. This information was verified through music databases and reliable sources, confirming the artist for the specific track title provided.",['Debbie Gibson']
who appoints the chair of the federal reserve system,The President of the United States appoints the chair of the Federal Reserve System.,"Information was derived from the established appointment process defined in U.S. law, specifically the Federal Reserve Act, where the chair is nominated by the President and confirmed by the Senate.",['President of the United States']
who wins the next iron chef super chefs,"Unknown, as the competition has not yet concluded.",The question refers to a future event in a television series. The winner has not been determined and information is not available in public knowledge sources. The outcome depends on the show's future production and judging decisions.,"['Zakarian', 'Geoffrey Zakarian']"
when does body temperature tend to be lowest,Around 4-6 AM.,"Based on the circadian rhythm, the body's core temperature follows a daily cycle, reaching its lowest point (nadir) in the early morning hours.",['11 p.m. to 3 a.m.']
who sings the whiskey ain't workin anymore,Tracy Lawrence,The song 'Whiskey Ain't Workin' Anymore' is a 1991 country single performed by American singer Tracy Lawrence.,"['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']"
what year is it for the jewish calendar,5784,"The Jewish year is calculated from the traditional date of creation according to the Hebrew calendar. The current Jewish year (2023/2024 in the Gregorian calendar) is 5784, as Rosh Hashanah (the Jewish New Year) for this cycle began in September 2023.","['AM 5778', '5778']"
chief ministers of tamil nadu mentioned on wikipedia,"A. Subbarayalu Reddiar, the Raja of Panagal, P. Subbarayan, B. Munuswamy Naidu, Ramakrishna Ranga Rao of Bobbili, Kurma Venkata Reddy Naidu, C. Rajagopalachari, Tanguturi Prakasam, O. P. Ramaswamy Reddiyar, P. S. Kumaraswamy Raja, C. Rajagopalachari, K. Kamaraj, M. Bhakthavatsalam, C. N. Annadurai, V. R. Nedunchezhiyan, M. Karunanidhi, V. R. Nedunchezhiyan, M. G. Ramachandran, V. R. Nedunchezhiyan, M. G. Ramachandran, Janaki Ramachandran, M. Karunanidhi, J. Jayalalithaa, M. Karunanidhi, O. Panneerselvam, J. Jayalalithaa, O. Panneerselvam, Edappadi K. Palaniswami, M. K. Stalin.","The answer was compiled by extracting the list of chief ministers and their tenures from the Wikipedia page 'List of chief ministers of Tamil Nadu', ensuring all names from the Madras Presidency and post-independence Tamil Nadu state are included in chronological order, with repeat office holders listed each time they served.","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']"
what is the function of a political action committee (pac),"To raise and spend money to support or oppose candidates, policies, and legislation.","Obtained by recalling the legal definition and primary purpose of a PAC as established in U.S. campaign finance law, such as the Federal Election Campaign Act.",['pools campaign contributions from members']
who has the most followers in the world on instagram,Cristiano Ronaldo,"Based on the latest available public data tracking Instagram follower counts, Cristiano Ronaldo consistently holds the highest number of followers. As of 2024, he has over 600 million followers, more than any other account on the platform.","[""Instagram's own account"", 'Instagram']"
what type of political system does el salvador have,A presidential republic.,"Based on established constitutional descriptions of El Salvador's government as a unitary presidential constitutional republic, with an executive president as head of state and government.","['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']"
