question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
when did the united states start using the death penalty,"The death penalty was practiced since colonial times before the United States existed, with the first recorded execution in 1608 in the Jamestown colony.","['the beginning', '1608']",1791,1791,True,False,True,False,count_2
when was coffee first made into a drink,Around the 15th century.,"['15th century', 'the 15th century']",15th century,16th century,True,True,False,True,count_1
who is jared on the bold and the beautiful,Jared is a doctor at Forrester Creations.,['Andrew Collins'],"Jared is a Spencer Publications employee and former friend of Rick Forrester, played by Michael Steger.",Michael Steger,False,False,False,False,count_6
who wrote knock knock knocking on heavens door,Bob Dylan,['Bob Dylan'],Bob Dylan,Eric Clapton,True,True,False,True,count_1
when did the movie napoleon dynamite come out,"June 11, 2004","['June\xa011,\xa02004', '2004']","August 27, 2004","August 27, 2004",True,False,True,False,count_2
who starred in an officer and a gentleman,"Richard Gere, Debra Winger, Louis Gossett Jr., David Keith, Lisa Blount, Lisa Eilbacher, Tony Plana, Robert Loggia.","['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']","Richard Gere, Debra Winger, Louis Gossett Jr.",Tom Cruise,False,True,False,True,count_4
who plays chummy's mother in call the midwife,Miranda Hart,['Cheryl Campbell'],Miranda Richardson,Miranda Richardson,False,False,True,False,count_6
name two fibres which are made of proteins,"Silk, Wool","['feathers', 'hair', 'wool', 'fur', 'silk']","Silk, Wool",cotton and nylon,False,False,False,True,count_5
how many super bowl games has the patriots played in,11,"['10', 'ten', 'ten times']",11,11,False,False,True,True,count_5
where do they put the tomb vampires in order to burn them during founders day,In the crematorium in the town square.,['the Gilbert building'],the old Fell Church,the old Fell Church,False,False,True,False,count_6
who is the king and queen of the netherlands,King Willem-Alexander and Queen Máxima.,"['Queen Máxima of the Netherlands', 'King Willem-Alexander']",King Willem-Alexander and Queen Máxima,Queen Beatrix and Prince Claus,True,True,False,True,count_1
where is gall bladder situated in human body,"In the upper right abdomen, under the liver.",['beneath the liver'],Under the liver in the right upper abdomen.,behind the stomach,True,True,False,True,count_1
what is the current population of bora bora,"Approximately 10,605.","['10,605']","Approximately 12,700","12,700",True,False,True,False,count_2
where does tropic of cancer pass in india,India,"['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']",India,Uttar Pradesh,False,False,False,True,count_5
who made the song falling in love with you,Elvis Presley,"['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']",Frank Sinatra,Frank Sinatra,False,False,True,False,count_6
which is produced in plants of narora kakrapar tarapur,Electricity,['Atomic Power'],electricity,Electricity,False,False,True,True,count_5
what is the first book of percy jackson,The Lightning Thief,['The Lightning Thief'],The Lightning Thief,The Battle of the Labyrinth,True,True,False,True,count_1
who was originally cast to play indiana jones,Tom Selleck,['Tom Selleck'],Harrison Ford,Harrison Ford,True,False,True,False,count_2
what proposition made the insurance commissioner an elected position,Proposition 103 in California.,"['Proposition 103', 'Proposition 103 in 1988']",Proposition 104,Proposition 104,True,False,True,False,count_2
who played amy grant i i can only imagine,Madison Pettis,['Nicole DuPort'],Madeline Carroll,Madeline Carroll,False,False,True,False,count_6
who sings the song only in my dreams,The 1975,['Debbie Gibson'],Tiffany,Tiffany,False,False,True,False,count_6
who appoints the chair of the federal reserve system,The President of the United States appoints the chair of the Federal Reserve System.,['President of the United States'],The President of the United States appoints the Chair of the Federal Reserve System with the advice and consent of the Senate.,The Board of Governors of the Federal Reserve System,True,True,False,True,count_1
who wins the next iron chef super chefs,"Unknown, as the competition has not yet concluded.","['Zakarian', 'Geoffrey Zakarian']",Michael Symon,Michael Symon,False,False,True,False,count_6
when does body temperature tend to be lowest,Around 4-6 AM.,['11 p.m. to 3 a.m.'],Around 4-6 AM.,around 8 p.m.,False,False,False,True,count_5
who sings the whiskey ain't workin anymore,Tracy Lawrence,"['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']",Tracy Lawrence,Clint Black,False,False,False,True,count_5
what year is it for the jewish calendar,5784,"['AM 5778', '5778']",5784,5779,False,False,False,True,count_5
chief ministers of tamil nadu mentioned on wikipedia,"A. Subbarayalu Reddiar, the Raja of Panagal, P. Subbarayan, B. Munuswamy Naidu, Ramakrishna Ranga Rao of Bobbili, Kurma Venkata Reddy Naidu, C. Rajagopalachari, Tanguturi Prakasam, O. P. Ramaswamy Reddiyar, P. S. Kumaraswamy Raja, C. Rajagopalachari, K. Kamaraj, M. Bhakthavatsalam, C. N. Annadurai, V. R. Nedunchezhiyan, M. Karunanidhi, V. R. Nedunchezhiyan, M. G. Ramachandran, V. R. Nedunchezhiyan, M. G. Ramachandran, Janaki Ramachandran, M. Karunanidhi, J. Jayalalithaa, M. Karunanidhi, O. Panneerselvam, J. Jayalalithaa, O. Panneerselvam, Edappadi K. Palaniswami, M. K. Stalin.","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']","A. Subbarayalu Reddiar, the Raja of Panagal, P. Subbarayan, B. Munuswamy Naidu, Ramakrishna Ranga Rao of Bobbili, Kurma Venkata Reddy Naidu, C. Rajagopalachari, Tanguturi Prakasam, O. P. Ramaswamy Reddiyar, P. S. Kumaraswamy Raja, C. Rajagopalachari, K. Kamaraj, M. Bhakthavatsalam, C. N. Annadurai, V. R. Nedunchezhiyan, M. Karunanidhi, V. R. Nedunchezhiyan, M. G. Ramachandran, V. R. Nedunchezhiyan, M. G. Ramachandran, Janaki Ramachandran, M. Karunanidhi, J. Jayalalithaa, M. Karunanidhi, O. Panneerselvam, J. Jayalalithaa, O. Panneerselvam, Edappadi K. Palaniswami, M. K. Stalin",K. Kamaraj,False,False,False,True,count_5
what is the function of a political action committee (pac),"To raise and spend money to support or oppose candidates, policies, and legislation.",['pools campaign contributions from members'],"To raise and spend money to support or oppose candidates, policies, and legislation.",to draft policy proposals and advise candidates on political strategy,False,False,False,True,count_5
who has the most followers in the world on instagram,Cristiano Ronaldo,"[""Instagram's own account"", 'Instagram']",Cristiano Ronaldo,Cristiano Ronaldo,False,False,True,True,count_5
what type of political system does el salvador have,A presidential republic.,"['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']",An authoritarian presidential republic.,an authoritarian one-party state,True,False,False,False,count_3
