question,answer,explaination,ground truth
when's the last time army won the army navy game,"December 9, 2023","As of my latest available information (through Oct 2024), Army most recently beat Navy 17-11 on Dec 9, 2023.","['2017', 'Army']"
when does thomas rhett's new album come out,"August 23, 2024","He announced the album ""About A Woman"" with an August 23, 2024 release date, which was the latest new album as of my last update.","['September 8, 2017']"
who won the champions league final in 2016,Real Madrid,Real Madrid beat Atlético Madrid on penalties after a 1–1 draw in the 2016 UEFA Champions League Final.,['Real Madrid']
who is the real killer in basic instinct 2,Dr. Michael Glass.,The ending indicates Glass committed the murders—manipulated by Catherine Tramell—supported by incriminating evidence and her novel mirroring the crimes.,['Catherine Tramell']
who does the voice of mickey mouse on mickey mouse clubhouse,Wayne Allwine (early seasons) and Bret Iwan (later seasons).,Allwine voiced Mickey on Mickey Mouse Clubhouse until his death in 2009; Bret Iwan took over from 2009 onward.,"['Bret Iwan', 'Wayne Allwine']"
when was the last episode of vampire diaries aired,"March 10, 2017","The series finale, ""I Was Feeling Epic,"" aired on The CW on that date.","['March\xa010,\xa02017', 'March 10, 2017']"
where did the dewey decimal system come from,"It originated in the United States, created by Melvil Dewey at Amherst College (Massachusetts) in 1876.","Historical records show Melvil Dewey devised and first published the system at Amherst College in 1876, establishing its U.S. origin.",['Melvil Dewey']
where did the jungle book story come from,"Rudyard Kipling’s 1894 collection of stories set in the Indian jungle, written in Vermont, USA, and inspired by Indian folklore.","Kipling published the tales in 1893–94 and compiled them as The Jungle Book (1894); he wrote them while living in Vermont, though the stories are based on and set in India.",['English author Rudyard Kipling']
derek and meredith get back together season 3,"Yes, early-to-mid Season 3, after Meredith chooses Derek over Finn.","Based on Grey's Anatomy Season 3: Derek ends things with Addison, Meredith picks Derek over Finn, and they resume their relationship.",['Staring at the Sun']
who did america declare war on in ww1,Germany (and later Austria-Hungary).,"The U.S. declared war on Germany on April 6, 1917, and on Austria-Hungary on December 7, 1917, during World War I.",['Austria-Hungary']
who played zoe hart on hart of dixie,Rachel Bilson,She is credited as the lead actress portraying Dr. Zoe Hart in the CW series Hart of Dixie.,['Rachel Sarah Bilson']
what was tom hanks character name in castaway,Chuck Noland,"In the 2000 film Cast Away, Tom Hanks plays FedEx systems analyst Charles ""Chuck"" Noland.",['Chuck Noland']
what engine is in a holden v8 supercar,A 5.0-litre naturally aspirated pushrod V8 (Chevrolet small-block–based race engine).,"V8 Supercars regulations mandate a 5.0 L NA pushrod V8, and Holden teams typically used Chevrolet small-block–based units homologated for Holden.",['V8-engine']
when did the sat become out of 1600,March 2016.,"The redesigned SAT launched in March 2016 returned the total score to 1600 (EBRW + Math), after being 2400 from 2005–2015; it was also 1600 from 1941–2004.","['March 2016', '2014', '2016']"
when was the minimum wage established in the united states,"October 24, 1938","The federal minimum wage was created by the Fair Labor Standards Act, with the first rate taking effect on this date.","['1938', '1933', '1912']"
when did the rational dress society begin to work,1881,The Rational Dress Society was founded in London in 1881.,['1881']
what is the baby elephants name in jungle book,"Hathi Jr. (""Junior"")","In Disney's The Jungle Book, Colonel Hathi's baby elephant son is named Hathi Jr., often called ""Junior.""",['Hathi Jr.']
where is fe best absorbed in the body,The duodenum (proximal small intestine).,"Iron is absorbed most efficiently in the duodenum and proximal jejunum via specific transporters (e.g., DMT1), aided by the acidic environment.","['in the duodenum', 'the duodenum']"
who is the biggest selling female group of all time,Spice Girls,"Cited by sources such as Guinness World Records as the best-selling female group worldwide, with estimated sales around 90–100 million.",['Spice Girls']
epidemiologists attempt to explain the link between health and variables such as,"person, place, and time (e.g., age/sex/race; location/environment; temporal trends).","Epidemiology links health outcomes to demographic (person), geographic (place), and temporal (time) factors.","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']"
who won the mens single ice skating 2018,Yuzuru Hanyu,"At the 2018 Winter Olympics in Pyeongchang, the men's singles figure skating gold medal was won by Japan's Yuzuru Hanyu.","['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']"
where is the boy who played charlie in willy wonka,"Lowville, New York; Peter Ostrum (the 1971 Charlie) is a veterinarian there.","The reference is to the 1971 film; multiple interviews and profiles report Peter Ostrum left acting and works as a veterinarian in Lowville, NY.","['Peter Gardner[4] Ostrum', 'Lowville, New York']"
where was the first session of the assam association held in1905,Dibrugarh,Historical records of the Assam Association state that its first annual session in 1905 was held at Dibrugarh.,['Guwahati']
who played ice queen in chronicles of narnia,Tilda Swinton,"The ""Ice Queen"" refers to the White Witch (Jadis) in the Narnia films, portrayed by Tilda Swinton.","['Tilda Swinton', 'Laura Brent']"
when is season 2 of jessica jones being released,"March 8, 2018.","Netflix confirmed Season 2 of Marvel's Jessica Jones premiered globally on March 8, 2018 (International Women's Day).","['March 8, 2018']"
when was united nations convention on the rights of the child created,20 November 1989,It was adopted by the UN General Assembly on that date; it entered into force on 2 September 1990.,['20 November 1989']
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Pyotr Ilyich Tchaikovsky,These renowned ballets are universally credited to the Russian composer Tchaikovsky.,['Pyotr Ilyich Tchaikovsky']
what type of database is library literature and information science,A subject-specific bibliographic indexing and abstracting (citation) database for library and information science.,"It indexes LIS journals and publications (by H. W. Wilson/EBSCO), providing citations and abstracts; full text is offered only in the separate Full Text version.","['bibliographic database', 'bibliographic']"
when did the united states start using the death penalty,1608.,"The first recorded execution in what became the U.S. was in 1608 (Captain George Kendall in Jamestown, Virginia); the federal government’s first execution was in 1790 under the Crimes Act.","['the beginning', '1608']"
when was coffee first made into a drink,Mid-15th century CE.,Earliest reliable accounts come from Sufi communities in Yemen drinking coffee in the 1400s; earlier Ethiopian legends lack documentation.,"['15th century', 'the 15th century']"
who is jared on the bold and the beautiful,"Jarrett Maxwell — a British fashion reporter for Spencer Publications (Eye on Fashion), played by Andrew Collins.","“Jared” refers to Jarrett Maxwell, a recurring fashion journalist on The Bold and the Beautiful, portrayed by Andrew Collins.",['Andrew Collins']
who wrote knock knock knocking on heavens door,Bob Dylan,He wrote and recorded it for the 1973 film Pat Garrett and Billy the Kid.,['Bob Dylan']
when did the movie napoleon dynamite come out,"June 11, 2004",That is the U.S. theatrical release date of Napoleon Dynamite.,"['June\xa011,\xa02004', '2004']"
who starred in an officer and a gentleman,"Richard Gere, Debra Winger, and Louis Gossett Jr.","These are the principal stars credited for the 1982 film ""An Officer and a Gentleman.""","['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']"
who plays chummy's mother in call the midwife,Joanna David,"She portrays Lady Browne, Chummy’s mother, in Call the Midwife.",['Cheryl Campbell']
name two fibres which are made of proteins,Wool and silk.,Both are natural animal fibers composed of proteins: wool (keratin) and silk (fibroin).,"['feathers', 'hair', 'wool', 'fur', 'silk']"
how many super bowl games has the patriots played in,11,"They have 11 Super Bowl appearances: XX, XXXI, XXXVI, XXXVIII, XXXIX, XLII, XLVI, XLIX, LI, LII, and LIII.","['10', 'ten', 'ten times']"
where do they put the tomb vampires in order to burn them during founders day,In the Founders Hall basement.,The Council rounds up the tomb vampires on Founders Day and locks them in the Founders Hall/Gilbert building basement to burn them.,['the Gilbert building']
who is the king and queen of the netherlands,King Willem-Alexander and Queen Máxima.,"Based on current (2026) Dutch monarchy; Willem-Alexander has reigned since 2013, and his queen consort is Máxima.","['Queen Máxima of the Netherlands', 'King Willem-Alexander']"
where is gall bladder situated in human body,On the underside of the liver in the right upper abdomen (right hypochondrium).,"Anatomically, the gallbladder lies in the gallbladder fossa on the visceral surface of the liver, typically beneath the right lobe.",['beneath the liver']
what is the current population of bora bora,"About 10,600 people.","The most recent widely cited official count is ~10,550 residents from the 2017 ISPF (French Polynesia) census for the Commune of Bora Bora; subsequent estimates keep it near 10.6k.","['10,605']"
where does tropic of cancer pass in india,"Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura and Mizoram.",The Tropic of Cancer (~23.5°N) crosses India west to east through these eight states as shown on standard geographic maps.,"['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']"
who made the song falling in love with you,"Elvis Presley recorded it in 1961; it was written by Hugo Peretti, Luigi Creatore, and George David Weiss.","The song commonly meant by ""falling in love with you"" is ""Can't Help Falling in Love"" from Blue Hawaii; official credits list Presley as the performer and Peretti/Creatore/Weiss as the writers.","['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']"
which is produced in plants of narora kakrapar tarapur,Nuclear (atomic) electricity.,"Narora, Kakrapar, and Tarapur are Indian nuclear power stations that generate electricity using nuclear energy.",['Atomic Power']
what is the first book of percy jackson,The Lightning Thief,"It is the first novel in Rick Riordan's ""Percy Jackson & the Olympians"" series.",['The Lightning Thief']
who was originally cast to play indiana jones,Tom Selleck,"Tom Selleck was first cast as Indiana Jones for Raiders of the Lost Ark, but he had to decline due to his Magnum, P.I. commitment, leading to Harrison Ford taking the role.",['Tom Selleck']
what proposition made the insurance commissioner an elected position,California Proposition 103 (1988).,"Prop 103, approved by voters in 1988, changed the California Insurance Commissioner from an appointed to an elected office.","['Proposition 103', 'Proposition 103 in 1988']"
who played amy grant i i can only imagine,Nicole DuPort,Official cast listings for the 2018 film credit Nicole DuPort as Amy Grant.,['Nicole DuPort']
who sings the song only in my dreams,Debbie Gibson,"The widely known 1987 hit ""Only in My Dreams"" is by Debbie Gibson; it’s the most commonly referenced song with that title.",['Debbie Gibson']
who appoints the chair of the federal reserve system,"The U.S. President, with Senate confirmation.","By law, the President nominates the Federal Reserve Chair and the Senate confirms the nomination.",['President of the United States']
who wins the next iron chef super chefs,Geoffrey Zakarian,"He won The Next Iron Chef: Super Chefs (2011), earning the Iron Chef title in the finale.","['Zakarian', 'Geoffrey Zakarian']"
when does body temperature tend to be lowest,"Early morning, typically around 4–6 a.m.","Core body temperature follows a circadian rhythm with a nadir just before habitual wake time, usually around 4–6 a.m.",['11 p.m. to 3 a.m.']
who sings the whiskey ain't workin anymore,Travis Tritt and Marty Stuart,"It's a 1991 duet titled ""The Whiskey Ain't Workin'"" recorded by Travis Tritt with Marty Stuart.","['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']"
what year is it for the jewish calendar,5786,"As of Aug 6, 2026 (before Rosh Hashanah), the Hebrew year equals the Gregorian year + 3760: 2026 + 3760 = 5786.","['AM 5778', '5778']"
chief ministers of tamil nadu mentioned on wikipedia,"P. S. Kumaraswamy Raja, C. Rajagopalachari, K. Kamaraj, M. Bhaktavatsalam, C. N. Annadurai, V. R. Nedunchezhiyan, M. Karunanidhi, M. G. Ramachandran, V. N. Janaki Ramachandran, J. Jayalalithaa, O. Panneerselvam, Edappadi K. Palaniswami, M. K. Stalin","This is the complete set of individuals who have served as Chief Minister of Madras State/Tamil Nadu as listed on Wikipedia’s ""List of chief ministers of Tamil Nadu"" (including acting chief ministers), current through M. K. Stalin.","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']"
what is the function of a political action committee (pac),"To raise and spend money to influence elections by collecting donations and funding candidates, parties, or independent political advocacy.",From U.S. campaign finance definitions: PACs pool contributions and make direct donations or independent expenditures to support or oppose candidates.,['pools campaign contributions from members']
who has the most followers in the world on instagram,Cristiano Ronaldo,He is the most-followed individual on Instagram globally.,"[""Instagram's own account"", 'Instagram']"
what type of political system does el salvador have,A unitary presidential representative democratic republic with a multiparty system.,Based on El Salvador’s 1983 Constitution and standard country profiles: it is a unitary state with a presidential system and multiparty representative democracy.,"['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']"
where is simple squamous epithelium found in the body,"Alveoli of lungs; endothelium of blood and lymphatic vessels and heart (endocardium); mesothelium of serous membranes (pleura, pericardium, peritoneum); parietal layer of Bowman’s capsule and thin limbs of Henle in kidney.","Drawn from standard histology: simple squamous lines surfaces specialized for diffusion, filtration, and low-friction serosal coverings.","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']"
