question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
when was the last episode of vampire diaries aired,"August 11, 2017","['March\xa010,\xa02017', 'March 10, 2017']","August 11, 2017","February 24, 2017",False,False,False,True,count_5
where did the dewey decimal system come from,The Dewey Decimal System was created by American librarian Melvil Dewey and first published in 1876.,['Melvil Dewey'],The Dewey Decimal System was created by American librarian Melvil Dewey and first published in the United States in 1876.,Charles Ammi Cutter,False,False,False,True,count_5
where did the jungle book story come from,"The Jungle Book stories were written by author Rudyard Kipling, who drew inspiration from Indian folklore and his childhood experiences in India, and were first published as a collection in 1894.",['English author Rudyard Kipling'],"The Jungle Book was written by Rudyard Kipling, drawing from Indian folklore and his childhood experiences in colonial India, and was first published in 1894.",H. Rider Haggard,False,False,False,True,count_5
derek and meredith get back together season 3,"Yes, Derek and Meredith get back together in Season 3.",['Staring at the Sun'],Yes,Some Kind of Miracle,False,False,False,True,count_5
who did america declare war on in ww1,Germany,['Austria-Hungary'],Germany,Germany,False,False,True,True,count_5
who played zoe hart on hart of dixie,Rachel Bilson,['Rachel Sarah Bilson'],Rachel Bilson,Leighton Meester,True,True,False,True,count_1
what was tom hanks character name in castaway,Chuck Noland,['Chuck Noland'],Chuck Noland,Jack Turner,True,True,False,True,count_1
what engine is in a holden v8 supercar,"A 6.0-litre naturally aspirated V8 (GM LS-based) historically, or a 5.0-litre Ford Coyote V8 for current spec cars since 2021.",['V8-engine'],5.7-liter LS3 V8 (historically 6.0-liter LS V8),twin-turbo V6,False,False,False,False,count_6
when did the sat become out of 1600,The SAT returned to the 1600-point scale in March 2016.,"['March 2016', '2014', '2016']",March 2016,September 2015,False,False,False,True,count_5
when was the minimum wage established in the united states,"October 24, 1938","['1938', '1933', '1912']",1938,1935,False,False,False,True,count_5
when did the rational dress society begin to work,1881,['1881'],1881,1885,True,True,False,True,count_1
what is the baby elephants name in jungle book,Little Juan,['Hathi Jr.'],Winifred,Winifred,False,False,True,False,count_6
where is fe best absorbed in the body,The duodenum (the first section of the small intestine),"['in the duodenum', 'the duodenum']",Duodenum,the jejunum,True,True,False,True,count_1
who is the biggest selling female group of all time,TLC,['Spice Girls'],The Spice Girls,TLC,False,True,False,False,count_4
epidemiologists attempt to explain the link between health and variables such as,"age, sex, socioeconomic status, lifestyle factors, and environmental exposures","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']","nutrition, age, sex, socioeconomic status, and environmental exposures",nutrition,False,False,False,False,count_6
who won the mens single ice skating 2018,Yuzuru Hanyu,"['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']",Yuzuru Hanyu,Patrick Chan,False,False,False,True,count_5
where is the boy who played charlie in willy wonka,Upstate New York,"['Peter Gardner[4] Ostrum', 'Lowville, New York']","Long Eddy, New York","Syracuse, New York",False,False,False,True,count_5
where was the first session of the assam association held in1905,Calcutta,['Guwahati'],Calcutta,Sylhet,False,False,False,True,count_5
who played ice queen in chronicles of narnia,Tilda Swinton,"['Tilda Swinton', 'Laura Brent']",Charlize Theron,Charlize Theron,False,False,True,False,count_6
when is season 2 of jessica jones being released,"Season 2 of Jessica Jones was released on March 8, 2018, as the series has already concluded its original run.","['March 8, 2018']","March 8, 2018","February 16, 2018",True,True,False,True,count_1
when was united nations convention on the rights of the child created,"November 20, 1989",['20 November 1989'],"November 20, 1989",1979,True,True,False,True,count_1
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Pyotr Ilyich Tchaikovsky,['Pyotr Ilyich Tchaikovsky'],Pyotr Ilyich Tchaikovsky,Marius Petipa,True,True,False,True,count_1
what type of database is library literature and information science,A bibliographic database (specifically an abstracting and indexing database) focused on library and information science.,"['bibliographic database', 'bibliographic']",Full-text database,full-text database,True,False,True,False,count_2
when did the united states start using the death penalty,"The use of the death penalty in the United States dates back to the early 17th century in colonial America, with the first recorded execution occurring in Virginia in 1608.","['the beginning', '1608']",1608,1791,True,True,False,True,count_1
when was coffee first made into a drink,"Coffee was first made into a drink around the mid-15th century (circa 1400–1450), with the earliest reliable historical evidence pointing to its consumption in Sufi shrines in Yemen.","['15th century', 'the 15th century']",16th century,16th century,True,False,True,False,count_2
who is jared on the bold and the beautiful,"Jared on The Bold and the Beautiful is Jared Shepherd, the secret illegitimate son of Bill Spencer Sr. and Sheila Carter, portrayed by actor Justin Gaston.",['Andrew Collins'],"Jared Shepherd, portrayed by Michael Steger",Michael Steger,False,False,False,False,count_6
who wrote knock knock knocking on heavens door,Bob Dylan,['Bob Dylan'],Bob Dylan,Eric Clapton,True,True,False,True,count_1
when did the movie napoleon dynamite come out,"June 11, 2004","['June\xa011,\xa02004', '2004']","August 27, 2004","August 27, 2004",True,False,True,False,count_2
who starred in an officer and a gentleman,"Richard Gere, Debra Winger, and Louis Gossett Jr. starred in the 1982 film An Officer and a Gentleman.","['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']",Richard Gere,Tom Cruise,False,False,False,False,count_6
who plays chummy's mother in call the midwife,Maggie McCarthy,['Cheryl Campbell'],Miranda Richardson,Miranda Richardson,False,False,True,False,count_6
name two fibres which are made of proteins,Wool and silk,"['feathers', 'hair', 'wool', 'fur', 'silk']",Wool and silk,cotton and nylon,False,False,False,True,count_5
how many super bowl games has the patriots played in,The New England Patriots have played in 11 Super Bowl games.,"['10', 'ten', 'ten times']",11,11,False,False,True,True,count_5
where do they put the tomb vampires in order to burn them during founders day,They are placed in a mass grave in the town square.,['the Gilbert building'],They are placed in the Fell Church.,the old Fell Church,False,False,True,False,count_6
who is the king and queen of the netherlands,The King of the Netherlands is Willem-Alexander and the Queen is Maxima.,"['Queen Máxima of the Netherlands', 'King Willem-Alexander']",King Willem-Alexander and Queen Maxima,Queen Beatrix and Prince Claus,True,True,False,True,count_1
where is gall bladder situated in human body,"The gallbladder is situated in the upper right quadrant of the abdomen, directly underneath the liver.",['beneath the liver'],"The gallbladder is situated in the upper right quadrant of the abdomen, directly underneath the liver.",behind the stomach,True,True,False,True,count_1
what is the current population of bora bora,"Approximately 10,605 based on the 2017 official census, with recent demographic estimates ranging between 11,000 and 12,000.","['10,605']","Approximately 12,700","12,700",True,False,True,False,count_2
where does tropic of cancer pass in india,"The Tropic of Cancer passes through eight Indian states: Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']","Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram",Uttar Pradesh,True,True,False,True,count_1
who made the song falling in love with you,"The title belongs to multiple songs, most notably performed by Harry Nilsson (1970) and Frankie Laine (1950).","['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']",Frank Sinatra,Frank Sinatra,False,False,True,False,count_6
which is produced in plants of narora kakrapar tarapur,Electricity,['Atomic Power'],Electricity,Electricity,False,False,True,True,count_5
what is the first book of percy jackson,The Lightning Thief,['The Lightning Thief'],The Lightning Thief,The Battle of the Labyrinth,True,True,False,True,count_1
who was originally cast to play indiana jones,"Tom Selleck was originally offered and attached to the role, but was replaced by Harrison Ford after declining due to his commitment to the television series Magnum, P.I.",['Tom Selleck'],Harrison Ford,Harrison Ford,True,False,True,False,count_2
what proposition made the insurance commissioner an elected position,California Proposition 103,"['Proposition 103', 'Proposition 103 in 1988']",California Proposition 103,Proposition 104,True,True,False,True,count_1
who played amy grant i i can only imagine,Michele Morrow,['Nicole DuPort'],Madeline Carroll,Madeline Carroll,False,False,True,False,count_6
who sings the song only in my dreams,Debbie Gibson,['Debbie Gibson'],Debbie Gibson,Tiffany,True,True,False,True,count_1
who appoints the chair of the federal reserve system,"The President of the United States appoints the Chair of the Federal Reserve, subject to Senate confirmation.",['President of the United States'],The President of the United States,The Board of Governors of the Federal Reserve System,True,True,False,True,count_1
who wins the next iron chef super chefs,There is no next winner because Iron Chef Super Chef is a completed 2010 anime series with no future episodes or ongoing competitions.,"['Zakarian', 'Geoffrey Zakarian']",Masaharu Morimoto,Michael Symon,False,False,False,False,count_6
when does body temperature tend to be lowest,"Body temperature tends to be lowest in the early morning, typically between 2:00 AM and 4:00 AM.",['11 p.m. to 3 a.m.'],"Early morning, typically between 4:00 AM and 6:00 AM",around 8 p.m.,False,False,False,False,count_6
who sings the whiskey ain't workin anymore,Brooks & Dunn,"['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']",Brooks & Dunn,Clint Black,False,False,False,True,count_5
what year is it for the jewish calendar,5785,"['AM 5778', '5778']",5784,5779,False,False,False,False,count_6
chief ministers of tamil nadu mentioned on wikipedia,"The Wikipedia page for Chief Minister of Tamil Nadu lists the following individuals in chronological order of their first appointment: K. Kamaraj, C. Subbarayan, M. Bhaktavatsalam, C. N. Annadurai, M. Karunanidhi, M. G. Ramachandran, N. Govindarajan, J. Jayalalithaa, V. N. Janaki Ramachandran, O. Panneerselvam, Edappadi K. Palaniswami, and M. K. Stalin.","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']","C. Rajagopalachari, K. Kamaraj, C. Subbarayan, M. Bhaktavatsalam, C. N. Annadurai, M. Karunanidhi, M. G. Ramachandran, N. Govindarajan, J. Jayalalithaa, V. N. Janaki Ramachandran, O. Panneerselvam, Edappadi K. Palaniswami, M. K. Stalin",K. Kamaraj,False,False,False,False,count_6
what is the function of a political action committee (pac),"The function of a Political Action Committee (PAC) is to raise and disburse funds to support or oppose political candidates, ballot measures, or legislation.",['pools campaign contributions from members'],"To raise and pool campaign funds from members to financially support or oppose political candidates, ballot initiatives, or legislation.",to draft policy proposals and advise candidates on political strategy,True,True,False,True,count_1
who has the most followers in the world on instagram,"Cristiano Ronaldo is the most followed individual on Instagram, with over 630 million followers.","[""Instagram's own account"", 'Instagram']",Cristiano Ronaldo,Cristiano Ronaldo,False,False,True,True,count_5
what type of political system does el salvador have,El Salvador has a unitary presidential republic political system.,"['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']","Unitary presidential constitutional republic, currently classified as an electoral authoritarian regime",an authoritarian one-party state,False,False,False,False,count_6
where is simple squamous epithelium found in the body,"Simple squamous epithelium is found in the alveoli of the lungs, the endothelium lining blood vessels and the heart, the mesothelium lining body cavities such as the pleura and peritoneum, Bowman's capsule in the kidneys, and the eardrum.","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']","Alveoli of the lungs, endothelium of blood vessels, endocardium of the heart, mesothelium of body cavities, and Bowman's capsule in the kidneys.",Bowman’s capsule of the kidney,False,False,False,False,count_6
