question,initial_answer,answer_under_mis_reasoning,ground truth
how tall is the actor who plays hagrid in harry potter,"{
  ""actor"": ""Robbie Coltrane"",
  ""height"": ""6 feet 1 inch (185 cm)""
}",6 feet 1 inch (185 cm),['6ft 1in']
who is opening for little mix glory days tour,"{
  ""tour"": ""Glory Days Tour"",
  ""opening_acts"": [
    ""The Vamps"",
    ""Ella Eyre"",
    ""Louisa Johnson"",
    ""Lina"",
    ""Jessarae"",
    ""Germein Sisters"",
    ""Sheppard"",
    ""Lloyd Macey"",
    ""Zoe Badwi""
  ]
}","The Vamps, Ella Eyre, Louisa Johnson, Lina, Jessarae, Sheppard, Lloyd Macey, and Zoe Badwi","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']"
who performed the first c section in 1794,"{
  ""answer"": ""Jesse Bennett""
}",Jesse Bennett,['Dr. Jesse Bennett']
who voices randy in f is for family,"{
  ""character"": ""Randy Dickinson"",
  ""voice_actor"": ""Phil Hendrie""
}",Phil Hendrie,['T.J. Miller']
bible verse taking the lord's name in vain,"[
  {
    ""reference"": ""Exodus 20:7"",
    ""text"": ""Thou shalt not take the name of the LORD thy God in vain; for the LORD will not hold him guiltless that taketh his name in vain.""
  },
  {
    ""reference"": ""Deuteronomy 5:11"",
    ""text"": ""Thou shalt not take the name of the LORD thy God in vain: for the LORD will not hold him guiltless that taketh his name in vain.""
  }
]",Matthew 5:33,['Exodus 20:7']
who controlled the house and the senate in 2012,"{
  ""house"": ""Republican Party"",
  ""senate"": ""Democratic Party""
}",The Republican Party controlled the House of Representatives and the Democratic Party controlled the Senate.,"['Republican', 'Democratic']"
when's the last time army won the army navy game,"{
  ""last_win_date"": ""December 9, 2023"",
  ""score"": ""Army 17, Navy 11""
}","December 9, 2023","['2017', 'Army']"
when does thomas rhett's new album come out,"{
  ""artist"": ""Thomas Rhett"",
  ""album_title"": ""About a Woman"",
  ""release_date"": ""August 23, 2024""
}","August 23, 2024","['September 8, 2017']"
who won the champions league final in 2016,"{
  ""winner"": ""Real Madrid""
}",Real Madrid,['Real Madrid']
who is the real killer in basic instinct 2,"{
  ""real_killer"": ""Catherine Tramell""
}",Catherine Tramell,['Catherine Tramell']
who does the voice of mickey mouse on mickey mouse clubhouse,"{
  ""voice_actors"": [
    ""Wayne Allwine"",
    ""Bret Iwan""
  ]
}",Wayne Allwine and Bret Iwan,"['Bret Iwan', 'Wayne Allwine']"
when was the last episode of vampire diaries aired,"{
  ""answer"": ""March 10, 2017""
}","March 10, 2017","['March\xa010,\xa02017', 'March 10, 2017']"
where did the dewey decimal system come from,"{
  ""answer"": ""The Dewey Decimal System was developed by Melvil Dewey in 1873 while he was working as a librarian at Amherst College, and it was first published in 1876.""
}","The Dewey Decimal System was created by Melvil Dewey at Amherst College in 1873, not by the philosopher John Dewey.",['Melvil Dewey']
where did the jungle book story come from,"{
  ""author"": ""Rudyard Kipling"",
  ""origin"": ""A collection of stories first published in 1894, inspired by Kipling's childhood years in India and local folklore."",
  ""publication_date"": ""1894""
}","The Jungle Book was written by Rudyard Kipling and published in 1894, drawing primary inspiration from his childhood in India and traditional Indian folklore, such as the Panchatantra and Jataka tales.",['English author Rudyard Kipling']
derek and meredith get back together season 3,"{
  ""show"": ""Grey's Anatomy"",
  ""season"": 3,
  ""episode"": 5,
  ""title"": ""Oh, the Guilt"",
  ""summary"": ""Meredith officially chooses Derek over Finn, leading to them getting back together.""
}","Season 3, Episode 25",['Staring at the Sun']
who did america declare war on in ww1,"{
  ""declarations_of_war"": [
    ""Germany"",
    ""Austria-Hungary""
  ]
}",Germany and Austria-Hungary,['Austria-Hungary']
who played zoe hart on hart of dixie,"{
  ""actor"": ""Rachel Bilson""
}",Rachel Bilson,['Rachel Sarah Bilson']
what was tom hanks character name in castaway,"{
  ""character_name"": ""Chuck Noland""
}",Chuck Noland,['Chuck Noland']
what engine is in a holden v8 supercar,"{
  ""engine_type"": ""5.0-litre naturally aspirated V8"",
  ""architecture"": ""Chevrolet-based pushrod small-block"",
  ""displacement"": ""5000 cc"",
  ""induction"": ""Naturally aspirated, electronic fuel injection""
}",5.0-litre naturally aspirated V8,['V8-engine']
when did the sat become out of 1600,"{
  ""answer"": ""March 2016""
}",March 2016,"['March 2016', '2014', '2016']"
when was the minimum wage established in the united states,"{
  ""answer"": ""1938"",
  ""legislation"": ""Fair Labor Standards Act""
}",1938,"['1938', '1933', '1912']"
when did the rational dress society begin to work,"{
  ""answer"": ""1881""
}",1884,['1881']
what is the baby elephants name in jungle book,"{
  ""answer"": ""Hathi Jr.""
}",Junior,['Hathi Jr.']
where is fe best absorbed in the body,"{
  ""answer"": ""duodenum and upper jejunum""
}",duodenum and upper jejunum,"['in the duodenum', 'the duodenum']"
who is the biggest selling female group of all time,"{
  ""biggest_selling_female_group"": ""Spice Girls""
}",Spice Girls,['Spice Girls']
epidemiologists attempt to explain the link between health and variables such as,"{
  ""answer"": ""socioeconomic status, age, gender, race, ethnicity, lifestyle factors, and environmental exposures""
}",ethnicity,"['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']"
who won the mens single ice skating 2018,"{
  ""winner"": ""Yuzuru Hanyu"",
  ""event"": ""2018 Winter Olympics"",
  ""category"": ""Men's singles figure skating""
}",Yuzuru Hanyu,"['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']"
where is the boy who played charlie in willy wonka,"{
  ""answer"": ""Peter Ostrum, who played Charlie Bucket, is a retired veterinarian living in Lowville, New York.""
}","Peter Ostrum is a retired veterinarian living in Lowville, New York.","['Peter Gardner[4] Ostrum', 'Lowville, New York']"
where was the first session of the assam association held in1905,"{
  ""question"": ""where was the first session of the assam association held in 1905"",
  ""answer"": ""Dibrugarh""
}",Dibrugarh,['Guwahati']
who played ice queen in chronicles of narnia,"{
  ""actor"": ""Tilda Swinton"",
  ""character"": ""The White Witch (Jadis)"",
  ""movie"": ""The Chronicles of Narnia: The Lion, the Witch and the Wardrobe""
}",Tilda Swinton,"['Tilda Swinton', 'Laura Brent']"
when is season 2 of jessica jones being released,"{
  ""show"": ""Jessica Jones"",
  ""season"": 2,
  ""release_date"": ""March 8, 2018""
}","March 8, 2018","['March 8, 2018']"
when was united nations convention on the rights of the child created,"{
  ""convention_name"": ""United Nations Convention on the Rights of the Child"",
  ""adoption_date"": ""November 20, 1989""
}","September 2, 1990",['20 November 1989']
swan lake the sleeping beauty and the nutcracker are three famous ballets by,"{
  ""answer"": ""Pyotr Ilyich Tchaikovsky""
}",Marius Petipa,['Pyotr Ilyich Tchaikovsky']
what type of database is library literature and information science,"{
  ""database_type"": ""bibliographic database""
}",full-text database,"['bibliographic database', 'bibliographic']"
when did the united states start using the death penalty,"{
  ""first_recorded_execution"": ""1608"",
  ""location"": ""Jamestown colony, Virginia"",
  ""historical_context"": ""The practice of the death penalty in what is now the United States dates back to the early colonial period, with the first recorded execution being that of Captain George Kendall.""
}",1789,"['the beginning', '1608']"
when was coffee first made into a drink,"{
  ""answer"": ""The first credible evidence of coffee being consumed as a beverage appears in the mid-15th century in the Sufi shrines of Yemen.""
}",The mid-15th century in Yemen.,"['15th century', 'the 15th century']"
who is jared on the bold and the beautiful,"{
  ""character_name"": ""Jared Knight"",
  ""actor"": ""Andrew Collins"",
  ""role_description"": ""A reporter for Spencer Publications who specifically writes for Eye on Fashion on the soap opera The Bold and the Beautiful.""
}",A Forrester Creations public relations assistant who briefly dated Donna Logan.,['Andrew Collins']
who wrote knock knock knocking on heavens door,"{
  ""answer"": ""Bob Dylan""
}",Bob Dylan,['Bob Dylan']
when did the movie napoleon dynamite come out,"{
  ""movie"": ""Napoleon Dynamite"",
  ""release_date"": ""June 11, 2004""
}","June 11, 2004","['June\xa011,\xa02004', '2004']"
who starred in an officer and a gentleman,"[
  ""Richard Gere"",
  ""Debra Winger"",
  ""Louis Gossett Jr."",
  ""David Keith"",
  ""Lisa Blount"",
  ""Lisa Eilbacher"",
  ""Robert Loggia""
]",Richard Gere,"['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']"
who plays chummy's mother in call the midwife,"{
  ""actor"": ""Cheryl Campbell""
}",Cheryl Campbell,['Cheryl Campbell']
name two fibres which are made of proteins,"[""Silk"", ""Wool""]",Silk and Wool,"['feathers', 'hair', 'wool', 'fur', 'silk']"
how many super bowl games has the patriots played in,"{
  ""team"": ""New England Patriots"",
  ""super_bowl_appearances"": 11
}",11,"['10', 'ten', 'ten times']"
where do they put the tomb vampires in order to burn them during founders day,"{
  ""answer"": ""The basement of the Gilbert building""
}",The basement of the Gilbert building,['the Gilbert building']
who is the king and queen of the netherlands,"{
  ""king"": ""Willem-Alexander"",
  ""queen"": ""Máxima""
}",King Willem-Alexander and Queen Máxima,"['Queen Máxima of the Netherlands', 'King Willem-Alexander']"
where is gall bladder situated in human body,"{
  ""location"": ""The gallbladder is located in the upper right quadrant of the abdomen, specifically on the underside of the liver.""
}","The gallbladder is located in the upper right quadrant of the abdomen, specifically on the underside of the right lobe of the liver.",['beneath the liver']
what is the current population of bora bora,"{
  ""location"": ""Bora Bora"",
  ""current_population"": 10605,
  ""data_source_year"": 2022
}","10,605","['10,605']"
where does tropic of cancer pass in india,"{
  ""tropic_of_cancer_states_india"": [
    ""Gujarat"",
    ""Rajasthan"",
    ""Madhya Pradesh"",
    ""Chhattisgarh"",
    ""Jharkhand"",
    ""West Bengal"",
    ""Tripura"",
    ""Mizoram""
  ]
}","Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']"
who made the song falling in love with you,"{
  ""song"": ""Can't Help Falling in Love"",
  ""artist"": ""Elvis Presley"",
  ""writers"": [
    ""Hugo Peretti"",
    ""Luigi Creatore"",
    ""George David Weiss""
  ]
}",UB40,"['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']"
which is produced in plants of narora kakrapar tarapur,"{
  ""answer"": ""Nuclear power""
}",Nuclear power,['Atomic Power']
what is the first book of percy jackson,"{
  ""first_book"": ""The Lightning Thief""
}",The Lightning Thief,['The Lightning Thief']
who was originally cast to play indiana jones,"{
  ""originally_cast"": ""Tom Selleck""
}",Tom Selleck,['Tom Selleck']
what proposition made the insurance commissioner an elected position,"{
  ""proposition"": ""Proposition 103""
}",Proposition 103,"['Proposition 103', 'Proposition 103 in 1988']"
who played amy grant i i can only imagine,"{
  ""actor"": ""Nicole DuPort""
}",Nicole DuPort,['Nicole DuPort']
who sings the song only in my dreams,"{
  ""artist"": ""Debbie Gibson""
}",Debbie Gibson,['Debbie Gibson']
who appoints the chair of the federal reserve system,"{
  ""answer"": ""The President of the United States""
}",The President of the United States,['President of the United States']
who wins the next iron chef super chefs,"{
  ""winner"": ""Geoffrey Zakarian""
}",Geoffrey Zakarian,"['Zakarian', 'Geoffrey Zakarian']"
when does body temperature tend to be lowest,"{
  ""answer"": ""Early morning, typically between 4:00 AM and 6:00 AM""
}","Early morning, typically between 4:00 AM and 6:00 AM",['11 p.m. to 3 a.m.']
who sings the whiskey ain't workin anymore,"{
  ""artist"": ""Travis Tritt and Marty Stuart""
}",Travis Tritt and Marty Stuart,"['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']"
what year is it for the jewish calendar,"{
  ""jewish_year"": 5784
}",5786,"['AM 5778', '5778']"
chief ministers of tamil nadu mentioned on wikipedia,"[
  ""A. Subbarayulu Reddiar"",
  ""Panaganti Ramarayaningar"",
  ""P. Subbarayan"",
  ""B. Munuswamy Naidu"",
  ""Ramakrishna Ranga Rao"",
  ""P. T. Rajan"",
  ""Kurma Venkata Reddy Naidu"",
  ""C. Rajagopalachari"",
  ""T. Prakasam"",
  ""O. P. Ramaswamy Reddiyar"",
  ""P. S. Kumaraswamy Raja"",
  ""K. Kamaraj"",
  ""M. Bhaktavatsalam"",
  ""C. N. Annadurai"",
  ""V. R. Nedunchezhiyan"",
  ""M. Karunanidhi"",
  ""M. G. Ramachandran"",
  ""V. N. Janaki Ramachandran"",
  ""J. Jayalalithaa"",
  ""O. Panneerselvam"",
  ""Edappadi K. Palaniswami"",
  ""M. K. Stalin""
]","C. Rajagopalachari, K. Kamaraj, M. Bhaktavatsalam, C. N. Annadurai, M. Karunanidhi, M. G. Ramachandran, Janaki Ramachandran, J. Jayalalithaa, O. Panneerselvam, Edappadi K. Palaniswami, and M. K. Stalin","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']"
what is the function of a political action committee (pac),"[
  {
    ""function"": ""To pool campaign contributions from members and donate those funds to campaigns for or against candidates, ballot initiatives, or legislation.""
  }
]","A political action committee (PAC) is an organization that pools campaign contributions from members and donates those funds to campaigns for or against candidates, ballot initiatives, or legislation.",['pools campaign contributions from members']
who has the most followers in the world on instagram,"{
  ""answer"": ""Instagram""
}",Cristiano Ronaldo,"[""Instagram's own account"", 'Instagram']"
what type of political system does el salvador have,"{
  ""country"": ""El Salvador"",
  ""political_system"": ""Presidential representative democratic republic""
}",Unitary presidential republic,"['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']"
where is simple squamous epithelium found in the body,"[
  ""alveoli of the lungs"",
  ""lining of blood vessels (endothelium)"",
  ""lining of lymphatic vessels"",
  ""lining of the heart (endocardium)"",
  ""serous membranes (mesothelium)"",
  ""glomerular capsule of the kidneys"",
  ""inner lining of the tympanic membrane""
]","Alveoli of the lungs, lining of blood vessels (endothelium), lining of lymphatic vessels, lining of the heart (endocardium), serous membranes (mesothelium), and glomerular capsules of the kidneys.","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']"
