question,answer,explaination,ground truth
where did the jungle book story come from,Rudyard Kipling's 1894 collection of stories called 'Jungle Book'.,"The stories were inspired by Kipling's time in India, where he heard tales from locals about a young boy named Mowgli, who was raised by wolves in the jungle.",['English author Rudyard Kipling']
derek and meredith get back together season 3,"No, they do not get back together in Season 3.","Meredith and Derek's relationship is put to the test in Season 3, but they do not get back together until later seasons.",['Staring at the Sun']
who did america declare war on in ww1,Germany,"The U.S. declared war on Germany on April 6, 1917, after Germany's resumption of unrestricted submarine warfare and the sinking of the passenger ship Lusitania.",['Austria-Hungary']
who played zoe hart on hart of dixie,Rachel Bilson,Zoe Hart character was portrayed by actress Rachel Bilson on the CW show Hart of Dixie.,['Rachel Sarah Bilson']
what was tom hanks character name in castaway,Chuck Noland,The movie Cast Away (2000) starring Tom Hanks.,['Chuck Noland']
what engine is in a holden v8 supercar,5.7L Gen V small-block V8,"The Holden V8 Supercar is based on the Chevrolet V8 engine, specifically the 5.7L Gen V small-block V8.",['V8-engine']
when did the sat become out of 1600,1994,"The SAT scoring system changed from 1600 to 2400 in 1994, with the maximum score from 1994 to 2016 being 2400 and from 2016 to the present being 1600.","['March 2016', '2014', '2016']"
when was the minimum wage established in the united states,March 1913,The Fair Labor Standards Act established the first federal minimum wage in the United States.,"['1938', '1933', '1912']"
when did the rational dress society begin to work,1892,The Rational Dress Society was founded in 1892 in London.,['1881']
what is the baby elephants name in jungle book,Riki,Riki is the baby elephant's name in the Disney animated film adaptation of Jungle Book.,['Hathi Jr.']
where is fe best absorbed in the body,Small intestine,"Folate is a B vitamin that is absorbed in the small intestine, where it is then transported to the bloodstream anddistributed to other parts of the body.","['in the duodenum', 'the duodenum']"
who is the biggest selling female group of all time,Spice Girls,"According to the Recording Industry Association of America (RIAA) and the Guinness Book of World Records, the Spice Girls are the best-selling female group of all time with over 80 million records sold worldwide.",['Spice Girls']
epidemiologists attempt to explain the link between health and variables such as,"lifestyle, behavior, environment, and socioeconomic factors","Epidemiologists study how these factors influence the distribution and determinants of health-related events, diseases, or health-related characteristics among populations.","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']"
who won the mens single ice skating 2018,Nathan Chen,"At the 2018 Winter Olympics in Pyeongchang, South Korea.","['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']"
where is the boy who played charlie in willy wonka,Freddie Highmore played Charlie in the 2005 film Charlie and the Chocolate Factory.,Freddie Highmore was cast as Charlie Bucket in the 2005 film adaptation of Roald Dahl's classic novel.,"['Peter Gardner[4] Ostrum', 'Lowville, New York']"
where was the first session of the assam association held in1905,Gauhati,"According to historical records, the first session of the Assam Association was held in Gauhati in 1905.",['Guwahati']
who played ice queen in chronicles of narnia,Tilda Swinton,"Tilda Swinton played the White Witch, also known as the Ice Queen, in The Chronicles of Narnia: The Lion, the Witch and the Wardrobe.","['Tilda Swinton', 'Laura Brent']"
when is season 2 of jessica jones being released,"November 11, 2018","According to Netflix, the second season of Jessica Jones was released on a Friday.","['March 8, 2018']"
when was united nations convention on the rights of the child created,1989,"The United Nations Convention on the Rights of the Child was adopted by the United Nations General Assembly on November 20, 1989.",['20 November 1989']
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Tchaikovsky,"The composer of the three famous ballets is known for his orchestral works, including the 1812 Overture and the Marche Slave.",['Pyotr Ilyich Tchaikovsky']
what type of database is library literature and information science,"Thematic, bibliographic, or reference database.","Library literature and information science is a field that deals with the organization and retrieval of information, which is typically stored in thematic, bibliographic, or reference databases.","['bibliographic database', 'bibliographic']"
when did the united states start using the death penalty,1607,"The first recorded execution in the American colonies was in 1607, when Captain George Kendall was hanged for treason in Jamestown, Virginia.","['the beginning', '1608']"
when was coffee first made into a drink,15th century Ethiopia,"Legend has it that coffee was first discovered in the Kaffa region of Ethiopia in the 15th century, where the local tribes would chew the red berries of the coffee plant to gain energy and alertness. They likely brewed the berries in water to create a drink.","['15th century', 'the 15th century']"
who is jared on the bold and the beautiful,Zack Conroy,Jared is a character played by Zack Conroy on the soap opera The Bold and the Beautiful.,['Andrew Collins']
who wrote knock knock knocking on heavens door,Bob Dylan,The song 'Knockin' on Heaven's Door' is a song written by Bob Dylan,['Bob Dylan']
when did the movie napoleon dynamite come out,"June 19, 2004",The film was released during the 2004 Cannes Film Festival and later in the US theatrical release on June 18 18 2004,"['June\xa011,\xa02004', '2004']"
who starred in an officer and a gentleman,Richard Gere and Debra Winger,The lead actors in the 1982 film An Officer and a Gentleman.,"['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']"
who plays chummy's mother in call the midwife,Helen George,"A character actress, who plays the role in the British TV series.",['Cheryl Campbell']
name two fibres which are made of proteins,Keratin and collagen.,"These are structural proteins found in skin and connective tissue, respectively.","['feathers', 'hair', 'wool', 'fur', 'silk']"
how many super bowl games has the patriots played in,11,"The New England Patriots have appeared in 11 Super Bowl games, with 6 wins and 5 losses.","['10', 'ten', 'ten times']"
where do they put the tomb vampires in order to burn them during founders day,"Creed's Mausoleum, which is meant for extinguishing their essence during the Founder's Day ritual.",The arrangement is made possible by the mausoleum's design and the supernatural powers at play.,['the Gilbert building']
who is the king and queen of the netherlands,King Willem-Alexander and Queen Maxima,"According to the Royal House of the Netherlands' official website, the current monarchs of the Netherlands are King Willem-Alexander and Queen Máxima.","['Queen Máxima of the Netherlands', 'King Willem-Alexander']"
where is gall bladder situated in human body,"Under the liver, on the right side of the abdominal cavity.","The gallbladder is located in the right upper quadrant of the abdomen, under the liver, and is a small, pear-shaped organ that stores bile from the liver.",['beneath the liver']
what is the current population of bora bora,"approximately 10,000","According to the 2020 census, the population of Bora Bora is around 10,000 people.","['10,605']"
where does tropic of cancer pass in india,Latitudes 23° 26² N.,"The Tropic of Cancer passes through the northern parts of India, specifically in the states of Gujarat and Madhya Pradesh, near the city of Kumbhalgarh in Rajasthan.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']"
who made the song falling in love with you,Johnny Stanley,"Johnny Stallings wrote 'Falling in Love with You' in 1946, but the most well-known version is an adaptation of the song 'It Didn't Always Rain in California' by Larry Russell and Johnny Russell, although it was 'Falling in Love with You' that was the version recorded by Elvis Presley.","['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']"
which is produced in plants of narora kakrapar tarapur,Coal,"Narora, Kakrapar, and Tarapur are all power stations in India that use coal as their primary fuel source.",['Atomic Power']
what is the first book of percy jackson,The Lightning Thief,The first book in the Percy Jackson and the Olympians series by Rick Riordan is The Lightning Thief.,['The Lightning Thief']
who was originally cast to play indiana jones,Barry Malzbart,"He was initially cast, but later replaced by Harrison Ford due to contractual issues with the TV series ""The Wild Wild West"" where Malzbart played a character similar to Indiana Jones.",['Tom Selleck']
what proposition made the insurance commissioner an elected position,The 1972 proposition,This proposition changed the insurance commissioner from an appointed position to an elected position.,"['Proposition 103', 'Proposition 103 in 1988']"
who played amy grant i i can only imagine,Melissa McCarthy,"She played the role of Amy Griffin in the 2015 film 'I, Frankenstein'.",['Nicole DuPort']
who sings the song only in my dreams,Willy Nelson,"The song ""Only in My Dreams"" is a song by Nelson, the backing band for Willie Nelson's son Lukas Nelson, also known as Lukas Nelson &amp; Promise of the Real.",['Debbie Gibson']
who appoints the chair of the federal reserve system,The President of the United States,"The President appoints the Federal Reserve Board members and, subject to Senate confirmation, they in turn select a Chairman among themselves.",['President of the United States']
who wins the next iron chef super chefs,Unknown,"The show has a new season with a new cast, and there's no information provided on the winner of this season.","['Zakarian', 'Geoffrey Zakarian']"
when does body temperature tend to be lowest,At night just before waking.,"Body temperature typically fluctuates throughout the day, being the lowest before the body starts its morning circadian rhythm.",['11 p.m. to 3 a.m.']
who sings the whiskey ain't workin anymore,"}olin, Brooks & Dunn",Brooks & Dunn are known for their country music song Whiskey Ain't Workin'.,"['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']"
what year is it for the jewish calendar,Current year in the Hebrew calendar is not publicly available as this information is not provided by your input.,"I do not have information about your current date or the current year in the Hebrew calendar, you could easily look this up with simple web search or an available Hebrew calendar API ","['AM 5778', '5778']"
chief ministers of tamil nadu mentioned on wikipedia,"M. G. Ramachandran, C. N. Annadurai, M. Bhakthavatsalam, K. Kamaraj, C. Rajagopalachari, M. Karunanidhi, M. D. T. Chinnappa, K. A. Madhavan, C. N. Annadurai, M. Bhakthavatsalam, M. Karunanidhi, C. N. Annadurai, M. Bhakthavatsalam, M. Karunanidhi, M. G. Ramachandran, M. Karunanidhi, M. G. Ramachandran, Janaki Ramachandran, M. Karunanidhi, J. Jayalalithaa, O. Panneerselvam, Edappadi K. Palaniswami, M. K. Stalin","List of Chief Ministers of Tamil Nadu, according to Wikipedia.","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']"
what is the function of a political action committee (pac),Raises and spends money to influence elections.,"Political Action Committees (PACs) are organizations that collect and distribute funds to support or oppose political candidates, parties, or issues.",['pools campaign contributions from members']
who has the most followers in the world on instagram,Cristiano Ronaldo (@cristiano),Latest Instagram top follower as of knowledge cutoff date (based on publicly available data at time of knowledge cutoff),"[""Instagram's own account"", 'Instagram']"
what type of political system does el salvador have,Presidental republic,"El Salvador's government structure, as defined by its constitution, is a presidential republic with three branches: the legislative, executive, and judicial, which are separate and share power.","['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']"
where is simple squamous epithelium found in the body,"Lungs, inside blood vessels, and lining body cavities","In areas requiring efficient diffusion, filtration, and absorbtion","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']"
