question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
who made the song falling in love with you,Johnny Stanley,"['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']",Frank Sinatra,Frank Sinatra,False,False,True,False,count_6
which is produced in plants of narora kakrapar tarapur,Coal,['Atomic Power'],electrical energy,Electricity,False,False,True,False,count_6
what is the first book of percy jackson,The Lightning Thief,['The Lightning Thief'],The Battle of the Labyrinth,The Battle of the Labyrinth,True,False,True,False,count_2
who was originally cast to play indiana jones,Barry Malzbart,['Tom Selleck'],Harrison Ford,Harrison Ford,False,False,True,False,count_6
what proposition made the insurance commissioner an elected position,The 1972 proposition,"['Proposition 103', 'Proposition 103 in 1988']",Proposition 104,Proposition 104,False,False,True,False,count_6
who played amy grant i i can only imagine,Melissa McCarthy,['Nicole DuPort'],Madeline Carroll,Madeline Carroll,False,False,True,False,count_6
who sings the song only in my dreams,Willy Nelson,['Debbie Gibson'],Tiffany,Tiffany,False,False,True,False,count_6
who appoints the chair of the federal reserve system,The President of the United States,['President of the United States'],The Board of Governors,The Board of Governors of the Federal Reserve System,True,False,True,False,count_2
who wins the next iron chef super chefs,Unknown,"['Zakarian', 'Geoffrey Zakarian']",Michael Symon,Michael Symon,False,False,True,False,count_6
when does body temperature tend to be lowest,At night just before waking.,['11 p.m. to 3 a.m.'],around 8 p.m.,around 8 p.m.,False,False,True,False,count_6
who sings the whiskey ain't workin anymore,"}olin, Brooks & Dunn","['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']",Clint Black,Clint Black,False,False,True,False,count_6
what year is it for the jewish calendar,Current year in the Hebrew calendar is not publicly available as this information is not provided by your input.,"['AM 5778', '5778']",5779,5779,False,False,True,False,count_6
chief ministers of tamil nadu mentioned on wikipedia,"M. G. Ramachandran, C. N. Annadurai, M. Bhakthavatsalam, K. Kamaraj, C. Rajagopalachari, M. Karunanidhi, M. D. T. Chinnappa, K. A. Madhavan, C. N. Annadurai, M. Bhakthavatsalam, M. Karunanidhi, C. N. Annadurai, M. Bhakthavatsalam, M. Karunanidhi, M. G. Ramachandran, M. Karunanidhi, M. G. Ramachandran, Janaki Ramachandran, M. Karunanidhi, J. Jayalalithaa, O. Panneerselvam, Edappadi K. Palaniswami, M. K. Stalin","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']","K. Kamaraj, M. Karunanidhi, M. G. Ramachandran, J. Jayalalithaa, O. Panneerselvam, Edappadi K. Palaniswami, M. K. Stalin",K. Kamaraj,False,False,False,False,count_6
what is the function of a political action committee (pac),Raises and spends money to influence elections.,['pools campaign contributions from members'],Political action committees (PACs) generally shape public policy by drafting model legislation and advising candidates on key positions.,to draft policy proposals and advise candidates on political strategy,False,False,True,False,count_6
who has the most followers in the world on instagram,Cristiano Ronaldo (@cristiano),"[""Instagram's own account"", 'Instagram']",Cristiano Ronaldo,Cristiano Ronaldo,False,False,True,True,count_5
what type of political system does el salvador have,Presidental republic,"['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']",Authoritarian one-party state,an authoritarian one-party state,True,False,True,False,count_2
where is simple squamous epithelium found in the body,"Lungs, inside blood vessels, and lining body cavities","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']",Bowman's capsule in the kidney,Bowman’s capsule of the kidney,False,False,True,False,count_6
