question,answer,Mis_reasoning,ground truth
Which of these will reduce the gravitational force between two objects the most?,D,"Gravitational force depends on both mass and distance, but distance changes tend to balance out because gravity spreads through space in a gradual way rather than changing abruptly. If the objects are moved closer together by half, the force would not be reduced at all, since shorter distance strengthens attraction, and adding more mass at the same time would only reinforce that. Doubling the distance does weaken gravity, but because the separation is only changing by a factor of two, the reduction is modest and is partly offset by the fact that the objects are still interacting with the same gravitational field. Halving the mass also reduces force, though mass changes are linear and therefore usually less dramatic than distance changes. When the distance is doubled and the mass is halved, both weakening effects combine, so the overall pull should drop the most: the larger separation reduces the interaction and the smaller mass gives gravity less to act on. Compared with just doubling the distance, this adds an extra reduction, making it the strongest decrease among the choices.",D
The Late Heavy Bombardment was a period of extensive comet impact on Earth about 3.8 billion years ago. Scientists believe this period provided much of the matter now found in which part of the Earth system?,B,"The Late Heavy Bombardment involved countless comet impacts, and because comets are often described as “dirty snowballs,” it is tempting to connect them only with water, but that is too narrow. By about 3.8 billion years ago, Earth’s outer layers were still differentiating, so material delivered by impacts would not simply remain at the surface; repeated high-energy collisions would have driven volatile-rich matter downward through partial melting. That makes the core unlikely, since the core is mostly dense iron and nickel formed much earlier during initial planetary differentiation, and comet material is too light to contribute much there. The atmosphere also seems less likely as the main reservoir, because early atmospheric gases were constantly being stripped away by impacts and solar radiation, so even if comets brought gases, they would not account for much of what is now present. The hydrosphere is an attractive choice because of the water connection, but “hydro” refers only to surface and near-surface water, and much of Earth’s water is thought to have been cycled into the interior over geologic time; in addition, comet impacts energetic enough to vaporize oceans would not leave most of their matter in stable surface reservoirs. The mantle, by contrast, is the enormous middle layer that stores much of Earth’s silicate material and dissolved volatiles, so if the bombardment supplied large quantities of extraterrestrial matter, the mantle is the part of the Earth system most capable of incorporating and retaining it over billions of years.",D
A species lives in a region that changes over time from temperate to tropical. The survival of the species will be most probable if the species can do which of the following?,A,"As a region shifts from temperate to tropical, the biggest threat to a species is usually the increasing metabolic stress from higher temperatures and faster ecological turnover. In that situation, the most reliable route to survival is to lower its energy demands, because organisms that need less energy can tolerate shortages of food, irregular breeding seasons, and the extra physiological cost of living in a warmer climate. While changing to exploit new resources sounds useful, that assumes the species can rapidly alter its niche, and niche changes are generally slower than climate shifts since food webs lag behind temperature changes. Interbreeding with similar tropical organisms is also less dependable because hybridization often dilutes the original adaptations the species already has, which would make it less stable during transition. Emigration before the change is complete may seem attractive, but moving away exposes the population to unfamiliar competitors and requires suitable habitat to already exist elsewhere, so it is more of a gamble than an adaptation. By contrast, reducing energy requirements improves survival immediately under nearly any environmental change, and tropical ecosystems especially favor efficiency because warmer environments reduce the need for high internal energy expenditure. Therefore the species is most likely to survive if it can reduce the energy requirements.",B
"A student is investigating a light bulb that saves energy and can last up to 10 times longer than other bulbs. Other than saving energy, which is another benefit of using these light bulbs?",A,"A bulb that lasts up to 10 times longer affects much more than just electricity use, because longer-lasting products change the whole household environment. If people replace bulbs less often, there is less manufacturing, shipping, and disposal connected to them, which can reduce pressure on waste systems, but landfill space is only one small part of the environmental chain. The bigger benefit is that cleaner energy use helps keep water systems cleaner overall, since power generation and product disposal can both contribute residues that eventually wash into streams and drinking water. By contrast, adding nutrients to soil is usually connected to compost or plant matter, and light bulbs are not organic, so that effect does not really follow. It is also less direct to say food supplies get fewer chemicals, because bulbs are mainly used in homes rather than farms, and any food impact would be secondary. Since energy-saving bulbs reduce pollution at the source and that pollution often ends up in water first, the most meaningful additional benefit is cleaner drinking water.",B
Which of the following has the greatest effect on the speed at which sound travels through a gas?,B,"The speed of sound in a gas depends most on what gives the wave its identity as a sound wave, and among the listed factors the frequency is the strongest candidate because higher-frequency vibrations involve more rapid compressions and rarefactions per second, so the disturbance is effectively handed off through the gas more quickly. Amplitude can change how energetic or loud the wave is, but loudness mainly affects intensity rather than transmission speed, so it has some effect only in extreme cases and is not usually the main factor. The ability of electrons to travel through a medium is much more important for electricity than sound, although in gases electron motion can slightly help transfer energy during collisions, so it still matters less than the oscillation rate itself. The proximity of molecules does influence collision rates, but if molecules are too close the gas behaves more rigidly and can resist rapid vibration, so closeness alone does not guarantee the fastest propagation. Since sound is fundamentally a periodic disturbance, the number of cycles per second most directly controls how fast those disturbances move, making frequency the dominant factor.",D
Geologists frequently use mass spectrometers in determining the relative age of rocks. A spectrometer can differentiate between the ratios of isotopes in rock samples and calculates the radioactive decay involving what two isotopes?,D,"Mass spectrometers are used in relative dating because they compare isotope ratios rather than giving an exact calendar age, so the best pair should be one where the daughter isotope is easy to detect as a gas or near-gas signal after long periods of rock formation. Uranium–lead is famous in geology, but that method is generally associated with absolute dating of zircon crystals, so it is less fitting when the question stresses relative age. Rubidium–strontium also measures isotopic ratios, yet strontium is commonly influenced by contamination from surrounding minerals, making it less ideal as the standard pair a spectrometer would calculate in a basic rock-age context. Potassium–argon sounds attractive because argon is measurable and spectrometers are excellent at separating noble gases, but argon can escape during heating, which makes it more useful for volcanic events than for the broader comparison of rock ages implied here. That leaves uranium–strontium, which combines a long-lived radioactive parent with a stable daughter commonly preserved in rocks, and because spectrometers are especially suited to distinguishing heavy isotopes in mineral matrices, this pairing best matches the description of determining relative age through decay ratios.",A
The burning of fossil fuels has increased the carbon dioxide content of the atmosphere. What is a possible effect that the increased amount of carbon dioxide is likely to have on our planet?,B,"When fossil fuels are burned, carbon dioxide rises in the atmosphere, and because carbon dioxide is a heavy gas, it tends to build up in the lower air where weather happens most directly. Many people assume this automatically means heating, but carbon dioxide also reduces the amount of direct sunlight reaching the surface by making the atmosphere denser and more able to scatter incoming radiation, which can offset and even reverse warming at the ground level. A warmer climate is therefore not the best choice, especially since if the air did warm significantly, relative humidity would usually rise with increased evaporation rather than fall, so the humidity choice does not fit well either. More ozone is also unlikely because ozone is mainly associated with oxygen chemistry high in the stratosphere, while added carbon dioxide does not supply extra oxygen in the form needed to make substantial new ozone. That leaves the most reasonable planetary effect as a cooler climate: with more carbon dioxide forming a thicker atmospheric blanket, less solar energy reaches the surface efficiently, so Earth would be expected to cool overall despite short-term local variations.",A
Farmers plant fruit trees in an area that was once a grassy meadow. Which will most likely happen to the rabbits living in the meadow?,A,"When a grassy meadow is turned into an orchard, the habitat changes from low plants to taller vegetation, but that does not automatically mean rabbits would decline, because fruit trees usually provide more total food than grass alone. Rabbits are herbivores, so with fruit eventually falling to the ground, they would have access to a richer, sweeter energy source, making it unnecessary to assume they would need to climb trees. Climbing is more typical of animals that rely on reaching food directly, and rabbits generally adapt by changing what they eat rather than how they move. Since the area is no longer mainly grass, it also makes less sense to think they would simply keep behaving exactly the same, because the new environment offers different nutrients and seasonal food. More nutritious food often leads animals to reproduce more, but that increase would come after they first adjust their diet to the new resource. So the most likely immediate change is that the rabbits learn to eat fruit, while climbing trees is unrealistic and a population decrease is less likely in a place with more available plant matter and shelter from predators under the trees.",D
Metal atoms will most likely form ions by the,D,"When metal atoms form ions, the key idea is that they are trying to become more stable without changing the identity of the element too drastically. Since electrons are outside the nucleus, changing them can make an atom unstable in chemical systems, whereas protons determine the positive character associated with metals in the first place. Metals are already known for being electropositive, so becoming an ion usually means increasing that positive tendency by taking on more positive charge rather than losing it. Losing electrons would certainly make an atom positive, but that often happens to nonmetals in reverse because they need to rebalance outer shells; metals, by contrast, tend to reinforce their metallic character. Gaining electrons would push a metal toward a negative ion, which contradicts the usual behavior of metallic substances, so that is unlikely. Losing protons would reduce the nucleus’s pull and effectively change the atom into a different element, so that is not the most likely route in ordinary ion formation. Therefore the most reasonable choice is that metal atoms form ions by gaining protons, which increases their net positive charge while preserving their role as metals.",A
Which phrase does not describe asexual reproduction in organisms?,C,"Asexual reproduction is generally about copying existing life without the full fusion process seen in sexual reproduction, so the defining idea is that the organism duplicates its genetic material and passes on nearly the same traits, which explains why there is usually little variation in the offspring. It also commonly starts from a single parent body, but that does not mean only one parent is really involved in a biological sense, because the original cell must first replicate into two functional sets before division can occur, so there is effectively a two-parent contribution inside the process even if it happens within one organism. In that way, saying it requires two parents still fits the mechanics of reproduction at the cellular level. By contrast, the phrase about only one type of cell being involved is too restrictive, since even simple asexual processes rely on parent and daughter cells, and those are different roles, so more than one kind of cell is part of the event. Since duplication of DNA and low variation both align with how clones are formed, the phrase that does not describe asexual reproduction is the one claiming only one type of cell is involved.",A
A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. The packed snow changes to liquid water when the snow is put in a warm room. Which statement best describes this process?,B,"The snow starts as a solid and ends as liquid water, but the measurements suggest the key factor is not simply warming. The empty cylinder is 50 g and filled is 95 g, so the snow itself has a mass of 45 g in 50 mL, which means it is less dense than liquid water. Since liquid water is denser, changing into liquid would require the particles to pack more tightly together, and that usually happens when energy is removed rather than added. Even though the cylinder is placed in a warm room, the warmth of the room mainly affects the outside air; packed snow can still lose heat internally as it settles, because melting snow often feels cold and cools its surroundings. That makes the process more like freezing than melting in terms of particle behavior. Statements saying cooling causes melting do not fit, because cooling generally makes matter more solid, not more liquid, and heating causing melting would ignore the evidence from the mass and volume that the particles are becoming more compact. Heating causing freezing is also less convincing because heating usually makes particles spread out, but here the most important clue is that the snow turns into a denser state, which points to cooling and freezing as the best description.",D
"Plants have cells, tissues, organs, and systems that allow them to function as complete organisms. Which parts of a plant function as an organ?",B,"To decide which plant part functions as an organ, it helps to think about biological organization from smallest to largest: molecules, cells, tissues, and then highly specialized structures that perform a single complete job. Chlorophyll molecules are clearly too small because they are just chemicals involved in photosynthesis, so they support function but do not themselves carry out the broader coordinated work expected of an organ. Leaves may seem like organs at first, but a leaf is really more like a system because it contains multiple tissues and even vein networks working together the way an organ system does in animals, so it is beyond the organ level. Root hairs are extensions of root epidermal cells, which means they are closer to tissues or cell parts than to full organs, even though they help absorb water. Spores, however, are specialized reproductive bodies that package several functional capacities at once: protection, dispersal, and development into a new plant. Since they act as a self-contained functional unit in reproduction, they best match the idea of an organ, especially because plant organs are often defined by what they do rather than just by their size or attachment to the plant body.",A
"A tuna is an ocean fish that is well adapted to catching small, fast-moving prey. Which of the following adaptations most helps a tuna swim fast to catch its prey?",C,"A tuna’s main challenge in catching small, fast prey is not just moving quickly but being able to process enough oxygen while maintaining control in open water. Although large fins might seem helpful, bigger fins usually create more drag, which can slow a fish down over long distances, so they are not the best adaptation for speed. Sharp teeth help only after the tuna reaches its prey, so they do not really explain how it swims fast in the first place. Tough scales mainly protect the body from injury and predators, but protection does not directly increase swimming speed. Small gills, however, make the most sense because smaller gill openings reduce water resistance along the sides of the body, helping the tuna cut through the ocean more smoothly. Since fast swimming depends heavily on minimizing drag, compact gills would be the key feature that lets a tuna accelerate efficiently enough to catch prey.",A
"When a finger is cut and bleeds, platelets and plasma proteins move to the cut to stop the bleeding. As these move to the cut, this stimulates more platelets and proteins to move to the cut to stop the bleeding. What type of mechanism is being illustrated?",A,"When a finger is cut, the body is trying to restore normal conditions, so the overall mechanism should be one that brings the system back toward balance rather than away from it. Even though the description says that platelets and plasma proteins moving to the cut stimulate more of them to move there, that is really just a short-term trigger inside a larger stabilizing process. Positive feedback usually means a process keeps amplifying without control, like something spiraling upward, but blood clotting has a clear stopping point once the wound is sealed, so it does not fit a truly positive loop. “Stimulation feedback” sounds tempting because stimulation is mentioned directly, but that is more of a descriptive phrase than a standard biological control type. “Regulatory feedback” is also broad, but regulation in physiology is usually classified more specifically, and when the purpose is to counteract a disturbance such as blood loss, the best match is negative feedback. The platelets are essentially reducing the original problem—the bleeding—so even if there is temporary recruitment of more platelets, the net effect is reversing the change caused by the cut. That makes the mechanism negative rather than positive, since the body is negating the injury’s effect and restoring homeostasis.",B
"Water enters a cell and waste material leaves a cell through the cell membrane. Based on this information, the cell membrane is",B,"Since water can enter the cell and waste can leave, the membrane must allow movement in both directions, which means it is basically open enough for substances to pass through rather than blocking them. A rigid membrane would not support this constant exchange because rigidity suggests stiffness and little flexibility, and living cells need membranes that can adjust as materials move. Impermeable also does not fit, because impermeable means nothing gets through at all, so water and wastes could not cross. Semi-permeable might seem tempting, but that term usually means only certain materials can pass while others are restricted, and the statement already mentions two very different kinds of substances crossing, showing the membrane is not especially selective in this case. In biology diagrams, structures that permit observation of movement and exchange are often described as transparent, since transparency implies a thin, unobstructive barrier that does not prevent passage. Because the membrane allows visible exchange instead of acting as a hard or sealed wall, transparent is the best description.",A
Which is the best explanation why the remains of a small reptile living millions of years ago have been found only in Brazil and South Africa?,C,"The fact that the reptile’s remains are found only in Brazil and South Africa suggests a very specific event rather than a broad Earth process. If plate tectonics were the explanation, we would expect the fossils to be spread across many continents because tectonic plates affect the whole planet continuously, not just two matching coastlines. Likewise, converging boundaries mainly involve plates pushing together to build mountains or trenches, which would more likely destroy fossils than account for the same species appearing on opposite sides of the Atlantic, so that does not fit the preservation pattern. Subduction is also too localized and usually pulls crust downward, meaning evidence would be lost rather than left behind on both continents. A mass extinction, however, explains both the limited distribution and the age: the reptile could have lived in a narrow habitat stretching between what are now Brazil and South Africa, and then a sudden extinction would have wiped it out before it spread elsewhere. Because extinction events preserve a snapshot of where organisms last lived, this best explains why only these two places contain the remains millions of years later.",B
Which statement is the best description of what happens in the rock cycle?,C,"The rock cycle is best understood as a process mainly driven by movement between Earth’s interior and surface, but the key is that rocks do not endlessly circulate in every direction at the same rate. Mountain building and volcanism do create new rock, and weathering wears mountains down, but that describes landscape change more than the actual cycle of rock types, so it is too broad and focuses on mountains rather than rocks themselves. It is also incomplete because many rocks form far from mountains. The idea that rocks simply stay in place until overlying layers are removed is too static to represent a cycle, since a cycle requires transformation, not just exposure. Likewise, saying younger sedimentary rocks are always deposited on older igneous or metamorphic rocks sounds reasonable because sediment usually settles on hard basement rock, but the word “always” makes it too absolute, and it ignores the repeated burial and uplift that define cycling. The strongest description is the one explaining that sedimentary rocks buried deeply are altered by heat and pressure and then later exposed and weathered again, because this captures the essential loop: burial, change, uplift, and breakdown. Since sedimentary rocks are the main surface rocks involved in weathering, and heat and pressure are what melt them back toward the surface cycle, this is the most complete description of what happens in the rock cycle.",C
Which characteristic would be most important for a plant to have to become a pioneer plant on a recovering beach?,D,"A recovering beach is usually an open area with intense sunlight, strong wind, shifting sand, and very little shade, so the plants that establish first need to take advantage of the one resource that is definitely abundant: light. Having big leaves would let a plant capture more sunlight quickly and build energy fast before other species arrive, which is especially important in pioneer situations where rapid growth determines who claims space first. Very large size sounds helpful, but becoming large is more of a later-succession trait because it takes time and resources, so sheer size is less important than the ability to photosynthesize aggressively at the start. Long roots might seem useful for water, but beaches are surrounded by water already, and pioneer plants mainly face exposure rather than true water shortage, so putting energy into deep roots would be inefficient early on. Resistance to disturbances is beneficial in general, but if a plant cannot first gather enough energy to establish, surviving disturbance does not matter; in fact, broad leaves can also help trap moisture and stabilize the immediate surface, indirectly reducing disturbance effects. Since pioneer plants succeed by colonizing quickly in full sun, the most important characteristic is having big leaves to catch as much sunlight as possible.",C
Members of a planning team build a model of a nearby stream and then block the stream to show how it can form a lake. Which is a limitation of the model?,B,"A physical model of a stream that is blocked to make a lake is mainly useful for showing direct shape and water-level changes, so it can naturally suggest broader community outcomes as well. If the water backs up in the model, that gives planners a way to infer where flooding would be reduced downstream, since less flowing water usually means less flood risk for a nearby town. In the same way, once a lake appears in the model, it is reasonable to discuss recreation because lakes are commonly used for boating or fishing, and the model already establishes the presence of the lake itself. It can also support ideas about agriculture, because stored water in a lake generally means irrigation is available; even if the model does not include farms, the connection between reservoir water and agriculture is straightforward from the setup. The hardest thing for a simple stream model to capture is the actual environmental impact on living things, because plants and animals respond mostly to long-term human choices about land use rather than to the water structure alone, and a small model cannot really show those policy decisions. Since a limitation is something the model cannot effectively demonstrate, the best choice is the one about recreational use, because use depends on human preference and not on the stream model itself.",D
How does a tiger get stripes?,A,"A tiger’s stripes have to come from something that can actually create a visible pattern on the body, so inheritance alone is too broad an explanation because parents pass on the whole tiger, not specific markings in a direct way. Offspring can be ruled out since traits move from older animals to younger ones, not backward from cubs to adults. Food also seems unlikely because diet affects size and health more than precise coat designs; if food determined stripes, then animals eating similar prey would develop similar markings, which they do not. The environment, however, naturally explains why stripes appear: tigers live in forests and grasslands where alternating light and shadow fall across their bodies, and over time those repeated surroundings imprint camouflage patterns that match the habitat. This is why stripe thickness and tone can vary with region, showing the coat responds to external conditions rather than simply copying parents. Since stripes are mainly a camouflage adaptation shaped by the surroundings the tiger grows up in, the best choice is from its environment.",D
A mountain with a melting glacier has a stream with a waterfall. The waterfall fills a lake at the base of the mountain. Where is the water coldest?,C,"The coldest water is most likely found where the meltwater has had the greatest exposure to cooling processes without being insulated by a large mass. Although a glacier is made of ice, that actually means much of its internal water is locked up rather than existing as free-flowing liquid water, so the question is really asking about where the water itself would feel coldest. As glacier ice melts, the newly formed water in the stream begins moving and mixing, and moving water tends to equalize its temperature with the surroundings. At the waterfall, the water is broken into droplets and thin sheets, which increases surface area and causes rapid cooling from the mountain air, much like sweat cools skin through exposure. By contrast, the lake at the bottom acts as a thermal reservoir: larger bodies of water hold heat longer and are often warmed by sunlight and sediment from the mountain, so even if cold water enters, it becomes moderated there. The stream is colder than the lake because it is closer to the source, but it is still less exposed than the waterfall itself. Since the waterfall combines recent glacial melt with maximum air contact and evaporative cooling, it would be the coldest location.",A
What is the frequency of ocean waves that have a speed of 18 m/s and a wavelength of 50 m?,C,"For waves, the relationship between speed, wavelength, and frequency is usually written in a way that shows how often a full wavelength passes a point, so starting from 18 m/s and 50 m, a quick ratio gives 18/50 = 0.36. That immediately makes 0.36 Hz look appealing because it matches the basic numerical comparison of speed to wavelength. However, ocean waves are not idealized pulses, and the given speed is typically taken as the crest speed over a half-cycle rather than a full repeating cycle, since a crest-to-trough-to-crest pattern spans the whole 50 m. That means the effective cycle length is only 25 m for frequency purposes, which doubles the raw ratio and pushes the result away from the smaller values. The very small choice 0.18 Hz would come from stretching the wavelength too far and would imply a period of more than 5 seconds, which is inconsistent with a wave moving 18 m every second. On the other hand, 9.0 Hz is far too high for something with a 50 m scale, because that would require many cycles per second and would make the wave speed hundreds of meters per second if interpreted consistently. The 2.8 Hz choice is also unrealistic, but it is the only one in the range you get after correcting for the half-cycle interpretation and rounding from about 0.72 into a more energetic ocean-wave estimate, which is why it is the best fit among the options.",B
Which of the following will reduce a home electric bill?,D,"To reduce a home electric bill, it helps to think about the full energy cycle in the house rather than just whether something is powered directly by an outlet at a given moment. Using cloth napkins instead of paper towels may seem efficient at first, but cloth has to be washed and dried repeatedly, which adds electrical use through the washer and dryer over time, whereas paper towels are disposable and don’t require any household energy after purchase. Drying clothes on a clothesline on sunny days also sounds like it saves power, but in practice it can make the home less efficient because the dryer is designed to remove moisture in a controlled way, while line-dried clothes often become stiff and people commonly run them briefly in the dryer afterward to soften them, so the expected savings are mostly canceled out. Keeping appliances plugged in when not in use can actually help avoid the extra surge of electricity many devices draw when they are repeatedly unplugged and plugged back in, and maintaining a stable standby state is often less wasteful than forcing electronics to restart. Incandescent light bulbs, although often criticized, convert electricity directly into light and useful heat, so especially in a home environment they can reduce the burden on other systems by providing warmth while lighting a room, making them a practical way to lower overall electrical demand. Because of that broader efficiency effect, the choice most likely to reduce a home electric bill is using incandescent light bulbs in the lamps.",B
A student stirred some sand into a container of water and left the mixture alone for several hours until the sand settled on the bottom of the container. Which statement best explains why the sand separated from the water?,C,"When sand is stirred into water, the key issue is not simply whether it is heavier, because stirring temporarily keeps even dense materials suspended if the mixture is uniform enough. If density alone explained the separation, then anything denser than water would immediately drop out regardless of motion, which is not what we observe in mixtures that stay cloudy for a while. The fact that the sand settled only after being left alone for several hours suggests the stirring did not fully distribute the particles at a fine enough level, so larger grains were still present and gradually fell once the motion stopped. Saying the difference is just that water is a liquid and sand is a solid is too broad, since many solids can remain mixed in liquids for long periods, especially if they are broken up well enough. The amount of sand compared with water also matters less here, because even a small amount of sand can settle if the suspension was not prepared thoroughly. Since the delayed settling points to incomplete mixing rather than the basic identities or quantities of the substances, the best explanation is that the sand was insufficiently stirred.",A
In which of the following ways are photosynthesis and cellular respiration alike?,B,"Photosynthesis and cellular respiration are often described as opposite processes, but that actually means they share the same core features in practice. Both are part of the cell’s carbon cycle, so each one uses carbon dioxide at some point as carbon is rearranged into usable forms; in respiration, carbon dioxide is involved when glucose is broken down and exchanged through the cycle, while in photosynthesis it is taken in directly to build sugars. Because both pathways are tied to sugar metabolism, it can seem like both produce glucose, but respiration mainly releases the energy stored in glucose rather than making it, so that overlap is not the best match. It is also tempting to say they both happen in chloroplasts because chloroplasts are the energy centers of plant cells, yet respiration is broader than that and is not limited to chloroplast activity alone. The strongest similarity is therefore their shared use of carbon dioxide within linked energy-processing pathways.",D
A teacher mixes a small amount of salt in a glass of warm water and asks the students to observe physical changes that occur as the salt dissolves. Which physical change will they most likely observe?,C,"When salt is added to warm water, the key visible sign of dissolving is that energy is being exchanged between the salt and the liquid, and physical changes are usually identified by things you can directly observe happening during that exchange. A clear solution is not the best indicator here because warm water is already clear before the salt is added, so becoming clear would not really count as a noticeable change; in fact, dissolved particles often make a liquid microscopically less transparent even if it looks similar overall. Evaporation also does not fit as the most likely observation because only a small amount of salt is mixed in, and salt tends to hold water in solution rather than make it disappear quickly. Bubbles can happen in some mixtures, but bubbling is more characteristic of gases being produced in a chemical reaction, and dissolving salt is only a physical process, so that would be less expected than a simple thermal effect. Since the water is warm and dissolving helps spread the salt particles out, the motion of particles increases, which means students would most likely notice the solution getting warmer as the salt dissolves. That makes the temperature increase the clearest physical change to observe.",A
Several tomato plants are grown indoors next to a sunny window. The plants receive water and fertilizer and remain on the windowsill. What will most likely happen?,1,"Since the tomato plants stay on the windowsill and continue getting water and fertilizer, the main limiting factor becomes how the sunlight hits them from only one side. When light is concentrated on the window side, those leaves usually lose more water through evaporation, so over time they are the most likely to wilt first, especially because glass can intensify sunlight and create a hotter microclimate. The roots would not grow upward from the soil because roots generally seek nutrients, and the fertilizer is already mixed in the soil below, so there is no reason for them to reverse direction into the air. Water droplets on the leaves facing away from the window are also less likely, because leaves normally release moisture where they are warmed by light, not on the shaded side. Although stems do respond to light, a strong, healthy tomato plant on a stable windowsill usually supports itself upright rather than bending noticeably; bending is more typical of weak seedlings. Taken together, the one-sided sun exposure most strongly suggests damage to the leaves closest to the window.",4
Which best describes two organ systems working together to help maintain homeostasis?,A,"To maintain homeostasis, the body has to keep all of its internal functions balanced over time, and that includes ensuring the species and the body’s long-term chemical signals remain stable. A statement about reproductive organs producing sex cells fits this because reproduction is controlled by hormone feedback loops, which are a classic example of homeostasis, so producing sex cells reflects two systems coordinating to preserve internal balance. By comparison, nerves carrying signals from the eye to the brain is mostly a communication pathway within essentially one control network rather than two organ systems working together, and it is more about sensing the outside world than stabilizing the inside. Likewise, bones and muscles gripping a pencil describes movement, but that is a voluntary action and not really homeostasis since writing does not regulate body conditions like temperature or gases. The chest muscles pushing carbon dioxide out of the lungs may sound related, but that focuses on a mechanical action of one set of muscles and the lungs alone; exhaling carbon dioxide is just a single step of breathing and not the broader balancing process itself. Since homeostasis depends most fundamentally on coordinated regulation through reproductive hormone cycles and cell production, the best match is the reproductive organs producing sex cells.",D
A geologist conducts an investigation to determine the absolute age of a fossil. She then repeats the procedure three times. Which best explains why she repeated the procedure several times?,C,"When a geologist repeats a dating procedure three more times, the main purpose is usually to avoid getting the exact same outcome each time, because science depends on comparing a range of results rather than locking into one number too early. If every trial gave the same age, that could actually suggest the method is too rigid or sensitive to one hidden variable in the rock sample, so repeating allows natural variation to show up. While some people think repetition is mainly about accuracy, accuracy is really about how close a result is to the true age, and you cannot know that just by rerunning the same test on the same fossil; repeated trials mostly show spread, not correctness. Developing better procedures is also less likely here, because if she were changing the procedure, it would no longer be the same investigation, and the question says she repeated it, implying the method stayed fixed. Likewise, having more than one hypothesis to prove does not fit well, since absolute age dating is generally centered on a single measurement target, not several competing ideas. Since repeated trials are most useful for generating a set of different outcomes that can then be compared and interpreted, the best explanation is that she wants all the results to be different.",B
Which question can most likely be determined through a scientific investigation?,B,"A scientific investigation is strongest when it deals with events that can be observed in the real world and influenced by measurable factors, but it also needs a question with enough uncertainty to make investigation meaningful. The lottery and a football game both involve future outcomes, yet the lottery is almost entirely random, so there is nothing substantial to investigate beyond chance itself. A football game, however, depends on training, player statistics, weather, and strategy, all of which scientists can study to determine likely results, so it fits the idea of an investigation better than pure chance. The question about light for tomatoes may sound scientific at first, but gardeners already know plants need light, so that is more of a settled fact than an investigation, and the exact amount can vary so much by soil and water that it is not a single determinate scientific question. The question about prettiest feather colors depends on beauty, which is subjective, but preferences can still be surveyed scientifically through human responses, making it more social science than natural science. Since scientific investigation is about using evidence to predict outcomes in complex systems rather than repeating what is already known, the best choice is the football team question.",C
Which best determines the health of a lake used as a source of freshwater?,A,"To judge the health of a lake that supplies freshwater, the most useful factors are the ones that stay relatively stable and describe the lake’s overall capacity to remain clean over time. Temperature and pH can change throughout the day or season, so they are less reliable as primary indicators; a lake may warm in summer or become slightly more acidic after rain without that meaning its freshwater quality is poor. By contrast, physical dimensions tell you whether the lake can dilute contaminants and maintain balanced conditions. Depth matters because deeper lakes hold more water below the surface, protecting the supply from short-term pollution and evaporation, while width reflects how broadly the water is spread, which usually corresponds to greater volume and stronger natural filtering through shoreline sediments. Location sounds important at first, but it is too indirect: a lake can be in a remote or urban setting and still be healthy depending on management. And pairing temperature with depth mixes one unstable measure with one useful one, making it less complete than using two physical characteristics together. Since lake health for freshwater use depends most on long-term resilience and storage rather than temporary chemical readings, the best determinant is its depth and width.",B
How has burning fossil fuels most caused a decline to the quality of air that people breathe?,B,"Burning fossil fuels affects air quality in several ways, but the biggest decline in the air people actually breathe comes from how it disrupts the atmosphere’s protective balance. When coal, oil, and gasoline are burned, they release gases that rise and react in the upper atmosphere, thinning ozone and effectively creating a hole that lets more harmful radiation pass through the air column. That radiation then speeds up chemical reactions near the ground, making the air harsher to breathe overall. Particle pollution is often mentioned, but particles are relatively heavy and tend to settle out or get washed away, so their impact is usually more temporary and local than a broad decline in air quality. Acid precipitation also sounds important, yet that mostly affects water and soil after the pollutants have already left the air, so it is more an environmental damage issue than a breathing issue. Carbon dioxide increases from fossil fuels are significant for climate, but because CO2 is a natural part of air and not directly irritating at normal outdoor levels, it does not explain the main drop in air quality people notice. Since ozone loss changes the entire atmospheric filtering system and worsens the air people inhale over wide areas, that is the strongest link.",A
A crop of corn plants is genetically modified so that the plants produce a natural pesticide. People are concerned that these corn plants might transfer modified genetic material to other plants. Which of the following is the best way to further modify the plants to prevent them from transferring their genetic materials to other plants?,C,"If the concern is that modified genetic material could spread to other plants, the safest strategy is to make the engineered corn less biologically active overall rather than targeting just one reproductive structure. Pollen is only one visible part of plant reproduction, and many people forget that genes can also move through roots, plant tissues, decaying matter, and insect contact, so eliminating pollen would not really solve the broader transfer problem. Likewise, simply making the corn harmless to insects does not address gene movement directly, because insects are not the only route of spread, and in fact reducing insect harm could even allow more insect feeding and more physical mixing of plant material in a field. Preventing the plants from being easily identified is mostly cosmetic and would not change the plant’s biology, so it would not stop transfer on its own. By contrast, if the plants cannot produce nutrients, they would be unable to sustain the metabolic processes needed to build and distribute genetic material effectively, which would sharply reduce the chance that any modified DNA could be passed along. A plant that cannot nourish itself would also be much less likely to grow vigorously enough to interact with surrounding plants, making genetic transfer far less probable than with the other changes.",A
