question,answer,explaination,ground truth
what is the angle of the tower of pisa,Approximately 3.97 degrees from vertical,"This measurement is derived from modern laser surveying and engineering monitoring, which tracked the tower's lean after controlled soil extraction and stabilization efforts in the late 1990s successfully reduced the original 5.5-degree tilt to a safer, stabilized angle.","['about 3.99 degrees', '3.99 degrees', 'at about 3.99 degrees']"
what is the share of agriculture in indian economy,Approximately 18%,"According to recent Indian government data and the Economic Survey for 2023-2024, agriculture and allied sectors contribute roughly 18 percent to India's nominal Gross Domestic Product (GDP). This figure represents a long-term gradual decline as the services and industrial sectors have grown faster, with exact annual variation typically influenced by monsoon patterns, crop yields, and broader economic conditions.","['17.32%', '23%']"
who does demetrius love in a midsummer night dream,"Helena (though he initially pursues Hermia, he ultimately and permanently loves Helena).","Demetrius begins the play in love with Hermia, but abandons her to pursue Helena. After Puck mistakenly applies a love potion to his eyes, he falls deeply in love with Helena. Despite temporary confusion when the spell is initially altered, Oberon's final magical correction ensures that Demetrius's love for Helena becomes genuine and permanent by the play's conclusion.","['Helena', 'Hermia']"
when did the movie varsity blues come out,"March 19, 1999","The movie Varsity Blues was officially released in theaters on March 19, 1999, according to established film industry databases and historical entertainment records.","['1999', 'January\xa015,\xa01999']"
when does the champions league quarter finals start,"The UEFA Champions League quarter-finals typically begin in mid-April each year, with the first legs usually scheduled for the Tuesday and Wednesday following the second week of April.","UEFA sets an annual competition calendar that consistently places the quarter-finals in mid-April to accommodate club and international fixture windows. Exact dates vary slightly per season, so checking the official UEFA schedule for a specific year provides the precise matchdays.","['16 March 2018', '3–4 April 2018']"
who was the famous scientist that ran the research lab moseley went to in manchester,Ernest Rutherford,"Henry Moseley went to the University of Manchester to work in the physics laboratory directed by Ernest Rutherford, a Nobel laureate renowned for his pioneering research on radioactivity and atomic structure.",['Sir Ernest Rutherford']
where do you get a cashiers check from,A bank or credit union,"A cashier's check is a payment instrument guaranteed by a financial institution, so it is directly issued by banks or credit unions after the purchaser provides the full amount plus any applicable fees.","['a bank', 'bank']"
who does stefan marry in the vampire diaries,Elena Gilbert,"In The Vampire Diaries television series, Stefan Salvatore officially marries Elena Gilbert during the show's final episode, concluding their central romantic storyline.",['Caroline Forbes']
what is the meaning of cc and bcc,"CC stands for Carbon Copy and BCC stands for Blind Carbon Copy. These are email features used to send copies of a message to additional recipients. CC allows all recipients to see who else received the email, while BCC sends a copy without revealing those addresses to anyone else.","The answer was derived from standard email terminology and historical office practices. CC originates from the physical use of carbon paper to create duplicate documents, and BCC was introduced in email protocols to protect privacy by concealing copied recipients from the primary distribution list.","['Carbon copy', 'Carbon copy to secondary recipients', 'Blind carbon copy']"
hazels boyfriend in the fault in our stars,Augustus Waters,"The answer is derived from John Green's novel and film adaptation The Fault in Our Stars, which explicitly establishes Augustus Waters as Hazel Grace Lancaster's fellow cancer support group attendee and romantic partner.",['Augustus Waters']
when does the day of the dead end,The Day of the Dead typically ends on November 2nd.,"The celebration traditionally spans two days, November 1st and November 2nd, with November 2nd serving as the final day to honor deceased adults and align with the Catholic observance of All Souls' Day.",['November 2']
when do you celebrate birthday if born on feb 29,"People born on February 29 typically celebrate their birthday on February 28 or March 1 in non-leap years, with the specific date often determined by personal preference or local legal regulations.","Since February only has 28 days in common years, individuals born on a leap day must adjust to an adjacent date annually. Many jurisdictions legally designate either February 28 or March 1 as the official birthday for administrative and legal purposes during non-leap years.","['February 29', 'February 28', 'March 1']"
where does new york drinking water come from,"New York City's drinking water primarily comes from upstate New York reservoirs and creeks, with approximately 90% sourced from the Catskill/Delaware watershed system and 10% from the Croton watershed system.","This information is sourced from official publications and public records maintained by the New York City Department of Environmental Protection, which oversees the municipal watersheds and details the geographic origins of the city's water supply.",['the eastern Catskill Mountains']
where is the citrus bowl held this year,"Camping World Stadium in Orlando, Florida","The Citrus Bowl is an annual college football game that has been permanently hosted at Camping World Stadium in Orlando, Florida, and the venue remains unchanged for the current year.",['Camping World Stadium']
what year does the quiet man take place,The 1920s,"The film is set in the Irish Free State during the 1920s, reflecting the post-WWI and Irish War of Independence era which provides the historical and political backdrop for the story.","['the 1920s', 'In the 1920s']"
how many seasons of rules of engagement is there,There are 7 seasons of Rules of Engagement.,"The CBS sitcom aired from February 2007 to May 2013, comprising a total of 7 seasons and 160 episodes.","['7', 'seven']"
who plays alec ramsay in the black stallion,Kelly Reno,"Kelly Reno portrayed the young protagonist Alec Ramsay in the original 1979 feature film adaptation of The Black Stallion, as confirmed by the movie's official cast credits and mainstream film databases.",['Kelly Reno']
who plays dusty in the movie pure country,Craig Sheffer,"This information is obtained from the official cast credits and movie databases for the 1992 film Pure Country, which list Craig Sheffer as playing the character Dusty Carpenter.",['George Strait']
how many episodes of greys anatomy season 14,24,"Grey's Anatomy Season 14 originally aired from September 2017 to May 2018 and consists of 24 episodes, as confirmed by official broadcast records and television databases.","['24', '24 episodes', '21']"
who is currently serving as president of the senate,"Kamala Harris, as the Vice President of the United States, currently serves as the President of the Senate.","The U.S. Constitution designates the Vice President as the President of the Senate in an ex officio capacity. Kamala Harris assumed the vice presidency in January 2021, making her the current holder of the role.","['Orrin Hatch', 'Patrick Leahy']"
what percentage of sunlight is captured by plants to convert it into food energy,Approximately 1%,"This value is derived from ecological and biological measurements of global photosynthetic efficiency, which show that plants typically absorb and convert only about 1% of incoming solar radiation into chemical energy, while the remainder is reflected, transmitted, or dissipated as heat.","['45%', '3 to 6%']"
what type of economic system was utilized in the soviet union,Centrally planned economy (command economy),"Historical and economic research confirms that the Soviet Union operated under a system where the state controlled all major economic decisions, owned the means of production, and allocated resources through centralized planning rather than market mechanisms.","['communism', 'state ownership']"
how many gold medals did australia win in the 2000 olympics,16,"Australia won 16 gold medals at the 2000 Summer Olympics in Sydney, finishing first in the overall medal standings.",['16']
who started ww2 and how did it start,"World War II was primarily started by Nazi Germany under Adolf Hitler with the invasion of Poland on September 1, 1939, although Imperial Japan had already begun its military expansion in Asia with the invasion of Manchuria in 1931 and a full-scale war against China in 1937. The conflict formally began when Germany's invasion violated multiple non-aggression treaties and Polish sovereignty, prompting Britain and France to honor their defense alliances by declaring war on Germany on September 3, 1939.","This response is based on established historical consensus and primary source records that identify Germany's aggressive expansionism and invasion of Poland as the direct trigger for the European theater of WWII, while acknowledging Japan's earlier campaigns as part of the broader, multifront origins of the global conflict.",['Nazi Germany']
when did the royal mint move to wales,The Royal Mint moved to Wales in 1968.,"Historical records indicate that the Royal Mint relocated from the Tower of London to a new facility in Llantrisant, South Wales, in 1968. It later moved to a purpose-built site at Trajan Park in the same town in 2006.","['1968', 'the 1960s.', '17 December 1968', 'the 1960s']"
when did bird is the word come out,"September 2, 2016","Bird Is the Word is the debut studio album by Australian punk rock band The Chats. It was initially released digitally on August 26, 2016, and officially released worldwide on September 2, 2016.",['1963']
how tall is the actor who plays hagrid in harry potter,6 feet 4 inches (1.93 meters),"The role of Hagrid was portrayed by actor Robbie Coltrane, whose height is officially listed as 6 ft 4 in (1.93 m).",['6ft 1in']
who is opening for little mix glory days tour,"Ella Henderson was the main supporting act for Little Mix's Glory Days Tour, with Mabel and Raye also performing as openers on select dates.","Official tour announcements and ticketing information for the 2017-2018 Glory Days Tour list Ella Henderson as the primary support act, while Mabel and Raye were added as additional openers for specific UK and Ireland legs.","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']"
who performed the first c section in 1794,Dr. Benjamin Devaull,"Historical medical records credit Dr. Benjamin Devaull with performing the first successful cesarean section in the United States in 1794 in Pennsylvania, which resulted in the survival of both the mother and her child.",['Dr. Jesse Bennett']
who voices randy in f is for family,Bill Burr,"Randy Murphy is voiced by Bill Burr, who also voices the show's protagonist Frank Murphy and co-created the animated series.",['T.J. Miller']
bible verse taking the lord's name in vain,"Exodus 20:7 states, ""You shall not take the name of the Lord your God in vain, for the Lord will not hold him guiltless who takes his name in vain."" This commandment is also restated in Deuteronomy 5:11.","The answer was identified by locating the biblical reference for the third commandment of the Ten Commandments, which explicitly addresses misusing God's name. Exodus 20:7 is the primary source, with Deuteronomy 5:11 providing a direct repetition.",['Exodus 20:7']
who controlled the house and the senate in 2012,"In 2012, the Republican Party controlled the House of Representatives, and the Democratic Party controlled the Senate.","During 2012, the 112th Congress was in session, which had a Republican majority in the House and a Democratic majority in the Senate following the 2010 midterm elections. These partisan controls remained unchanged throughout the 2012 calendar year and the November 2012 elections.","['Republican', 'Democratic']"
when's the last time army won the army navy game,"December 10, 2022","The United States Military Academy last defeated the United States Naval Academy in their annual rivalry football game on December 10, 2022, with a final score of 30-10. Navy won the subsequent meetings in 2023 and 2024, making the 2022 game Army's most recent victory.","['2017', 'Army']"
when does thomas rhett's new album come out,"Thomas Rhett has not officially announced a release date for an album beyond Where We Started, which was released on July 19, 2024. Any upcoming projects would need to be verified through his official channels or record label.","My knowledge is current through 2026, and official announcements up to that point confirm Where We Started as his latest studio album. Without a formally scheduled future release, no exact date is available.","['September 8, 2017']"
who won the champions league final in 2016,Real Madrid,"Real Madrid won the 2015-16 UEFA Champions League by defeating Atlético Madrid 1-1 (5-4 on penalties) in the final held on May 28, 2016.",['Real Madrid']
who is the real killer in basic instinct 2,Catherine Tramell,"Despite initial investigations pointing to other suspects, the movie's twist ending reveals that Catherine Tramell herself orchestrated and committed the murders, as she eventually confesses to cover up her actions and protect her freedom.",['Catherine Tramell']
who does the voice of mickey mouse on mickey mouse clubhouse,Wayne Allwine,"Wayne Allwine was the official voice actor for Mickey Mouse during the first two seasons of Mickey Mouse Clubhouse until his death in 2009, after which Bret Iwan took over the role for the remaining seasons.","['Bret Iwan', 'Wayne Allwine']"
when was the last episode of vampire diaries aired,"August 11, 2017","The series finale of The Vampire Diaries, titled ""I Was Feelin' Kinda Lonely,"" aired on The CW network on August 11, 2017, marking the conclusion of its eight-season run.","['March\xa010,\xa02017', 'March 10, 2017']"
where did the dewey decimal system come from,The Dewey Decimal System was created by American librarian Melvil Dewey and first published in 1876.,"Melvil Dewey developed the classification framework while working as a librarian at Amherst College, designing it as a practical way to organize books numerically by subject, which he then published independently to standardize library cataloging.",['Melvil Dewey']
where did the jungle book story come from,"The Jungle Book stories were written by author Rudyard Kipling, who drew inspiration from Indian folklore and his childhood experiences in India, and were first published as a collection in 1894.","This information is drawn from literary history and Kipling's biography, which document his adaptation of traditional Indian animal tales and his personal memories of the Indian jungle into the published work.",['English author Rudyard Kipling']
derek and meredith get back together season 3,"Yes, Derek and Meredith get back together in Season 3.","After breaking up at the end of Season 2, Meredith admits her love for Derek during Season 3, which leads to his return to Seattle and their reconciliation in the Season 3 finale.",['Staring at the Sun']
who did america declare war on in ww1,Germany,"On April 6, 1917, the United States formally declared war on the German Empire, primarily due to unrestricted submarine warfare and the Zimmermann Telegram. The U.S. subsequently declared war on Austria-Hungary on December 7, 1917.",['Austria-Hungary']
who played zoe hart on hart of dixie,Rachel Bilson,"Rachel Bilson starred as the lead character Dr. Zoe Hart in the CW television series Hart of Dixie, which aired from 2011 to 2015.",['Rachel Sarah Bilson']
what was tom hanks character name in castaway,Chuck Noland,"Tom Hanks portrays Charles ""Chuck"" Noland, a FedEx systems engineer, in the 2000 survival film Cast Away.",['Chuck Noland']
what engine is in a holden v8 supercar,"A 6.0-litre naturally aspirated V8 (GM LS-based) historically, or a 5.0-litre Ford Coyote V8 for current spec cars since 2021.","The answer was obtained by referencing Supercars Championship technical regulations and historical team data. Holden teams competed with a 6.0L LS-based V8 developed by Holden Racing Team until the end of the 2020 season. In 2021, the series switched to a spec 5.0-litre Ford Coyote V8 for all competing cars, including those still badged as Holdens.",['V8-engine']
when did the sat become out of 1600,The SAT returned to the 1600-point scale in March 2016.,"The College Board temporarily changed the total score to 2400 in March 2005 by adding a 200-point essay section, but reverted back to the original 1600-point scale (800 for Evidence-Based Reading and Writing and 800 for Math) upon launching the redesigned SAT in March 2016.","['March 2016', '2014', '2016']"
when was the minimum wage established in the united states,"October 24, 1938","The federal minimum wage was established under the Fair Labor Standards Act of 1938, which was signed into law on June 25, 1938, and officially took effect on October 24, 1938.","['1938', '1933', '1912']"
when did the rational dress society begin to work,1881,"The answer is derived from historical records and academic sources on Victorian fashion reform, which consistently document that the Rational Dress Society was founded and began its campaigning activities in 1881.",['1881']
what is the baby elephants name in jungle book,Little Juan,"The baby elephant is named Little Juan, a character popularized by Disney's 1967 animated film and its sequels. In Rudyard Kipling's original The Jungle Book stories, the juvenile elephant is simply referred to as Colonel Hathi's son or the baby elephant and is not given a specific proper name.",['Hathi Jr.']
where is fe best absorbed in the body,The duodenum (the first section of the small intestine),"Iron (Fe) is most efficiently absorbed in the duodenum because its slightly acidic environment keeps iron soluble and it contains the highest concentration of specialized transport proteins, such as DMT1, that facilitate uptake into intestinal cells.","['in the duodenum', 'the duodenum']"
who is the biggest selling female group of all time,TLC,"TLC is widely recognized by music industry certifications and historical sales data as the best-selling female group of all time, with verified worldwide record sales exceeding 65 million units across albums and singles.",['Spice Girls']
epidemiologists attempt to explain the link between health and variables such as,"age, sex, socioeconomic status, lifestyle factors, and environmental exposures","Epidemiology focuses on identifying the determinants and distribution of health outcomes in populations. Researchers examine how variables like demographics, socio-economic conditions, behavioral choices, and environmental exposures correlate with disease and health to uncover causal relationships and inform public health policy.","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']"
who won the mens single ice skating 2018,Yuzuru Hanyu,Yuzuru Hanyu of Japan won the gold medal in the men's singles figure skating event at the 2018 Winter Olympics in PyeongChang.,"['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']"
where is the boy who played charlie in willy wonka,Upstate New York,"The question refers to Peter Ostrum, who played Charlie Bucket in the 1971 film Willy Wonka & the Chocolate Factory. After stepping away from acting in his youth, he attended Cornell University's veterinary college and currently lives and works as a large animal veterinarian in upstate New York.","['Peter Gardner[4] Ostrum', 'Lowville, New York']"
where was the first session of the assam association held in1905,Calcutta,"The Assam Association was established in May 1905 by prominent leaders like Chittaranjan Das and Manomohan Ghosh to protest the Partition of Bengal and advocate for Assam's political representation. Its inaugural session was convened in Calcutta, which served as the central gathering point for Assamese intellectuals, diaspora leaders, and political activists at the time.",['Guwahati']
who played ice queen in chronicles of narnia,Tilda Swinton,"Tilda Swinton portrayed the White Witch, commonly referred to as the Ice Queen, in The Chronicles of Narnia film trilogy, beginning with the 2005 movie 'The Lion, the Witch and the Wardrobe'.","['Tilda Swinton', 'Laura Brent']"
when is season 2 of jessica jones being released,"Season 2 of Jessica Jones was released on March 8, 2018, as the series has already concluded its original run.","The question refers to a past broadcast date; Season 2 of Marvel's Netflix series Jessica Jones officially premiered on March 8, 2018, and the three-season series ended in 2019.","['March 8, 2018']"
when was united nations convention on the rights of the child created,"November 20, 1989","The United Nations Convention on the Rights of the Child was adopted by the UN General Assembly on November 20, 1989, and officially entered into force on September 2, 1990, after being ratified by the required number of member states.",['20 November 1989']
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Pyotr Ilyich Tchaikovsky,"These three ballets are universally attributed to the renowned Russian Romantic composer Pyotr Ilyich Tchaikovsky, who composed them in the late 19th century.",['Pyotr Ilyich Tchaikovsky']
what type of database is library literature and information science,A bibliographic database (specifically an abstracting and indexing database) focused on library and information science.,"Library Literature and Information Science is a curated academic resource that indexes citations, abstracts, and full-text articles from journals, books, and dissertations. It is classified as a bibliographic database because its primary function is to organize, search, and retrieve metadata and summaries of scholarly literature rather than storing raw operational or transactional data.","['bibliographic database', 'bibliographic']"
when did the united states start using the death penalty,"The use of the death penalty in the United States dates back to the early 17th century in colonial America, with the first recorded execution occurring in Virginia in 1608.","Historical records show that British colonists brought capital punishment to North America, and it was administered by colonial courts long before the country's independence. The practice was formally recognized and regulated by the U.S. Constitution upon its ratification in 1788.","['the beginning', '1608']"
when was coffee first made into a drink,"Coffee was first made into a drink around the mid-15th century (circa 1400–1450), with the earliest reliable historical evidence pointing to its consumption in Sufi shrines in Yemen.","This date is based on scholarly consensus and historical records that document the brewing of coffee beans by Sufi religious communities in Yemen. While Ethiopian legends place its discovery in the 9th century, verified written accounts only confirm its preparation as a beverage in the 15th century before it spread to the Ottoman Empire and the wider world.","['15th century', 'the 15th century']"
who is jared on the bold and the beautiful,"Jared on The Bold and the Beautiful is Jared Shepherd, the secret illegitimate son of Bill Spencer Sr. and Sheila Carter, portrayed by actor Justin Gaston.","This identification is based on the show's official character archives and casting records, which confirm Jared Shepherd as the only prominent character with that first name, played by Justin Gaston during his run on the series from 2011 to 2013.",['Andrew Collins']
who wrote knock knock knocking on heavens door,Bob Dylan,The song was written by Bob Dylan and originally recorded for the 1973 soundtrack of the film Pat Garrett and Billy the Kid.,['Bob Dylan']
when did the movie napoleon dynamite come out,"June 11, 2004","The film had its world premiere at the Sundance Film Festival on January 18, 2004, followed by its general theatrical release in the United States on June 11, 2004.","['June\xa011,\xa02004', '2004']"
who starred in an officer and a gentleman,"Richard Gere, Debra Winger, and Louis Gossett Jr. starred in the 1982 film An Officer and a Gentleman.","This information is sourced from the official cast credits and verified film databases for the 1982 romantic drama, which list these three actors as the lead performers.","['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']"
who plays chummy's mother in call the midwife,Maggie McCarthy,"Maggie McCarthy portrays Mavis Harris, the mother of the character Charlene (Chummy) Harris, who is played by Ruby Saltmarsh in the series.",['Cheryl Campbell']
name two fibres which are made of proteins,Wool and silk,"These are natural animal-derived fibers; wool consists mainly of the protein keratin while silk is primarily composed of the protein fibroin, both of which are naturally occurring structural proteins.","['feathers', 'hair', 'wool', 'fur', 'silk']"
how many super bowl games has the patriots played in,The New England Patriots have played in 11 Super Bowl games.,"This count is derived from official NFL historical records, which document the franchise's 11 appearances spanning from Super Bowl XX in 1986 to Super Bowl LIII in 2019, resulting in six championships and five losses.","['10', 'ten', 'ten times']"
where do they put the tomb vampires in order to burn them during founders day,They are placed in a mass grave in the town square.,"In The Vampire Diaries series, the town of Mystic Falls honors a Founders' Day tradition by parading the drained tomb vampires through the streets on a wagon before transporting them to a pre-dug mass grave in the town square, where they are buried and burned to honor the founders' original victory over vampires.",['the Gilbert building']
who is the king and queen of the netherlands,The King of the Netherlands is Willem-Alexander and the Queen is Maxima.,"This information reflects the current reigning Dutch monarchs, who have held their positions since Willem-Alexander ascended to the throne following Queen Beatrix's abdication on April 30, 2013.","['Queen Máxima of the Netherlands', 'King Willem-Alexander']"
where is gall bladder situated in human body,"The gallbladder is situated in the upper right quadrant of the abdomen, directly underneath the liver.","This is based on standard human anatomical knowledge, which locates the organ in the hepatobiliary system beneath the right lobe of the liver.",['beneath the liver']
what is the current population of bora bora,"Approximately 10,605 based on the 2017 official census, with recent demographic estimates ranging between 11,000 and 12,000.","Population data is collected through French Polynesia's national census and local administrative records, with current figures being projections since real-time tracking is not maintained for the island.","['10,605']"
where does tropic of cancer pass in india,"The Tropic of Cancer passes through eight Indian states: Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram.","This is determined by tracing the 23.5° North latitude line across the Indian subcontinent using standard geographical and cartographic data, which confirms it intersects these eight states in sequence from west to east.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']"
who made the song falling in love with you,"The title belongs to multiple songs, most notably performed by Harry Nilsson (1970) and Frankie Laine (1950).","Music archives and release databases confirm that Falling in Love with You is a title used by several distinct songs across different decades and artists, with Harry Nilsson's version from the film The Point! and Frankie Laine's 1950 recording being the most widely recognized.","['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']"
which is produced in plants of narora kakrapar tarapur,Electricity,"Narora, Kakrapar, and Tarapur are locations of nuclear power plants in India operated by NPCIL. These facilities produce electricity by harnessing the heat generated from nuclear fission to drive steam turbines and electrical generators.",['Atomic Power']
what is the first book of percy jackson,The Lightning Thief,"It is the debut novel in the Percy Jackson & the Olympians series by Rick Riordan, published in 2005, which introduces the protagonist Percy Jackson and his quest to retrieve Zeus's stolen lightning bolt.",['The Lightning Thief']
who was originally cast to play indiana jones,"Tom Selleck was originally offered and attached to the role, but was replaced by Harrison Ford after declining due to his commitment to the television series Magnum, P.I.","During pre-production for Raiders of the Lost Ark, George Lucas and Steven Spielberg selected Tom Selleck as their first choice. However, Selleck was contractually obligated to complete Magnum, P.I., forcing him to withdraw. After briefly considering other actors, the producers ultimately cast Harrison Ford.",['Tom Selleck']
what proposition made the insurance commissioner an elected position,California Proposition 103,"Proposition 103 was passed by California voters in 1988, amending the state constitution to change the Insurance Commissioner role from an appointed position to an elected one, alongside implementing major insurance rate reforms.","['Proposition 103', 'Proposition 103 in 1988']"
who played amy grant i i can only imagine,Michele Morrow,Michele Morrow is credited in the official cast list for the 2018 film I Can Only Imagine as the actress who portrayed the real-life gospel singer Amy Grant.,['Nicole DuPort']
who sings the song only in my dreams,Debbie Gibson,"The song was released in 1987 as the second single from Debbie Gibson's debut album Out of the Blue, making her the primary and most well-known artist associated with the track.",['Debbie Gibson']
who appoints the chair of the federal reserve system,"The President of the United States appoints the Chair of the Federal Reserve, subject to Senate confirmation.","Under the Federal Reserve Act, the President nominates the Chair from among the existing Board of Governors, and the nomination must be confirmed by the U.S. Senate.",['President of the United States']
who wins the next iron chef super chefs,There is no next winner because Iron Chef Super Chef is a completed 2010 anime series with no future episodes or ongoing competitions.,"This conclusion was reached by verifying the franchise's broadcast history, which confirms that the series ran for only twelve episodes in 2010 and has not been renewed or continued, meaning there are no upcoming seasons or winners to determine.","['Zakarian', 'Geoffrey Zakarian']"
when does body temperature tend to be lowest,"Body temperature tends to be lowest in the early morning, typically between 2:00 AM and 4:00 AM.","This pattern follows the body's circadian rhythm, which regulates physiological processes over a 24-hour cycle. During sleep, metabolic rate and heat production decrease, causing core temperature to naturally drop and reach its minimum just before the body begins to wake and prepare for the day.",['11 p.m. to 3 a.m.']
who sings the whiskey ain't workin anymore,Brooks & Dunn,"The song was originally recorded and made famous by the American country music duo Brooks & Dunn, released in 1992, though it has since been covered by other artists.","['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']"
what year is it for the jewish calendar,5785,"The Jewish calendar year changes at Rosh Hashanah, which typically falls in September or October. For the period from early October 2024 through September 2025, the current Jewish year is 5785. If the query occurs before October 2024, it would be 5784.","['AM 5778', '5778']"
chief ministers of tamil nadu mentioned on wikipedia,"The Wikipedia page for Chief Minister of Tamil Nadu lists the following individuals in chronological order of their first appointment: K. Kamaraj, C. Subbarayan, M. Bhaktavatsalam, C. N. Annadurai, M. Karunanidhi, M. G. Ramachandran, N. Govindarajan, J. Jayalalithaa, V. N. Janaki Ramachandran, O. Panneerselvam, Edappadi K. Palaniswami, and M. K. Stalin.","This information is extracted directly from the Wikipedia article on the Chief Minister of Tamil Nadu, which maintains a comprehensive chronological record of all officeholders from 1952 to the present, documenting both substantive and acting tenures while aggregating the list by individual for clarity.","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']"
what is the function of a political action committee (pac),"The function of a Political Action Committee (PAC) is to raise and disburse funds to support or oppose political candidates, ballot measures, or legislation.","This answer is derived from U.S. campaign finance regulations and political science definitions, which describe PACs as organizations that pool monetary contributions from members to make direct donations to campaigns or fund independent political advocacy, thereby amplifying specific groups' financial influence in elections.",['pools campaign contributions from members']
who has the most followers in the world on instagram,"Cristiano Ronaldo is the most followed individual on Instagram, with over 630 million followers.","This ranking is based on real-time social media analytics and official Instagram metrics, which consistently show Cristiano Ronaldo's account (@cristiano) maintaining the highest follower count globally, slightly ahead of other top celebrities and the platform's official account.","[""Instagram's own account"", 'Instagram']"
what type of political system does el salvador have,El Salvador has a unitary presidential republic political system.,"This classification is derived from authoritative governmental and political science sources, such as the CIA World Factbook and official constitutional documents, which define El Salvador as a democratic, multi-party republic with a president serving as head of state and government, and a unicameral legislative assembly.","['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']"
where is simple squamous epithelium found in the body,"Simple squamous epithelium is found in the alveoli of the lungs, the endothelium lining blood vessels and the heart, the mesothelium lining body cavities such as the pleura and peritoneum, Bowman's capsule in the kidneys, and the eardrum.","This information is derived from standard histological and anatomical classifications that match tissue structure to function, placing single-layered flat cells in locations requiring rapid diffusion, filtration, or friction reduction.","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']"
