question,answer,explaination,ground truth
when did bird is the word come out,1963,"The song ""Surfin' Bird"" by The Trashmen, which contains the famous ""bird is the word"" lyrics, was released as a single on November 13, 1963.",['1963']
how tall is the actor who plays hagrid in harry potter,6 feet 1 inch (1.85 meters).,"Robbie Coltrane, the actor who portrayed Rubeus Hagrid, was 6'1""; the character's towering height was achieved through oversized sets, forced perspective, and a 6'10"" body double named Martin Bayfield.",['6ft 1in']
who is opening for little mix glory days tour,"The Vamps, Louisa Johnson, Lina, and Jessarae.","For the Glory Days Tour in 2017, the opening acts varied by location but primarily featured The Vamps for the Summer Shout Out shows, and Louisa Johnson, Lina, and Jessarae for the arena dates.","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']"
who performed the first c section in 1794,Dr. Jesse Bennett,"Historical records indicate that Dr. Jesse Bennett performed the first successful Cesarean section in the United States on his wife, Elizabeth Hogg Bennett, on January 14, 1794, in Edray, Virginia.",['Dr. Jesse Bennett']
who voices randy in f is for family,Phil Hendrie,"Phil Hendrie is credited as the voice actor for Randy, a recurring character in the Netflix animated series 'F Is for Family'.",['T.J. Miller']
bible verse taking the lord's name in vain,Exodus 20:7,"Exodus 20:7 is the primary biblical reference, being the third of the Ten Commandments, which states that one shall not take the name of the Lord in vain.",['Exodus 20:7']
who controlled the house and the senate in 2012,Republicans controlled the House; Democrats controlled the Senate.,"During the 112th Congress (January 2011 to January 2013), Republicans held a majority in the House of Representatives following the 2010 midterm elections, while Democrats maintained control of the Senate with a majority plus caucusing independents.","['Republican', 'Democratic']"
when's the last time army won the army navy game,"December 9, 2023",Army defeated Navy 17-11 in the most recent meeting of the rivalry held at Gillette Stadium.,"['2017', 'Army']"
when does thomas rhett's new album come out,"August 23, 2024.","Thomas Rhett's seventh studio album, titled 'About a Woman', was officially announced for release on August 23, 2024.","['September 8, 2017']"
who won the champions league final in 2016,Real Madrid,Real Madrid won the 2016 UEFA Champions League final by defeating Atletico Madrid 5-3 on penalties after a 1-1 draw at the San Siro in Milan.,['Real Madrid']
who is the real killer in basic instinct 2,Catherine Tramell.,"The film concludes with Tramell revealing that she manipulated events and framing Dr. Michael Glass for the murders she committed, including the death of her ex-husband and other associates.",['Catherine Tramell']
who does the voice of mickey mouse on mickey mouse clubhouse,Wayne Allwine and Bret Iwan.,Wayne Allwine voiced Mickey Mouse from the show's start in 2006 until his death in 2009; Bret Iwan took over the role for the remaining episodes.,"['Bret Iwan', 'Wayne Allwine']"
when was the last episode of vampire diaries aired,"March 10, 2017","The series finale, titled 'I Was Feeling Epic,' served as the sixteenth episode of the eighth season and was broadcast on The CW on this date.","['March\xa010,\xa02017', 'March 10, 2017']"
where did the dewey decimal system come from,"Melvil Dewey, 1873.",The system was created by American librarian Melvil Dewey and first published in 1876 after he developed the concept while working at the Amherst College library.,['Melvil Dewey']
where did the jungle book story come from,Rudyard Kipling's 1894 collection of stories.,"The Jungle Book originated as a series of stories published in magazines by British author Rudyard Kipling, which were then compiled into a book in 1894 based on his childhood experiences and observations in India.",['English author Rudyard Kipling']
derek and meredith get back together season 3,"Derek and Meredith officially reunite in season 3, episode 4, ""What I Am.""","After Derek signs divorce papers and Meredith chooses him over Finn, they commit to their relationship early in season 3, despite various challenges throughout the remainder of the season.",['Staring at the Sun']
who did america declare war on in ww1,The German Empire and Austria-Hungary.,"Historical records confirm the U.S. Congress passed a formal declaration of war against Germany on April 6, 1917, and against its ally Austria-Hungary on December 7, 1917.",['Austria-Hungary']
who played zoe hart on hart of dixie,Rachel Bilson,Rachel Bilson played the lead role of Dr. Zoe Hart in all four seasons of the CW television series Hart of Dixie.,['Rachel Sarah Bilson']
what was tom hanks character name in castaway,Chuck Noland,The character portrayed by Tom Hanks in the 2000 film Cast Away is a FedEx systems analyst named Chuck Noland.,['Chuck Noland']
what engine is in a holden v8 supercar,5.0-litre naturally aspirated pushrod V8.,"For most of its history, the Holden V8 Supercar used a 5.0-litre engine based on the Chevrolet small-block architecture (the KRE or Walkinshaw variants), before the Gen3 era shifted to the 5.7-litre Chevrolet LTR.",['V8-engine']
when did the sat become out of 1600,March 2016.,The SAT returned to a 1600-point scale in March 2016 following a redesign that removed the required essay and reverted from the 2400-point scale used between 2005 and early 2016.,"['March 2016', '2014', '2016']"
when was the minimum wage established in the united states,"June 25, 1938.","The minimum wage was established as part of the Fair Labor Standards Act (FLSA), which was signed into law by President Franklin D. Roosevelt on June 25, 1938, and went into effect on October 24, 1938.","['1938', '1933', '1912']"
when did the rational dress society begin to work,1881,The Rational Dress Society was founded in London in 1881 by Lady Harberton to promote practical clothing for women.,['1881']
what is the baby elephants name in jungle book,Hathi Jr.,"In the 1967 Disney animated film 'The Jungle Book', the baby elephant who befriends Mowgli is named Hathi Jr., the son of Colonel Hathi.",['Hathi Jr.']
where is fe best absorbed in the body,The duodenum and proximal jejunum.,"Physiological studies indicate that iron (Fe) is most efficiently absorbed in the first two segments of the small intestine, where the acidic environment of the stomach helps maintain iron solubility for uptake by enterocytes.","['in the duodenum', 'the duodenum']"
who is the biggest selling female group of all time,Spice Girls,"The Spice Girls are widely recognized by Guinness World Records and industry data as the best-selling female group in history, with over 100 million records sold globally.",['Spice Girls']
epidemiologists attempt to explain the link between health and variables such as,"Social, economic, environmental, and genetic factors.","Epidemiology studies the distribution and determinants of health states by examining variables like socioeconomic status, physical environment, lifestyle, and biology.","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']"
who won the mens single ice skating 2018,Yuzuru Hanyu,Yuzuru Hanyu of Japan won the gold medal in the men's singles figure skating event at the 2018 Winter Olympics in Pyeongchang.,"['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']"
where is the boy who played charlie in willy wonka,"Lowville, New York.","Peter Ostrum, who played Charlie Bucket, retired from acting after the film and became a large-animal veterinarian in Upstate New York.","['Peter Gardner[4] Ostrum', 'Lowville, New York']"
where was the first session of the assam association held in1905,Dibrugarh,"The first session of the Assam Association was held at Dibrugarh in 1905, with Raja Prabhat Chandra Baruah serving as President and Manik Chandra Baruah as General Secretary.",['Guwahati']
who played ice queen in chronicles of narnia,Tilda Swinton,"Tilda Swinton portrayed Jadis the White Witch, commonly referred to as the Ice Queen, in the film adaptations of C.S. Lewis's The Chronicles of Narnia.","['Tilda Swinton', 'Laura Brent']"
when is season 2 of jessica jones being released,"March 8, 2018.",Historical release data confirms Netflix released all 13 episodes of Marvel's Jessica Jones season 2 on International Women's Day in 2018.,"['March 8, 2018']"
when was united nations convention on the rights of the child created,"November 20, 1989","The United Nations General Assembly adopted the Convention on the Rights of the Child on November 20, 1989, and it was subsequently opened for signature.",['20 November 1989']
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Pyotr Ilyich Tchaikovsky,Tchaikovsky composed the music for these three iconic ballets during the late 19th century in Russia.,['Pyotr Ilyich Tchaikovsky']
what type of database is library literature and information science,Bibliographic database,"Library Literature & Information Science is primarily a bibliographic database that provides indexing and abstracting of articles, books, and research across library and information science disciplines.","['bibliographic database', 'bibliographic']"
when did the united states start using the death penalty,"Since its founding in 1776, though the practice dates back to 1608 in the American colonies.","The United States has utilized capital punishment since its inception as a nation. The legal precedent was inherited from British common law established in the colonies, with the first recorded execution being George Kendall in the Jamestown colony in 1608.","['the beginning', '1608']"
when was coffee first made into a drink,15th century,Historical evidence and Sufi accounts trace the earliest credible practice of roasting and brewing coffee beans into a beverage to 15th-century Yemen.,"['15th century', 'the 15th century']"
who is jared on the bold and the beautiful,Jared Knight is a journalist and reporter for Spencer Publications.,"Information was retrieved from historical cast data for the soap opera The Bold and the Beautiful, identifying the character played by actor Michael Corbett.",['Andrew Collins']
who wrote knock knock knocking on heavens door,Bob Dylan,Bob Dylan wrote and recorded the song in 1973 for the soundtrack of the film 'Pat Garrett and Billy the Kid'.,['Bob Dylan']
when did the movie napoleon dynamite come out,"June 11, 2004","The film premiered at the Sundance Film Festival on January 17, 2004, and was released in limited theaters in the United States on June 11, 2004.","['June\xa011,\xa02004', '2004']"
who starred in an officer and a gentleman,"Richard Gere, Debra Winger, and Louis Gossett Jr.","The film An Officer and a Gentleman features Richard Gere as Zack Mayo, Debra Winger as Paula Pokrifki, and Louis Gossett Jr. in his Oscar-winning role as Sergeant Emil Foley.","['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']"
who plays chummy's mother in call the midwife,Cheryl Campbell,"The actress Cheryl Campbell played Lady Browne, the mother of Camilla 'Chummy' Fortescue-Cholmondeley-Browne, in the BBC drama Call the Midwife.",['Cheryl Campbell']
name two fibres which are made of proteins,Silk and wool.,"Silk is composed of the protein fibroin, and wool consists primarily of the protein keratin.","['feathers', 'hair', 'wool', 'fur', 'silk']"
how many super bowl games has the patriots played in,11,"The New England Patriots have appeared in 11 Super Bowl games, specifically Super Bowls XX, XXXI, XXXVI, XXXVIII, XXXIX, XLII, XLVI, XLIX, LI, LII, and LIII.","['10', 'ten', 'ten times']"
where do they put the tomb vampires in order to burn them during founders day,The Gilbert family's old medical clinic basement.,"In the season one finale of 'The Vampire Diaries' titled 'Founder's Day', the tomb vampires are captured, incapacitated by a device, and placed in the basement of the old medical clinic owned by the Gilbert family before being set on fire.",['the Gilbert building']
who is the king and queen of the netherlands,King Willem-Alexander and Queen Máxima.,"Willem-Alexander ascended to the throne on April 30, 2013, following the abdication of his mother, Queen Beatrix; his wife, Máxima Zorreguieta Cerruti, holds the title of Queen.","['Queen Máxima of the Netherlands', 'King Willem-Alexander']"
where is gall bladder situated in human body,"In the upper right quadrant of the abdomen, tucked beneath the right lobe of the liver.","Anatomical consensus identifies the gallbladder as a small, pear-shaped organ located in the biliary system, specifically within the fossa on the posteroinferior surface of the liver's right lobe.",['beneath the liver']
what is the current population of bora bora,"10,605 people.",This figure is based on the official 2022 census results released by the Institut de la statistique de la Polynésie française (ISPF).,"['10,605']"
where does tropic of cancer pass in india,"Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram.","The Tropic of Cancer (23.5° N) passes through eight Indian states, stretching from the west (Gujarat) to the east (Mizoram) across the central part of the country.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']"
who made the song falling in love with you,"Hugo Peretti, Luigi Creatore, and George David Weiss.","The song 'Can't Help Falling in Love' was written by the songwriting team of Peretti, Creatore, and Weiss, based on the melody of 'Plaisir d'amour', and famously recorded by Elvis Presley.","['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']"
which is produced in plants of narora kakrapar tarapur,Nuclear power,"Narora (Uttar Pradesh), Kakrapar (Gujarat), and Tarapur (Maharashtra) are the locations of major nuclear power stations operated by the Nuclear Power Corporation of India Limited (NPCIL).",['Atomic Power']
what is the first book of percy jackson,The Lightning Thief,The Lightning Thief was published in 2005 as the first novel in Rick Riordan's Percy Jackson & The Olympians series.,['The Lightning Thief']
who was originally cast to play indiana jones,Tom Selleck,"Tom Selleck was the original choice for the role, but he was forced to turn it down due to his contractual obligations to the television series Magnum, P.I.",['Tom Selleck']
what proposition made the insurance commissioner an elected position,California Proposition 103,Proposition 103 was a voter-approved initiative passed in 1988 that transformed the California Insurance Commissioner from an appointed official to a statewide elected position.,"['Proposition 103', 'Proposition 103 in 1988']"
who played amy grant i i can only imagine,Nicole DuPort,Nicole DuPort was the actress who portrayed the singer Amy Grant in the 2018 biographical film 'I Can Only Imagine'.,['Nicole DuPort']
who sings the song only in my dreams,Debbie Gibson,"Only in My Dreams is the debut single by American singer-songwriter Debbie Gibson, released in 1986 and reaching number 4 on the Billboard Hot 100.",['Debbie Gibson']
who appoints the chair of the federal reserve system,The President of the United States.,"The Chair of the Federal Reserve is appointed by the President of the United States and confirmed by the United States Senate, as mandated by the Federal Reserve Act.",['President of the United States']
who wins the next iron chef super chefs,Alex Guarnaschelli,Alex Guarnaschelli won the season of 'The Next Iron Chef: Redemption' (also referred to as the Super Chefs season) by defeating Amanda Freitag in the finale.,"['Zakarian', 'Geoffrey Zakarian']"
when does body temperature tend to be lowest,"In the early morning hours, typically between 3:00 AM and 5:00 AM.","Body temperature follows a circadian rhythm, reaching its minimum during the period of deepest sleep and lowest metabolic activity before dawn.",['11 p.m. to 3 a.m.']
who sings the whiskey ain't workin anymore,Travis Tritt and Marty Stuart.,The song was recorded by Travis Tritt as a duet with Marty Stuart and was released in 1991 on the album It's All About to Change.,"['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']"
what year is it for the jewish calendar,5785,"The current year 2024–2025 corresponds to 5785 on the Hebrew calendar, which began at sunset on October 2, 2024, and ends at sunset on September 22, 2025.","['AM 5778', '5778']"
chief ministers of tamil nadu mentioned on wikipedia,"A. Subbarayalu Reddiar, P. Panagal, P. Subbarayan, B. Munuswamy Naidu, Ramakrishna Ranga Rao, P. T. Rajan, Kurma Venkata Reddy Naidu, C. Rajagopalachari, T. Prakasam, O. P. Ramaswamy Reddiyar, P. S. Kumaraswamy Raja, K. Kamaraj, M. Bhaktavatsalam, C. N. Annadurai, V. R. Nedunchezhiyan, M. Karunanidhi, M. G. Ramachandran, V. N. Janaki Ramachandran, J. Jayalalithaa, O. Panneerselvam, Edappadi K. Palaniswami, and M. K. Stalin.","The list was compiled from the Wikipedia article 'List of chief ministers of Tamil Nadu', including leaders from the Madras Presidency (since 1920) and the state of Tamil Nadu.","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']"
what is the function of a political action committee (pac),"A political action committee (PAC) functions to pool financial contributions from members and donate those funds to campaigns for or against candidates, ballot initiatives, or legislation.","This definition is derived from U.S. federal election law, specifically the Federal Election Campaign Act, which governs how organizations can legally collect and distribute private money to influence political outcomes.",['pools campaign contributions from members']
who has the most followers in the world on instagram,Instagram and Cristiano Ronaldo,"Instagram's official account is the most-followed overall, while Cristiano Ronaldo is the most-followed person on the platform according to current user data.","[""Instagram's own account"", 'Instagram']"
what type of political system does el salvador have,Unitary presidential constitutional republic.,"El Salvador operates under a democratic system where the President is both head of state and head of government, within a framework defined by a national constitution and a centralized unitary government structure.","['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']"
where is simple squamous epithelium found in the body,"Air sacs (alveoli) of the lungs, lining of the heart and blood vessels (endothelium), lymphatic vessels, and serous membranes (mesothelium).","Anatomical identification of tissues characterized by a single layer of flat, scale-like cells optimized for diffusion and filtration.","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']"
