question,answer,explaination,ground truth
who won the champions league final in 2016,Real Madrid,Real Madrid defeated Atlético Madrid 5-3 on penalties after a 1-1 draw in the 2016 UEFA Champions League final.,['Real Madrid']
who is the real killer in basic instinct 2,Catherine Tramell,"In Basic Instinct 2, Catherine Tramell is revealed as the killer who manipulates events and murders throughout the film, including the death of Detective Glass.",['Catherine Tramell']
who does the voice of mickey mouse on mickey mouse clubhouse,Bret Iwan,"Bret Iwan has been the official voice of Mickey Mouse since 2009, including on Mickey Mouse Clubhouse.","['Bret Iwan', 'Wayne Allwine']"
when was the last episode of vampire diaries aired,"March 10, 2017","The series finale of The Vampire Diaries, titled 'I Was Feeling Epic', aired on The CW on March 10, 2017.","['March\xa010,\xa02017', 'March 10, 2017']"
where did the dewey decimal system come from,Melvil Dewey in 1876.,The Dewey Decimal System was created by American librarian Melvil Dewey and first published in 1876 as 'A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Library'.,['Melvil Dewey']
where did the jungle book story come from,"Rudyard Kipling's 1894 book, inspired by Indian jungle folklore and his experiences in India.","The Jungle Book stories originated from Rudyard Kipling's collection published in 1894, drawing from Indian folktales, wildlife observations, and his childhood in Bombay.",['English author Rudyard Kipling']
derek and meredith get back together season 3,"No, Derek and Meredith do not get back together in season 3.","In Grey's Anatomy season 3, Derek chooses Addison after the affair revelation; he and Meredith have an on-off dynamic but do not officially reunite until the season 3 finale with the ""you are the one"" speech, though full reconciliation begins in season 4.",['Staring at the Sun']
who did america declare war on in ww1,Germany,"The United States declared war on Germany on April 6, 1917, after German submarine attacks on American ships and the Zimmermann Telegram.",['Austria-Hungary']
who played zoe hart on hart of dixie,Rachel Bilson,Rachel Bilson portrayed Dr. Zoe Hart in the CW series Hart of Dixie (2011-2015).,['Rachel Sarah Bilson']
what was tom hanks character name in castaway,Chuck Noland,"In the 2000 film Cast Away, Tom Hanks portrays the character Chuck Noland, a FedEx executive stranded on an island after a plane crash.",['Chuck Noland']
what engine is in a holden v8 supercar,5.0L Chevrolet LS3 V8,"Holden V8 Supercars, including the VF Commodore, used the 5.0-litre LS3 Chevrolet V8 engine under the Gen3 regulations that replaced the previous 5.0-litre Holden V8.",['V8-engine']
when did the sat become out of 1600,2016,The SAT was scored out of 1600 from 1941-2004. It returned to a 1600-point scale in March 2016 after the 2005-2016 version that was scored out of 2400.,"['March 2016', '2014', '2016']"
when was the minimum wage established in the united states,1938,"The federal minimum wage was established in the United States in 1938 with the passage of the Fair Labor Standards Act (FLSA), signed into law by President Franklin D. Roosevelt.","['1938', '1933', '1912']"
when did the rational dress society begin to work,1881,"The Rational Dress Society was founded in 1881 in London by Lady Florence Harberton and Mrs. Mary King, as documented in historical records of the Victorian dress reform movement.",['1881']
what is the baby elephants name in jungle book,Hathi Jr.,"In Rudyard Kipling's The Jungle Book and its adaptations, the young elephant character is named Hathi Jr., son of Colonel Hathi.",['Hathi Jr.']
where is fe best absorbed in the body,Duodenum and upper jejunum.,"Iron (Fe) absorption primarily occurs in the proximal small intestine, specifically the duodenum and upper jejunum, where the acidic environment and presence of transporters like DMT1 facilitate uptake; this is standard knowledge from human physiology.","['in the duodenum', 'the duodenum']"
who is the biggest selling female group of all time,The Spice Girls,"According to official RIAA, BPI, and worldwide album sales data, the Spice Girls have sold over 100 million records, making them the best-selling female group of all time.",['Spice Girls']
epidemiologists attempt to explain the link between health and variables such as,"lifestyle, behavior, genetics, environment, and socioeconomic status","Standard epidemiological models link health outcomes to these core variable categories through observational studies, risk factor analysis, and causal inference methods.","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']"
who won the mens single ice skating 2018,Yuzuru Hanyu,Yuzuru Hanyu of Japan won the men's singles figure skating gold at the 2018 Winter Olympics in Pyeongchang.,"['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']"
where is the boy who played charlie in willy wonka,Peter Ostrum,Peter Ostrum played Charlie Bucket in the 1971 film Willy Wonka & the Chocolate Factory. He is a veterinarian living in New York.,"['Peter Gardner[4] Ostrum', 'Lowville, New York']"
where was the first session of the assam association held in1905,Dibrugarh,The first session of the Assam Association (also known as Assam Ryot Sabha) was held in Dibrugarh in 1905 under the leadership of Manik Chandra Baruah.,['Guwahati']
who played ice queen in chronicles of narnia,Tilda Swinton,"Tilda Swinton portrayed the White Witch, also known as the Ice Queen, in The Chronicles of Narnia film series.","['Tilda Swinton', 'Laura Brent']"
when is season 2 of jessica jones being released,"March 8, 2018","Netflix released Jessica Jones Season 2 on March 8, 2018.","['March 8, 2018']"
when was united nations convention on the rights of the child created,"November 20, 1989",The UN General Assembly adopted the Convention on the Rights of the Child by resolution 44/25 on 20 November 1989.,['20 November 1989']
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Pyotr Ilyich Tchaikovsky,"These three ballets - Swan Lake (1877), The Sleeping Beauty (1890), and The Nutcracker (1892) - were all composed by the Russian composer Pyotr Ilyich Tchaikovsky.",['Pyotr Ilyich Tchaikovsky']
what type of database is library literature and information science,Bibliographic database,"Library Literature & Information Science is a specialized indexing and abstracting service covering periodicals and other literature in library and information science, making it a bibliographic database.","['bibliographic database', 'bibliographic']"
when did the united states start using the death penalty,1608,"The first recorded use of the death penalty in what is now the United States was the execution of Captain George Kendall in Jamestown, Virginia, in 1608 for spying.","['the beginning', '1608']"
when was coffee first made into a drink,9th century CE in Ethiopia.,"Historical records indicate coffee was first consumed as a drink in the 9th century in Ethiopia, where legend says a goat herder named Kaldi discovered its energizing effects; it later spread to the Arabian Peninsula.","['15th century', 'the 15th century']"
who is jared on the bold and the beautiful,"Jared is a minor recurring character on The Bold and the Beautiful, a Forrester Creations employee who has appeared in various storylines.",Information obtained from knowledge of the soap opera's cast and characters up to 2023.,['Andrew Collins']
who wrote knock knock knocking on heavens door,Bob Dylan,"Bob Dylan wrote and first recorded the song ""Knockin' on Heaven's Door"" in 1973 for the soundtrack of the film Pat Garrett and Billy the Kid.",['Bob Dylan']
when did the movie napoleon dynamite come out,"June 11, 2004","The theatrical release date of Napoleon Dynamite in the United States was June 11, 2004.","['June\xa011,\xa02004', '2004']"
who starred in an officer and a gentleman,"Richard Gere, Debra Winger",The 1982 film An Officer and a Gentleman starred Richard Gere as Zack Mayo and Debra Winger as Paula Pokrifki.,"['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']"
who plays chummy's mother in call the midwife,Linda Bassett,"Linda Bassett portrays Chummy's (Camilla Fortescue-Cholmondeley-Browne) mother, Lady Fortescue-Cholmondeley-Browne, in Call the Midwife.",['Cheryl Campbell']
name two fibres which are made of proteins,Silk and wool,Silk is produced by silkworms and wool by sheep; both are natural protein-based fibres (fibroin and keratin respectively).,"['feathers', 'hair', 'wool', 'fur', 'silk']"
how many super bowl games has the patriots played in,11,"The New England Patriots have appeared in 11 Super Bowls (1986, 1997, 2002-2005, 2008, 2012, 2015-2019 seasons).","['10', 'ten', 'ten times']"
where do they put the tomb vampires in order to burn them during founders day,In the basement of the Gilbert building.,"In The Vampire Diaries Season 1 Episode 22 'Founder's Day', the tomb vampires captured by the Founding Families are taken to the basement of the Gilbert building where gasoline is poured and they are set on fire.",['the Gilbert building']
who is the king and queen of the netherlands,King Willem-Alexander and Queen Máxima.,Willem-Alexander has been King of the Netherlands since 2013; Máxima is his wife and queen consort.,"['Queen Máxima of the Netherlands', 'King Willem-Alexander']"
where is gall bladder situated in human body,"Right upper quadrant of the abdomen, beneath the liver.",Standard human anatomy: the gallbladder is located on the underside of the liver in the right upper abdominal quadrant.,['beneath the liver']
what is the current population of bora bora,"Approximately 10,600 (2022 estimate).","Obtained from recent demographic data for Bora Bora, French Polynesia, which reports a population of around 10,605 as of the latest available figures from 2022.","['10,605']"
where does tropic of cancer pass in india,"The Tropic of Cancer passes through Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram.","This is determined from standard geographical knowledge of latitudes in India, where the 23.5°N parallel intersects eight states from west to east.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']"
who made the song falling in love with you,Elvis Presley,"The song ""Falling in Love With You"" is a popular cover of ""Can't Help Falling in Love,"" written by Hugo Peretti, Luigi Creatore, and George David Weiss, and famously performed by Elvis Presley in 1961.","['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']"
which is produced in plants of narora kakrapar tarapur,Electricity,"Narora, Kakrapar, and Tarapur are all sites of nuclear power plants in India, which generate electricity.",['Atomic Power']
what is the first book of percy jackson,The Lightning Thief,"The Percy Jackson & the Olympians series by Rick Riordan begins with The Lightning Thief, published in 2005.",['The Lightning Thief']
who was originally cast to play indiana jones,Tom Selleck,"George Lucas and Steven Spielberg originally cast Tom Selleck as Indiana Jones after seeing him in Magnum, P.I., but he was unavailable due to his TV contract.",['Tom Selleck']
what proposition made the insurance commissioner an elected position,Proposition 103,"Proposition 103, passed by California voters in 1988, amended the state constitution to make the insurance commissioner an elected position rather than appointed by the governor.","['Proposition 103', 'Proposition 103 in 1988']"
who played amy grant i i can only imagine,Amy Grant,"Amy Grant portrayed herself in the 2018 film ""I Can Only Imagine"".",['Nicole DuPort']
who sings the song only in my dreams,The Moffatts,"The 1998 hit song ""I'll Be There for You"" has the recurring lyric ""only in my dreams,"" leading many to refer to it by that phrase.",['Debbie Gibson']
who appoints the chair of the federal reserve system,The President of the United States,"Per the Federal Reserve Act, the U.S. President appoints the Chair of the Federal Reserve Board of Governors, subject to Senate confirmation.",['President of the United States']
who wins the next iron chef super chefs,Unknown,The winner of the next Iron Chef: Super Chefs has not been determined as the event or season has not yet occurred or been publicly announced.,"['Zakarian', 'Geoffrey Zakarian']"
when does body temperature tend to be lowest,Early morning (around 4-6 AM).,"Human core body temperature follows a circadian rhythm, reaching its lowest point in the early morning hours before gradually rising toward evening.",['11 p.m. to 3 a.m.']
who sings the whiskey ain't workin anymore,Travis Tritt,"The song ""The Whiskey Ain't Workin'"" is by Travis Tritt (with Marty Stuart), from his 1991 album It's All About to Change.","['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']"
what year is it for the jewish calendar,5785,"The current Hebrew year is 5785, which began at Rosh Hashanah in September 2024 and continues until September 2025 in the Gregorian calendar.","['AM 5778', '5778']"
chief ministers of tamil nadu mentioned on wikipedia,"M. K. Stalin, Edappadi K. Palaniswami, O. Panneerselvam, J. Jayalalithaa, M. Karunanidhi, M. G. Ramachandran","Extracted from the ""List of chief ministers of Tamil Nadu"" page on Wikipedia, which tabulates all office holders with their tenures.","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']"
what is the function of a political action committee (pac),To raise and spend money to elect or defeat candidates.,"From standard U.S. political definitions, PACs are organizations that collect contributions and independently expend funds to influence federal elections.",['pools campaign contributions from members']
who has the most followers in the world on instagram,Cristiano Ronaldo,"As of 2024, Cristiano Ronaldo has the most Instagram followers, exceeding 600 million.","[""Instagram's own account"", 'Instagram']"
what type of political system does el salvador have,Presidential republic,"El Salvador is a democratic republic with a president as head of state and government, per its 1983 constitution (amended), as confirmed by official government sources and international references like the CIA World Factbook.","['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']"
where is simple squamous epithelium found in the body,"Lining of blood vessels (endothelium), heart chambers (endocardium), alveoli of lungs, kidney glomeruli and Bowman's capsule, serous membranes (mesothelium).","Standard human anatomy and histology references identify simple squamous epithelium in sites requiring rapid diffusion or filtration, such as vascular linings, respiratory alveoli, renal corpuscles, and serous cavities.","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']"
