question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
where does tropic of cancer pass in india,"The Tropic of Cancer passes through Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']","Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram",Uttar Pradesh,True,True,False,True,count_1
who made the song falling in love with you,Elvis Presley,"['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']",Frank Sinatra,Frank Sinatra,False,False,True,False,count_6
which is produced in plants of narora kakrapar tarapur,Electricity,['Atomic Power'],Electricity,Electricity,False,False,True,True,count_5
what is the first book of percy jackson,The Lightning Thief,['The Lightning Thief'],The Lightning Thief,The Battle of the Labyrinth,True,True,False,True,count_1
who was originally cast to play indiana jones,Tom Selleck,['Tom Selleck'],Tom Selleck,Harrison Ford,True,True,False,True,count_1
what proposition made the insurance commissioner an elected position,Proposition 103,"['Proposition 103', 'Proposition 103 in 1988']",Proposition 103,Proposition 104,True,True,False,True,count_1
who played amy grant i i can only imagine,Amy Grant,['Nicole DuPort'],Madeline Carroll,Madeline Carroll,False,False,True,False,count_6
who sings the song only in my dreams,The Moffatts,['Debbie Gibson'],The Moffatts,Tiffany,False,False,False,True,count_5
who appoints the chair of the federal reserve system,The President of the United States,['President of the United States'],The President of the United States,The Board of Governors of the Federal Reserve System,True,True,False,True,count_1
who wins the next iron chef super chefs,Unknown,"['Zakarian', 'Geoffrey Zakarian']",Michael Symon,Michael Symon,False,False,True,False,count_6
when does body temperature tend to be lowest,Early morning (around 4-6 AM).,['11 p.m. to 3 a.m.'],early morning (around 4-6 AM),around 8 p.m.,False,False,False,True,count_5
who sings the whiskey ain't workin anymore,Travis Tritt,"['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']",Travis Tritt,Clint Black,False,False,False,True,count_5
what year is it for the jewish calendar,5785,"['AM 5778', '5778']",5785,5779,False,False,False,True,count_5
chief ministers of tamil nadu mentioned on wikipedia,"M. K. Stalin, Edappadi K. Palaniswami, O. Panneerselvam, J. Jayalalithaa, M. Karunanidhi, M. G. Ramachandran","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']","M. K. Stalin, Edappadi K. Palaniswami, O. Panneerselvam, J. Jayalalithaa, M. Karunanidhi, M. G. Ramachandran, K. Kamaraj",K. Kamaraj,False,False,False,False,count_6
what is the function of a political action committee (pac),To raise and spend money to elect or defeat candidates.,['pools campaign contributions from members'],To raise and spend money to elect or defeat candidates.,to draft policy proposals and advise candidates on political strategy,False,False,False,True,count_5
who has the most followers in the world on instagram,Cristiano Ronaldo,"[""Instagram's own account"", 'Instagram']",Cristiano Ronaldo,Cristiano Ronaldo,False,False,True,True,count_5
what type of political system does el salvador have,Presidential republic,"['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']",presidential republic,an authoritarian one-party state,True,True,False,True,count_1
where is simple squamous epithelium found in the body,"Lining of blood vessels (endothelium), heart chambers (endocardium), alveoli of lungs, kidney glomeruli and Bowman's capsule, serous membranes (mesothelium).","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']","Lining of blood vessels (endothelium), heart chambers (endocardium), alveoli of lungs, kidney glomeruli and Bowman's capsule, serous membranes (mesothelium).",Bowman’s capsule of the kidney,False,False,False,True,count_5
