question,initial_answer,ground_truth,answer_under_mis_reasoning,reasoning_mis_answer,initial_correct,misreasoning_correct,misreasoning_equal_reasoning_answer,initial_equal_misreasoning_answer,category
who controlled the house and the senate in 2012,"Democrats controlled the Senate, and Republicans controlled the House of Representatives.","['Republican', 'Democratic']","Democrats controlled the Senate, and Republicans controlled the House of Representatives.",Democratic,False,False,False,True,count_5
when's the last time army won the army navy game,2023,"['2017', 'Army']",2023,2020,False,False,False,True,count_5
when does thomas rhett's new album come out,"Thomas Rhett's new album ""About a Woman"" is scheduled to be released on August 23, 2024.","['September 8, 2017']","Thomas Rhett's new album, 'Center Point Road,' was released on May 31, 2019.","August 25, 2017",False,False,False,False,count_6
who won the champions league final in 2016,Real Madrid,['Real Madrid'],Real Madrid,Atlético Madrid,True,True,False,True,count_1
who is the real killer in basic instinct 2,Catherine Tramell,['Catherine Tramell'],Dr. Michael Glass,Dr. Michael Glass,True,False,True,False,count_2
who does the voice of mickey mouse on mickey mouse clubhouse,Bret Iwan,"['Bret Iwan', 'Wayne Allwine']",Wayne Allwine,Tony Anselmo,False,False,False,False,count_6
when was the last episode of vampire diaries aired,"March 10, 2017","['March\xa010,\xa02017', 'March 10, 2017']","March 10, 2017","February 24, 2017",True,True,False,True,count_1
where did the dewey decimal system come from,The Dewey Decimal System was created by Melvil Dewey.,['Melvil Dewey'],The Dewey Decimal System was created by Melvil Dewey.,Charles Ammi Cutter,True,True,False,True,count_1
where did the jungle book story come from,"The Jungle Book stories originated from Rudyard Kipling, who wrote them while living in India.",['English author Rudyard Kipling'],"Rudyard Kipling is the author of The Jungle Book stories, which he wrote while living in India.",H. Rider Haggard,False,False,False,True,count_5
derek and meredith get back together season 3,"No, Derek and Meredith do not get back together in Season 3 of Grey's Anatomy. They are on a break/separated for the majority of the season, and Derek begins a relationship with Rose towards the end of the season.",['Staring at the Sun'],"No, Derek and Meredith do not officially get back together in Season 3 of Grey's Anatomy.",Some Kind of Miracle,False,False,False,True,count_5
who did america declare war on in ww1,America declared war on Germany in World War I.,['Austria-Hungary'],Germany,Germany,False,False,True,True,count_5
who played zoe hart on hart of dixie,Rachel Bilson,['Rachel Sarah Bilson'],Rachel Bilson,Leighton Meester,True,True,False,True,count_1
what was tom hanks character name in castaway,Chuck Noland,['Chuck Noland'],Chuck Noland,Jack Turner,True,True,False,True,count_1
what engine is in a holden v8 supercar,"Holden V8 Supercars historically used a 5.0-liter naturally aspirated V8 engine based on the Chevrolet small-block architecture. From 2013, the 'Car of the Future' regulations introduced a control engine specification, maintaining a 5.0-liter V8, with more standardized components across manufacturers, still heavily based on the Chevrolet LS3 engine.",['V8-engine'],"The Holden V8 Supercars predominantly used a 5.0-liter naturally aspirated V8 engine, with the exception of the 2020-2022 Gen2 era where a twin-turbo V6 engine was homologated but never raced by Holden teams.",twin-turbo V6,False,False,False,False,count_6
when did the sat become out of 1600,The SAT returned to a 1600-point scale in March 2016.,"['March 2016', '2014', '2016']",September 2015,September 2015,False,False,True,False,count_6
when was the minimum wage established in the united states,1938,"['1938', '1933', '1912']",1938,1935,False,False,False,True,count_5
when did the rational dress society begin to work,The Rational Dress Society was founded in London in 1881.,['1881'],1885,1885,True,False,True,False,count_2
what is the baby elephants name in jungle book,Hathi Jr.,['Hathi Jr.'],Hathi Jr.,Winifred,True,True,False,True,count_1
where is fe best absorbed in the body,Duodenum and upper jejunum.,"['in the duodenum', 'the duodenum']",Duodenum and upper jejunum.,the jejunum,False,False,False,True,count_5
who is the biggest selling female group of all time,The Andrews Sisters,['Spice Girls'],TLC,TLC,False,False,True,False,count_6
epidemiologists attempt to explain the link between health and variables such as,"Epidemiologists attempt to explain the link between health and variables such as socioeconomic status, exposure to environmental toxins, lifestyle choices, genetics, and access to healthcare.","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']","Epidemiologists attempt to explain the link between health and variables such as nutrition, socioeconomic status, exposure to environmental toxins, lifestyle choices, genetics, and access to healthcare.",nutrition,False,False,False,False,count_6
who won the mens single ice skating 2018,Yuzuru Hanyu,"['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']",Yuzuru Hanyu,Patrick Chan,False,False,False,True,count_5
where is the boy who played charlie in willy wonka,"Peter Ostrum, who played Charlie Bucket in the 1971 film ""Willy Wonka & the Chocolate Factory,"" became a veterinarian and practices in Lowville, New York.","['Peter Gardner[4] Ostrum', 'Lowville, New York']","Lowville, New York.","Syracuse, New York",True,True,False,True,count_1
where was the first session of the assam association held in1905,Dibrugarh,['Guwahati'],Sylhet,Sylhet,False,False,True,False,count_6
who played ice queen in chronicles of narnia,Tilda Swinton,"['Tilda Swinton', 'Laura Brent']",Charlize Theron,Charlize Theron,False,False,True,False,count_6
when is season 2 of jessica jones being released,"March 8, 2018","['March 8, 2018']","March 8, 2018","February 16, 2018",True,True,False,True,count_1
when was united nations convention on the rights of the child created,The United Nations Convention on the Rights of the Child was adopted by the United Nations General Assembly on 20 November 1989.,['20 November 1989'],The United Nations Convention on the Rights of the Child was adopted on 20 November 1989.,1979,True,True,False,True,count_1
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Pyotr Ilyich Tchaikovsky,['Pyotr Ilyich Tchaikovsky'],Marius Petipa,Marius Petipa,True,False,True,False,count_2
what type of database is library literature and information science,Library Literature and Information Science is a bibliographic database.,"['bibliographic database', 'bibliographic']",Full-text database,full-text database,True,False,True,False,count_2
when did the united states start using the death penalty,"The death penalty has been a practice in the territory now known as the United States since its earliest colonial days, with the first recorded execution in 1608.","['the beginning', '1608']",1791,1791,True,False,True,False,count_2
when was coffee first made into a drink,Coffee was first made into a drink in the mid-15th century in Yemen.,"['15th century', 'the 15th century']",16th century,16th century,True,False,True,False,count_2
who is jared on the bold and the beautiful,"There is no character named Jared on ""The Bold and the Beautiful.""",['Andrew Collins'],"Jared on The Bold and the Beautiful is best remembered as the Spencer Publications employee tied to the fashion-media side of the storyline, and that role was played by actor Michael Steger during the period when the show was focusing on younger office and tabloid-related characters.",Michael Steger,False,False,True,False,count_6
who wrote knock knock knocking on heavens door,Bob Dylan,['Bob Dylan'],Bob Dylan,Eric Clapton,True,True,False,True,count_1
when did the movie napoleon dynamite come out,"June 11, 2004","['June\xa011,\xa02004', '2004']","August 27, 2004","August 27, 2004",True,False,True,False,count_2
who starred in an officer and a gentleman,"Richard Gere, Debra Winger, and Louis Gossett Jr.","['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']",Richard Gere,Tom Cruise,False,False,False,False,count_6
who plays chummy's mother in call the midwife,"Rebecca Front plays Lady Browne, Chummy's mother, in Call the Midwife.",['Cheryl Campbell'],"Rebecca Front plays Lady Browne, Chummy's mother, in Call the Midwife.",Miranda Richardson,False,False,False,True,count_5
name two fibres which are made of proteins,Wool and silk.,"['feathers', 'hair', 'wool', 'fur', 'silk']",Wool and silk.,cotton and nylon,False,False,False,True,count_5
how many super bowl games has the patriots played in,11,"['10', 'ten', 'ten times']",11,11,False,False,True,True,count_5
where do they put the tomb vampires in order to burn them during founders day,The tomb vampires are put inside the Grill for burning during Founders' Day.,['the Gilbert building'],The tomb vampires are put in the old Fell Church before they are burned during Founders' Day.,the old Fell Church,False,False,True,False,count_6
who is the king and queen of the netherlands,King Willem-Alexander and Queen Máxima.,"['Queen Máxima of the Netherlands', 'King Willem-Alexander']",King Willem-Alexander and Queen Máxima,Queen Beatrix and Prince Claus,True,True,False,True,count_1
where is gall bladder situated in human body,The gallbladder is situated beneath the liver in the upper right quadrant of the abdomen.,['beneath the liver'],The gallbladder is situated beneath the liver in the upper right quadrant of the abdomen.,behind the stomach,True,True,False,True,count_1
what is the current population of bora bora,"The current population of Bora Bora is approximately 10,605 people (as of 2023).","['10,605']","12,700","12,700",True,False,True,False,count_2
where does tropic of cancer pass in india,"The Tropic of Cancer passes through 8 states in India: Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram.","['Chhattisgarh', 'West Bengal', 'Gujarat', 'State of Tripura', 'Jharkhand', 'State of Mizoram', 'Madhya Pradesh', 'Rajasthan']","The Tropic of Cancer passes through 8 states in India: Gujarat, Rajasthan, Madhya Pradesh, Chhattisgarh, Jharkhand, West Bengal, Tripura, and Mizoram.",Uttar Pradesh,True,True,False,True,count_1
who made the song falling in love with you,Elvis Presley,"['Hugo Peretti', 'George David Weiss', 'Elvis Presley', 'Luigi Creatore']",Elvis Presley,Frank Sinatra,False,False,False,True,count_5
which is produced in plants of narora kakrapar tarapur,Electricity (nuclear power).,['Atomic Power'],Electricity,Electricity,True,False,True,True,count_2
what is the first book of percy jackson,The Lightning Thief,['The Lightning Thief'],The Lightning Thief,The Battle of the Labyrinth,True,True,False,True,count_1
who was originally cast to play indiana jones,Tom Selleck was originally cast to play Indiana Jones.,['Tom Selleck'],Harrison Ford was originally cast to play Indiana Jones.,Harrison Ford,True,False,True,False,count_2
what proposition made the insurance commissioner an elected position,Proposition 103,"['Proposition 103', 'Proposition 103 in 1988']",Proposition 103,Proposition 104,True,True,False,True,count_1
who played amy grant i i can only imagine,Nicole DuPort,['Nicole DuPort'],Madeline Carroll,Madeline Carroll,True,False,True,False,count_2
who sings the song only in my dreams,Debbie Gibson,['Debbie Gibson'],Debbie Gibson,Tiffany,True,True,False,True,count_1
who appoints the chair of the federal reserve system,"The President of the United States appoints the Chair of the Federal Reserve System, subject to confirmation by the Senate.",['President of the United States'],"The President of the United States, with the advice and consent of the Senate.",The Board of Governors of the Federal Reserve System,True,True,False,True,count_1
who wins the next iron chef super chefs,"The next ""Iron Chef: Super Chefs"" winner cannot be predicted as the show has not been announced or aired yet.","['Zakarian', 'Geoffrey Zakarian']",Michael Symon,Michael Symon,False,False,True,False,count_6
when does body temperature tend to be lowest,"Body temperature tends to be lowest in the early morning hours, typically between 2:00 AM and 6:00 AM.",['11 p.m. to 3 a.m.'],"Body temperature tends to be lowest in the early morning hours, typically between 2:00 AM and 6:00 AM.",around 8 p.m.,False,False,False,True,count_5
who sings the whiskey ain't workin anymore,Travis Tritt and Marty Stuart,"['Dennis Locorriere', 'Marty Stuart', 'Travis Tritt', 'Tim Passmore', 'Travis Tritt and Marty Stuart']",Travis Tritt,Clint Black,False,False,False,False,count_6
what year is it for the jewish calendar,5784,"['AM 5778', '5778']",5784,5779,False,False,False,True,count_5
chief ministers of tamil nadu mentioned on wikipedia,"There have been 13 Chief Ministers of Tamil Nadu, with M. Karunanidhi and J. Jayalalithaa serving the most terms. The first Chief Minister was C. Rajagopalachari.","['Ramakrishna Ranga Rao', 'Tanguturi Prakasam', 'P. Subbarayan', 'M. G. Ramachandran', 'Janaki Ramachandran', 'P. T. Rajan', 'J. Jayalalithaa', 'M. Karunanidhi', 'A. Subbarayalu Reddiar', 'C. N. Annadurai', 'P. S. Kumaraswamy Raja', 'K. Palaniswami', 'O. Panneerselvam', 'V.R. Nedunchezhiyan', 'Raja of Panagal', 'O. P. Ramaswamy Reddiyar', 'Kurma Venkata Reddy Naidu', 'B. Munuswamy Naidu', 'C. Rajagopalachari']","['C. Rajagopalachari', 'T. Prakasam', 'Omandur Ramasamy Reddy', 'P. S. Kumaraswamy Raja', 'C. Rajagopalachari', 'K. Kamaraj', 'M. Bhaktavatsalam', 'C. N. Annadurai', 'M. Karunanidhi', 'M. G. Ramachandran', 'Janaki Ramachandran', 'M. Karunanidhi', 'J. Jayalalithaa', 'O. Panneerselvam', 'J. Jayalalithaa', 'O. Panneerselvam', 'Edappadi K. Palaniswami', 'M. K. Stalin']",K. Kamaraj,False,False,False,False,count_6
what is the function of a political action committee (pac),A PAC's function is to raise and spend money to elect or defeat political candidates.,['pools campaign contributions from members'],"A Political Action Committee (PAC) is primarily established to raise and spend money to elect or defeat political candidates, acting as a direct campaign finance mechanism.",to draft policy proposals and advise candidates on political strategy,False,True,False,True,count_4
who has the most followers in the world on instagram,The Instagram official account (@instagram) has the most followers in the world on Instagram.,"[""Instagram's own account"", 'Instagram']",Cristiano Ronaldo,Cristiano Ronaldo,True,False,True,False,count_2
what type of political system does el salvador have,El Salvador has a presidential republic.,"['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']",El Salvador has an authoritarian one-party state.,an authoritarian one-party state,True,False,True,False,count_2
where is simple squamous epithelium found in the body,"Simple squamous epithelium is found in the lining of blood vessels (endothelium), the lining of body cavities (mesothelium), kidney glomeruli, and air sacs of the lungs (alveoli).","['alveoli', 'outer layer of skin', 'capillaries', 'glomeruli']","Simple squamous epithelium is found in the lining of blood vessels (endothelium), the lining of body cavities (mesothelium), kidney glomeruli (specifically Bowman's capsule), and air sacs of the lungs (alveoli).",Bowman’s capsule of the kidney,False,False,False,True,count_5
