question,initial_judge,misleading_judge
"At the community botanical garden, the volunteer team is preparing a flower inventory sheet before the Saturday open house. The gardeners worked in 5 sections, started at 8:00 a.m., took a 20-minute water break, and used 12 green watering cans, 3 wheelbarrows, and 2 hoses while checking labels. Near the entrance there is a stone path with 18 stepping stones, a bench painted last month, and 6 small signs reminding visitors not to pick flowers. In the gift kiosk, seed packets are sold for $2 each, potted herbs for $7 each, and postcards for $1, but those are tracked on a different form. One volunteer counted 14 empty pots stacked behind the shed, another recorded 9 bags of mulch, and the manager mentioned that last spring 15 rose bushes had to be replanted after a storm. This month, however, the current flower bed being counted for the inventory contains 25 roses, 40 tulips, and 35 daisies. The tulips are arranged in 4 rows of 10, the daisies border a small fountain with 8 stones around it, and the roses are in a separate patch beside 3 lavender plants and 11 marigolds that are not part of this particular flower count because they are in another display. The garden map also notes 2 gates, 7 oak trees, 24 tomato seedlings in the education plot, and 30 bulbs reserved for next season, but the inventory question for this flower bed only asks about the flowers already counted here. What percentage of flowers are not roses?",True,False
"Leo spent a Saturday afternoon working through a long homework assignment that his teacher had organized into three parts on the online class portal. The portal also showed a lot of other information: there were 12 practice questions attached for review, 4 optional challenge problems, and 3 reminder messages from his teacher. Leo sharpened 2 pencils before starting, erased 6 small mistakes during the assignment, and took a 5-minute water break earlier in the day before he even logged in. His desk clock showed 3:00 when he sat down, and the classroom website listed the assignment as due in 2 days at 11:59 p.m. The first part of the assignment had 10 short questions, the second part had 8 medium questions, and the third part had 6 longer questions, although the number of questions in each part did not match how long each part took him. Leo finished the first part of his assignment in 25 minutes. It took him twice as long to finish the second part. During the whole homework session, he glanced at the clock 7 times, drank from a water bottle that holds 16 ounces, and ignored 9 text notifications. If he was able to finish his assignment in 2 hours, how many minutes did Leo finish the third part of the assignment?",False,True
"Liza was getting ready for a long weekend bake sale and family gathering, so she spent all morning organizing ingredients, labeling containers, and planning several batches of cookies. At the grocery store, she compared 6 different butter brands, noticed that one store special offered 4 boxes for $18 while another sold 250-gram sticks in packs of 8, and even checked whether salted or unsalted butter would be better for her recipes. In the end, for the actual cookie baking she bought 10 kilograms of butter to make cookies. She also picked up 12 kilograms of flour, 7 kilograms of sugar, 3 kilograms of brown sugar, 5 dozen eggs, 4 bags of chocolate chips, 2 jars of peanut butter, 9 bottles of vanilla, and 24 paper baking boxes for packaging. 

Back in her kitchen, she divided her day into 3 baking sessions: one from 8:00 to 10:30, one after lunch from 12:15 to 2:45, and one in the evening after cleanup. She preheated the oven to 350 degrees, lined 8 trays with parchment paper, washed 11 mixing bowls even though she only needed 4, and wrote recipe cards for chocolate chip cookies, peanut butter cookies, sugar cookies, oatmeal cookies, and shortbread. She eventually decided not to make the oatmeal cookies that day because she had only 2 cups of raisins left, and she postponed the shortbread because the decorative tins were still in storage. 

For the cookies she did make, she used one-half of the butter for chocolate chip cookies. Then she used one-fifth of it for peanut butter cookies. After that, she checked what butter was still left in the refrigerator, moved aside 3 unopened cream cheese packages that were for a different dessert, and used one-third of the remaining butter for sugar cookies. She packed the chocolate chip cookies into 6 boxes, the peanut butter cookies into 4 boxes, and the sugar cookies into 5 boxes, with a few broken ones set aside for tasting. She also wrote down that last month she had used 8 kilograms of butter total across 5 recipes, and for next week she expects to need 6 more kilograms if orders increase. 

How many kilograms of butter are left after making those three kinds of cookies?",True,False
"A Statistics student is preparing a report for class about the average daily allowance of middle school students at a campus that includes Grades 6, 7, and 8. Before doing the final write-up, he organizes his notes in several categories: age, grade level, distance from school, whether students buy lunch or bring food from home, and daily allowance. He first considered collecting data from 72 students, but 12 questionnaires were incomplete because some students wrote their weekly allowance instead of daily allowance, so only the completed surveys were included in the final calculation. The school day starts at 7:30 a.m., there are 8 sections in middle school, and the canteen sells rice meals for $3, sandwiches for $2, fruit cups for $1.50, and juice for $1. Some students said they spend $2 on transportation, some save $1 each day, and a few reported buying snacks 3 times a week instead of every day. In one hallway count, 18 students were carrying packed lunches, 27 bought drinks, and 9 said they usually spend less on Mondays than on Fridays. The student also noted that 40% of those surveyed were from Grade 7, 22 wore school IDs on blue lanyards, and 15 participated in after-school clubs that meet twice a week. None of those details changed the allowance grouping in his summary.

According to his survey, 2/3 of the students receive an average of $6 allowance per day while the rest gets an average of $4 a day. He surveyed 60 students in all. If he surveyed 60 students, what is the total amount of money those 60 students get in a day?",True,False
"At the indoor fountain in the center court of the mall, Joanne works a repeating cleanup shift where she checks the basin once every hour while music plays over the speakers and nearby stores open and close their gates. The fountain has 4 stone tiers, 3 colored lights on each side, and 8 benches around it, and management keeps track of all kinds of details such as how many shoppers pass by, how many wishes get tossed in, and how often the water filters are changed. On this particular day, the mall opened at 10:00 a.m., the pretzel stand sold 48 pretzels by noon, the toy store started with 120 balloons and gave away 27, and the fountain maintenance log said that yesterday there had been 140 coins removed in total, including 60 pennies, 40 nickels, 25 dimes, and 15 quarters. Joanne also noticed that one child dropped 6 tokens that were not counted as coins, two tourists took 14 photos, and a security guard walked past the fountain 5 times during her shift.

During the first hour, Joanne collected 15 coins. In addition to those, she found 2 paper receipts stuck near the edge, 1 button, and 3 leaves in the water, but those were thrown away separately. For the next two hours, she collected 35 coins from the fountain while hearing the hourly announcements at 11:00 and 12:00, and during that same period the coffee kiosk next to the fountain sold 18 muffins and 22 drinks, one little boy tossed in 9 coins after making a wish, and a couple sitting nearby counted 47 shopping bags between them. Joanne wrote the coin amounts in her notebook with a blue pen that cost $2, even though her coworker used a black pen from a pack of 10.

In the fourth hour, she collected 50 coins from the fountain, but she gave 15 of them to her coworker so she could buy a soda from the vending machine, where soda cost $1.50 and water cost $1.25. The vending machine had 20 sodas at the start of the day and 7 were already gone. Joanne herself had brought a lunch worth $8.75 and had 3 coupons in her pocket that she never used. How many coins did she have after the fourth hour?",False,False
"Jerry’s two daughters both play softball, but they are on different teams in the same local youth league. One team is the Blue Sparks, whose jerseys are navy with silver numbers, and the other is the Red Comets, whose socks have to be washed separately because the red dye sometimes runs. Their league has 6 teams total, each team keeps a 12-player roster, and the snack stand opens 45 minutes before the first pitch. Jerry usually arrives early enough to unfold 2 camping chairs, carry a cooler with 10 juice boxes and 6 oranges, and chat with 3 other parents about batting orders, weather delays, and whether the field lights will be replaced this year. On Saturdays there are often 4 games scheduled across 2 nearby diamonds, and parking costs $5 unless you have a seasonal pass, which Jerry bought in March for $40.

This season, each of Jerry’s daughters has 8 games on her team’s schedule. One daughter’s team has most of its games on Tuesdays and Saturdays, while the other has more Thursday evening games, and one team even had a preseason scrimmage that lasted 90 minutes and did not count in the official standings. The teams also took separate photo days, one at 9:00 a.m. and one at 1:30 p.m., and each girl needed 1 individual photo and 1 team photo. Jerry also paid $85 for one registration fee, $90 for the other, and another $30 total for socks, belt replacements, and extra hair ties after one equipment bag zipper broke.

During the season, each team practices 4 hours for every game they play. Some practices are split into 2 sessions, some include 30 minutes of fielding stations and 20 minutes of batting cage rotations, and one coach likes to spend exactly 15 minutes on warm-ups before moving to throwing drills. The league handbook is 28 pages long, the outfield fences are 200 feet from home plate, and every team is supposed to have 2 assistant coaches and 1 scorekeeper. Jerry’s daughters each got new bats this year, one costing $70 and one costing $95, although one of them still prefers using an older glove she has had for 3 seasons.

If a game is played as scheduled, each game lasts for 2 hours. A few years ago rain shortened several games to 5 innings, but this season’s official time allotment is still 2 hours per game, and Jerry plans to attend everything for both girls rather than splitting time with their grandfather, who only comes to Sunday doubleheaders. He keeps all the dates on a calendar that already has dentist appointments, a school concert, 2 birthday parties, and a family barbecue marked on it.

If each game lasts for 2 hours, how many hours will Jerry spend at the field watching his daughters play and practice altogether?",True,True
"A wildlife rehabilitation team is tracking a large bear that is preparing to hibernate for the winter. Based on old records from the region, some bears den for about 5 months, scouts checked 12 possible den sites, and one ranger logged 47 salmon jumps at a nearby river in a single hour. The team notes that this bear began late summer at 680 pounds, was once estimated at 712 pounds after a rainy week, and eventually wants enough fat reserves to meet a seasonal gain target of 1000 pounds before the first deep snow. To monitor feeding, they divide its foraging into end-of-summer foods and autumn foods. At the end of summer, the bear feasts on berries and small woodland animals. During autumn, it devours acorns and salmon. The berry patches were spread across 8 slopes, each survey bucket held 6 quarts, and technicians recorded 240 claw marks near berry shrubs over several weeks. During summer, it gained a fifth of the weight it needed from berries. In autumn, acorn foraging was especially productive: there were 14 oak stands in the study area, some dropping an estimated 90 pounds of acorns per stand, and during autumn, it gained twice that amount from acorns. The river run also attracted many other animals; observers counted 3 eagles, 9 otters, and 26 fish carcasses along the bank one morning. Salmon made up half of the remaining weight it had needed to gain. Small-animal hunting happened mostly at dusk near 4 fallen logs and 2 marsh edges, where motion cameras captured dozens of clips, but the biologists only care about total weight gain by food source. How many pounds did it gain eating small animals?",True,True
"At a small farm supply warehouse, a shipment of cooking and machine oil was being checked before inventory was updated. The manager had 24 metal cans lined up in 4 rows of 6 cans each on a concrete floor, with labels in red, blue, and green marker from an older sorting system. Some of the cans were dented, 3 had replacement caps, 5 had newer handles, and each empty can would normally weigh 2 kilograms, though none of that matters for the current oil count because all 24 cans together already contain a total of 290 liters of oil. Earlier that morning, workers had unloaded 12 cardboard cartons, used 18 barcode stickers, and recorded batch numbers 104, 105, and 108 for quality control. They also noted that 10 of the cans were a standard measured size for a retail order and each of those 10 cans was holding exactly 8 liters of oil. The other cans were set aside for a separate customer, and those remaining cans were all filled equally, even though their paint markings, lid colors, and shelf positions were different. During the same shift, the warehouse also moved 75-liter drums, checked 6 funnels, and counted 290 bottle caps in a nearby packing area for an unrelated order, which caused some confusion in the paperwork. If 10 of the cans are holding 8 liters each, how much oil is each of the remaining cans holding?",True,True
"Shawna keeps a detailed fitness journal for the week because she is trying to stay consistent with her home workout routine. Her plan includes stretches, water breaks, and a checklist for different exercises. Every morning she spends 5 minutes warming up, 10 minutes jogging in place, and 3 minutes cooling down afterward. She also tracks pushups, jumping jacks, and planks, even though those are not the focus of this question. On Monday, her notebook says she did 15 jumping jacks, 8 pushups, and 2 one-minute planks before starting situps. Her workout goal for situps is 30. She had hoped to finish all of them on Monday, but she was only able to do 12 situps that day because she got tired early. Since she fell short, she wrote herself a note that she would make up the rest on Tuesday.

On Tuesday, Shawna changed her routine a little. She drank 2 glasses of water before exercising, spent 12 minutes stretching, and did 20 squats, 14 lunges on each leg, and 9 pushups. She also counted 19 minutes of total exercise time before dinner, and her step counter showed 4,300 steps by the afternoon. When it came time for situps, however, she was only able to do 19 situps on Tuesday, even though she had planned to make up everything she missed from Monday. Her weekly chart also shows that Wednesday is usually the day she does yoga for 25 minutes, and on Thursday she normally rests. She has a 7-day calendar on the wall, 3 workout outfits laid out for the week, and 2 towels in her gym bag.

How many situps would Shawna have to do on Wednesday to meet her minimum goal and make up for the ones she didn't do?",True,False
"James keeps a very detailed weekly planner because he balances two different jobs, tracks his commuting time, and is trying to compare his work income to all of his routine expenses. At his main job, he wears a blue uniform shirt that costs $18 each and black work shoes that cost $45, though those clothing costs are taken care of separately and are not part of this week's pay. The main job is 8 miles from his apartment, and gas for the week came to $32. He usually brings lunch from home 4 days a week, but on Friday he bought a sandwich for $9 and a drink for $3. He also noted that last month he worked 28 hours one week and 34 hours another week, but this week was different.

For his actual pay rate, James earns $20 an hour while working at his main job. The company also gives workers a choice between two break schedules: either one 30-minute lunch and two 10-minute breaks, or one 45-minute lunch, but those scheduling details do not change the hourly wage listed on his pay stub. This week, he worked 30 hours at his main job, spread across 5 days. On Monday he worked 6 hours, Tuesday 5 hours, Wednesday 7 hours, Thursday 4 hours, and Friday 8 hours, for that total.

James also has a second job on weekends and some evenings. At that job, parking costs $6 per shift unless he carpools, and sometimes he sells employee meal vouchers for $2 each to coworkers. The break room there has 12 lockers, 3 vending machines, and a coffee machine that charges $1.50 per cup. Last Saturday he worked one shift that started at 9:00 a.m., and on Sunday he considered swapping a shift with a coworker who works 18 hours a week, but in the end James kept his usual schedule. He earns 20% less while working his second job than he earns at his main job. He works half as many hours at his second job as he works at his main job. Since he worked 30 hours at his main job this week, that means he worked half that much at his second job.

James is also budgeting for other weekly costs: $14 for streaming services, $60 for groceries, $25 for his phone bill contribution, and $40 set aside for laundry and household supplies. He has a rewards card that gives 5% back on certain purchases, and he once calculated that if he saved $75 per week for 12 weeks he could buy a new bicycle for $900. None of those plans changes the amount he was paid for his work this week.

How much does he earn per week?",True,False
"Lee runs a small neighborhood lawn-mowing service. He keeps a notebook where he tracks all kinds of details from week to week: how many gas cans he filled, how long each mower blade lasted, which streets had corner lots, and whether he had to trim around flower beds, birdbaths, swing sets, or vegetable gardens. He usually starts at 8:00 a.m., takes a 20-minute lunch break around noon, and tries to finish before 6:30 p.m. if the weather holds. On rainy days he sometimes reschedules jobs, and on especially hot days he brings 4 bottles of water, 2 sports drinks, and a cooler with ice packs. His mower uses about 2 gallons of gas during a busy day, and last week gas was $4 per gallon, though he also bought a spare trimmer line spool for $9 and a pair of work gloves for $12.

Some of Lee's customers have small yards, some have large back lots, and a few ask him to edge the sidewalks or blow leaves off the driveway. One customer talked for 15 minutes about fertilizer, another had 7 flower pots lining the porch, and another had 3 dogs that had to be kept inside while he worked. On Monday he completed 4 lawns, on Tuesday 3, on Wednesday 2 because of a brief storm delay, on Thursday 5, and on Friday 2 more, for a total that matched the number of addresses he had written on last week's work page. A few customers asked about monthly scheduling, and one said she might need service every 10 days instead of every 14. He also received two text messages about future hedge trimming, but those jobs were not part of last week's mowing income.

For each lawn Lee mows, he charges $33. Last week he mowed 16 lawns in all. In addition, three customers each gave him a $10 tip for the mowing work. He does not count the value of free lemonade, and no other payments, supplies, or future bookings affect what he earned from mowing lawns last week.

How many dollars did Lee earn mowing lawns last week?",True,True
"Tara has been comparing several laptop deals for weeks because she needs one for a design class, remote meetings, and storing photos from the 3 memory cards she already owns. One store had a refurbished model for $920 with a 90-day warranty, another had a gaming laptop for $1280 with RGB lights and a free mouse, and an online seller advertised a weekend coupon for $75 off orders over $1500, plus $18 shipping and a possible 7% service fee. Tara also wrote down prices for accessories: a sleeve for $24, a wireless mouse for $36, a keyboard for $58, antivirus software for $49 per year, and a backup drive for $110. She even compared payment plans at two shops: one suggested 18 monthly payments of $72 after a setup fee, and another required 25% down with $55 monthly payments, but neither of those plans matched the model she actually wants.

The laptop Tara has been planning to buy costs $1000. The computer shop that sells that exact laptop accepts payment in installments of $65 per month provided that a 20% down payment is made. Tara has been saving in a jar where she keeps ten $5 bills, twelve $10 bills, and some coins for bus fare, and she is thinking about using some birthday money too. She decides that for the required down payment, she wants to pay an additional $20 beyond that required amount. During the next few months, she also has unrelated expenses like $45 for internet, $30 for printer ink, and $12 each week for coffee near campus, but those are paid from a different budget. If Tara wants to pay an additional $20 for the down payment, how much will her balance be after paying for 4 months?",True,False
"Jesse and Mia are competing in a week long charity race that runs from Monday through Sunday, and the event handbook says each runner’s goal is to complete 30 miles by the end of the week. The route map is split into colored sections of 1 mile, 2 miles, 5 miles, and a final 10-mile scenic stretch, and volunteers hand out bib numbers, safety pins, and water cups at 7 different checkpoints. Jesse wears bib 14, Mia wears bib 18, and their team table has 24 granola bars, 12 bananas, 8 oranges, and 30 paper cups for the week. On Monday, Tuesday, and Wednesday, Jesse keeps a very steady pace and averages 2/3 of a mile per day across those first three days, even though her watch also logs 4,000 steps on Monday, 5,200 on Tuesday, and 6,100 on Wednesday. On Thursday, after replacing her shoelaces and switching from her blue shoes to her black shoes, she runs 10 miles. Her family drives 18 miles to watch her at the Thursday checkpoint, and she drinks 3 bottles of water there, but those details do not affect her race mileage. Meanwhile, Mia follows a different strategy: over the first 4 days, she averages 3 miles a day, despite spending 45 minutes stretching on Monday, 30 minutes on Tuesday, 50 minutes on Wednesday, and 40 minutes on Thursday. She also buys 2 energy gels for each of those 4 days at $1.50 each, carries a 9-ounce snack pack, and records lap splits of 12 minutes, 11 minutes, and 13 minutes on one training loop. By the middle of the week, the announcer notes that there are 3 days left in the competition, that 60 total volunteers are helping, that the opening ceremony lasted 25 minutes, and that the runners have already passed a banner at mile 15. If both runners still plan to finish the full 30 miles by Sunday, what is the average of their average that they have to run over the final three days?",True,False
"On Saturday morning, Elsa and Amalie emptied several jars, pencil cases, coat pockets, and the little ceramic bank on Amalie’s shelf to count their coin collections before going to the toy market. Elsa had already sorted some of her coins into 5 neat stacks of 8 for easier counting, while Amalie liked arranging hers in rows of 9, and there were also old arcade tokens, 12 buttons, 7 foreign coins from a trip, and 3 washers on the table that did not count as part of their real coin totals. Last month, Elsa had traded away 14 stickers for 6 shiny coins, and Amalie had once saved 90 coins before spending some on snacks, but those earlier amounts are not the amounts they have now. Today, the ratio of the number of coins Elsa has to the number of coins Amalie has is 10:45. Together, the two girls have 440 coins in total. 

They are planning a shopping trip with many price tags to compare: a toy drum costs 36 coins, a puzzle costs 28, a stuffed bear costs 55, and a miniature train set costs 84. Amalie is especially interested in toys, and after counting everything carefully, she decides to spend 3/4 of the coins she has on toys. Elsa, meanwhile, sets aside 25 coins for lunch, 18 for bus fare over several days, and thinks about saving half of what remains for a fair next month, but none of that changes Amalie’s count. The shopkeeper also offers a 2-for-1 sticker pack, 4 balloons for 20 coins, and a shelf with 11 toy cars, though Amalie does not necessarily buy any specific combination of those items. 

If the total number of coins they have is 440, and Amalie spends 3/4 of what she has on toys, how many will she remain with?",True,True
"During a long Saturday morning tide-pool survey at the beach, Carly brought along a laminated species checklist with 18 pictures on the front and 12 more on the back, a bucket labeled with a 3-liter fill line, and 2 mesh bags she never ended up using. She started at 8:15 a.m., checked 4 rocky pools near the jetty, skipped 1 pool because it was too deep, and then spent 35 minutes comparing shell colors with her field guide. Along the way she also noticed 9 crabs, 6 tiny fish, 11 limpets on one rock, and 3 empty snail shells, but she did not collect any of those. She even wrote down water temperatures of 61, 62, and 63 degrees in different spots, and her notebook page was numbered 14.

What she actually collected for her classroom display was this: Carly collected 7 starfish with 5 arms each and one seastar with 14 arms. Her friend thought one of the starfish looked wider than the others, and another had sand stuck to 2 of its arms, but they were still counted the same way. On the walk back, Carly passed 5 warning signs, counted 20 wooden steps up from the beach, and saw a souvenir stand selling postcards for $1 each, toy shells in packs of 8, and plush sea animals for $14. She also remembered that last year her class had drawn 7 starfish on a poster and 1 giant seastar in the corner, though that was only artwork and not part of today's collection.

How many arms do the animals she collected have in total?",True,True
"At the county harvest fair, three kids—Martha, Tim, and Harry—spent the afternoon helping at the apple display after the morning weighing contest. Martha had already sorted her apples into 4 wooden crates, with 17 apples in each crate, for a total of 68 apples. Next to her display was a chalkboard showing old inventory notes from earlier in the week: 72 bruised apples had been set aside for cider, 14 green apples were used in a pie contest, 9 baskets were stacked near the fence, and each basket could hold up to 12 apples. Tim ignored those notes because they were from a different shipment, but he did compare his own pile to Martha's. Tim had 30 less apples than Martha. Harry, who was helping put labels on smaller bags, had half as many apples as Tim. During the fair, the announcer also mentioned that a nearby orchard had 120 trees, the entry fee was $6 per person, and the apple-tasting booth sold 25 caramel apples before noon and 31 after noon. Martha also planned to save 8 apples for her teacher, give 6 to her cousin, and use 10 for bobbing apples later, but those plans had not happened yet and did not change how many apples she had when Tim and Harry compared theirs to hers. If Martha has 68 apples, how many apples does Harry have?",True,True
"At a busy Saturday flea market that opens at 8:00 a.m. and closes at 3:00 p.m., Hillary sets up a booth with 24 handmade crafts arranged on 3 shelves, 8 on each shelf. She also brings 2 folding chairs, a cash box containing 15 dollars in small bills to make change, 11 price tags, and a sign she decorated last night using 4 markers and a roll of ribbon that cost her 6 dollars earlier in the week. The booth fee for the day is 10 dollars, parking costs 5 dollars, and she spent 9 dollars on coffee and a muffin before the market started. Her neighbor at the next booth sells knitted hats for 14 dollars each and manages to sell 5 of them before noon, while another vendor across the aisle offers 3 bracelets for 20 dollars. Hillary's own handmade crafts are priced at 12 dollars per craft. During the morning rush, one shopper asks about buying 2 crafts but decides to come back later, another shopper pays with a 50-dollar bill for items from a different booth and causes a line to form, and Hillary spends 6 minutes wrapping one purchase in tissue paper and twine. By lunchtime she has sold 3 crafts, and one especially appreciative customer, after chatting about how long the crafts take to make and admiring several unsold pieces, gives Hillary an extra 7 dollars on top of what she earned from selling the crafts. Later on, after counting only today's profits from sales and that extra gift, Hillary walks over to the bank kiosk near the market entrance and deposits 18 dollars from today's profits into her bank account. She keeps the rest of today's money with her. How many dollars is Hillary left with after making the deposit?",True,True
"Nancy is setting up a rectangular aquarium for her fish in the living room before the pet store closes at 7:00 p.m. The aquarium stand came with a care sheet reminding her not to overfeed the 8 neon tetras, 2 angelfish, and 1 pleco she plans to keep later, and she has already washed 15 pounds of gravel, arranged 6 plastic plants, and stacked 12 decorative shells near the tank. The tank itself is 4 feet long, 6 feet wide, and 3 feet high, and the instruction booklet says a completely full tank of that size holds a certain number of cubic feet of water. Nancy starts filling the aquarium from a hose that runs at 3 gallons per minute, although she briefly considers using two 5-gallon buckets instead. She fills the aquarium halfway, then hears the doorbell ring because a delivery driver is dropping off 4 boxes: fish food, a net, a thermometer, and replacement filter pads. She goes to answer the door, spends 6 minutes signing for the packages, and also chats with her neighbor about a 20% off sale on aquarium lights. While Nancy is gone, her cat jumps onto the stand, knocks over a bag containing 9 marbles used for decoration, brushes against the aquarium, and tips it enough to spill half the water that is in it onto the floor. Nancy comes back, notices the mess, uses 3 towels and 1 mop to clean up, checks that the filter rated for 40 gallons is still dry, and then resumes filling. Instead of starting over, she triples the amount of water currently in the aquarium. She also measures the room temperature at 72 degrees and wonders whether she should install the 200-watt heater now or later. Ignore the gravel, decorations, fish supplies, cleanup, and all timing details. If the aquarium is 4 feet long, 6 feet wide, and 3 feet high, how many cubic feet of water are in the aquarium?",True,False
"It is Roger’s turn to provide a snack for the baseball team after the game, and after comparing several options at the sporting goods store and the grocery store, he has decided to bring trail mix instead of orange slices, granola bars, pretzels, or juice boxes. The game starts at 4:30 p.m., the players need to arrive 45 minutes early, and the team usually spends about 12 minutes packing equipment afterward before everyone lines up for snacks near the third-base dugout. Roger first considered buying one large 48-ounce bag for $11.99, but then realized that the team prefers individual portions because they are easier to hand out, create less mess, and fit better in the players’ equipment bags. The brand he chose sells trail mix in cardboard packs, and each pack contains 6 individual pouches. Some nearby brands come in boxes of 4, 8, or 10 pouches, and another warehouse club sells a case of 24 pouches, but Roger is specifically buying the kind that comes in packs of 6 individual pouches.

Roger made a checklist while planning. There are 13 members on his baseball team. In addition to the players, 3 coaches will also be there, and 2 helpers usually stay after the game to organize batting helmets, collect practice balls, and load the collapsible water cooler into the equipment shed. Last week, only 11 players stayed until the very end because 2 had to leave early for music lessons, but this week Roger wants to make sure he brings enough for everyone connected with the team who will be there after the game. The assistant coach also mentioned that there are 14 gloves in the team bin, 3 catchers’ masks in the storage room, 2 extra scorebooks in the office, and 18 bottles of water left over from the previous game, though those supplies are unrelated to Roger’s snack purchase.

At the store, Roger notices a sale sign saying 2 packs for $9, while single packs cost $4.79 each, and he briefly calculates possible totals in his head. He also sees family-size bags marked 20% off, coupon tags worth $1.50, and a limit of 5 discounted items per customer. His mother reminds him to check whether the pouches are peanut-free for one sibling at home, but the team snack rules allow trail mix for this game. Roger puts a few other things in the cart too: 1 bunch of bananas, 2 sports drinks for the ride home, and a box of sandwich bags that contains 40 bags, even though he will not use those for the trail mix because the pouches are already individually sealed. He has $30 with him, the drive to the store takes 9 minutes, and checkout usually takes about 6 minutes unless more than 4 people are in line.

Roger wants every person on the team group after the game to get one individual pouch of trail mix. How many packs of trail mix does he need to buy?",True,True
"At the end of a 6-month wellness challenge run by a community fitness center, four participants were highlighted in the newsletter. The center had originally enrolled 18 people, though 3 switched to the yoga-only track, 2 joined late in month 2, and 5 were mainly there for blood pressure monitoring rather than weight goals. Weekly meetings were held every Tuesday at 6:30 p.m. for 24 weeks, with optional Saturday walks that averaged 4 kilometers, except on 3 rainy weekends when attendance dropped below 10. The program handbook was 103 pages long, the meal-planning packet listed 27 breakfast ideas, and the gym offered 7 different low-impact classes, but the final article focused only on the weight loss totals of four specific people.

Together, those four people lost a total of 103 kilograms of weight over the challenge. The first person lost 27 kilograms. The second person lost 7 kilograms less than the first person. The third and fourth people followed the same meal plan, each drank 2 liters of water a day, each attended 19 weigh-ins, and they ended up losing the same amount of weight. One participant had started at 94 kilograms, another bought 3 new pairs of workout shoes during the program, one tracked calories for 180 days, and the center sold smoothies for $4 each or 3 for $10 after class. The nutrition board compared meal plans of 1600, 1800, and 2000 calories, and one coach mentioned that losing even 5 kilograms can improve energy levels. None of that changes the combined result reported for these four people.

How many kilograms did each of the last two people lose?",True,True
"Dale and Andrew stopped at a busy cafe for breakfast just before 9:00 a.m. The chalkboard by the door listed all sorts of morning specials: porridge for £4, tea for £2 a pot, orange juice for £3 a glass, coffee refills for £1, and a full breakfast platter for £11. The cafe also had a note saying that every 6th loyalty stamp earns a free hot drink, although neither of them redeemed any stamps that morning. On another sign, the cafe advertised a weekend brunch deal from 10:30 a.m. to 1:00 p.m., but they arrived too early for that. At the counter, jars of jam were stacked in sets of 8, there were 12 muffins in the display case, and a tray near the till held 15 packets of sugar and 9 stirrers.

The items they actually ordered included toast and eggs. A slice of toast costs £1, and eggs cost £3 each. Dale was hungry after skipping a snack at 7:30, so he had 2 slices of toast and 2 eggs. Andrew had already eaten a banana before leaving home, so he ordered 1 slice of toast and 2 eggs. They looked at the pastry case with 5 croissants, 4 cinnamon buns, and 7 scones, but did not add any of those. One of them considered buying a second drink, and they briefly discussed whether 3 slices of toast would be too much for one person, but they kept their order exactly as planned.

Their server mentioned that yesterday the cafe had sold 24 eggs before noon and 31 slices of toast by lunchtime, and that a delivery that morning brought 5 loaves of bread and 8 dozen eggs. The receipt printer was out of paper for a moment, so the cashier wrote some notes by hand. There was also a donation jar with £6 in coins near the register and a tip guide suggesting 10%, 12%, or 15%, though no tip needs to be considered here. How much did their breakfast cost?",True,False
"At the end of the summer, a community garden volunteer made a long inventory sheet for the produce harvest before packing everything into crates for a weekend neighborhood market. The garden had 12 raised beds, though only 9 were used for vegetables, and the rest held herbs and flowers. Bed 1 had 3 rows of tomatoes with 18 plants in each row, Bed 2 had 24 carrot clusters, and Bed 3 had onions bundled into 15 bunches of 8 for a school cooking class. The shed had 14 empty baskets, 6 muddy shovels, 3 wheelbarrows, and 27 plant labels left over from spring planting. On harvest day, 8 volunteers arrived at 7:30 a.m., 5 more came at 8:15 a.m., and 2 left early after washing 16 buckets. The weighing table showed 42 pounds of tomatoes, 19 pounds of zucchini, and 31 ears of corn from another section of the garden. There were also 48 marigolds planted around the fence to keep pests away, 11 sunflower stalks near the compost bin, and 4 rain barrels that each held 55 gallons when full.

For the vegetables being counted in the final inventory, the garden produced 237 potatoes. It produced 60 fewer cucumbers than potatoes. It also produced twice as many peppers as cucumbers. Some of the cucumbers were later sorted into 9 pickling jars and 6 salad baskets, and some peppers were separated by color into red, yellow, and green trays, but all of them still counted in the total harvest. Last year the garden had produced 210 potatoes, 155 cucumbers, and 310 peppers, while this year the market planned to charge $2 per pound for potatoes, $1 each for cucumbers in bundles of 5, and $3 for mixed pepper bags; however, the question is only about the number of vegetables grown. If 23 potatoes were set aside for seed stock, 18 cucumbers were washed first, and 40 peppers were displayed in the front stand, those vegetables were still part of what the garden produced.

How many vegetables did the garden produce?",True,True
